cell_line	truth_metric	depmap_endpoint	n_high	n_low	high_group_median_raw	low_group_median_raw	high_minus_low_raw	aligned_effect_direction	mannwhitney_u	pvalue	alignment_note
HCC1143	real_shift_L2	depmap_gene_effect	16	16	-0.859117996671299	0.0798178056694541	-0.938935802340753	0.938935802340753	6.0	4.667498163410239e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_L2	depmap_gene_dependency	16	16	0.8521215960113994	0.01006453779051395	0.8420570582208854	0.8420570582208854	250.0	4.5746300353732756e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_mean_abs	depmap_gene_effect	16	16	-0.859117996671299	0.06988384563375966	-0.9290018423050586	0.9290018423050586	6.0	4.667498163410239e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_mean_abs	depmap_gene_dependency	16	16	0.8521215960113994	0.01103508137822425	0.8410865146331751	0.8410865146331751	250.0	4.5746300353732756e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_top20_mean	depmap_gene_effect	16	16	-0.859117996671299	0.0013316920627704002	-0.8604496887340694	0.8604496887340694	9.0	7.964469616702407e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_top20_mean	depmap_gene_dependency	16	16	0.8521215960113994	0.021212275519545	0.8309093204918544	0.8309093204918544	247.0	7.813359202872616e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_top50_mean	depmap_gene_effect	16	16	-0.859117996671299	0.0013316920627704002	-0.8604496887340694	0.8604496887340694	9.0	7.964469616702407e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_top50_mean	depmap_gene_dependency	16	16	0.8521215960113994	0.021212275519545	0.8309093204918544	0.8309093204918544	247.0	7.813359202872616e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_top100_mean	depmap_gene_effect	16	16	-0.859117996671299	0.0013316920627704002	-0.8604496887340694	0.8604496887340694	9.0	7.964469616702407e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_top100_mean	depmap_gene_dependency	16	16	0.8521215960113994	0.021212275519545	0.8309093204918544	0.8309093204918544	247.0	7.813359202872616e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_top50_concentration	depmap_gene_effect	15	16	-0.2080048465520216	-0.0133581886539447	-0.1946466578980769	0.1946466578980769	81.0	0.12804764129567053	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_shift_top50_concentration	depmap_gene_dependency	15	16	0.1226400958971878	0.0242615240332765	0.0983785718639113	0.0983785718639113	159.0	0.12804764129567053	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_Edistance	depmap_gene_effect	16	16	-0.4977773764053721	0.06477515541655054	-0.5625525318219227	0.5625525318219227	7.0	5.5851509918479055e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_Edistance	depmap_gene_dependency	16	16	0.5324961044955012	0.01161103818073735	0.5208850663147638	0.5208850663147638	249.0	5.54118119084023e-06	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_DEG_burden	depmap_gene_effect	15	17	-0.3585628390298763	0.0714133084074786	-0.4299761474373549	0.4299761474373549	17.0	3.268531808511144e-05	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
HCC1143	real_DEG_burden	depmap_gene_dependency	15	17	0.307130270365165	0.0108785135935251	0.2962517567716399	0.2962517567716399	238.0	3.2468266586160226e-05	aligned_effect_direction>0 表示 high truth 组更符合桥接方向；gene effect 为更负，gene dependency 为更高
