target_gene	n_target_cells	n_control_cells	total_variation_distance	strat_column	n_strata
ARID1A	365	1666	0.026584880527553506	barcode_gem_group	3
BMPR1A	212	1666	0.025266710457768043	barcode_gem_group	3
CDKN2A	399	1666	0.008592910848549934	barcode_gem_group	3
COMMD6	395	1666	0.02304314130715579	barcode_gem_group	3
ENY2	93	1666	0.04476629361421991	barcode_gem_group	3
ERC1	433	1666	0.020571739088245	barcode_gem_group	3
ETV3	244	1666	0.03292464526794325	barcode_gem_group	3
GON4L	167	1666	0.06034749229032932	barcode_gem_group	3
HDGF	254	1666	0.004896446767683471	barcode_gem_group	3
HLX	289	1666	0.04109879245815973	barcode_gem_group	3
KLF3	236	1666	0.03406108205994263	barcode_gem_group	3
LAMTOR5	157	1666	0.08488236058754711	barcode_gem_group	3
MAML3	423	1666	0.026047298351964926	barcode_gem_group	3
MIER1	267	1666	0.024328832656658195	barcode_gem_group	3
MTDH	282	1666	0.06173107540888695	barcode_gem_group	3
MYBL1	220	1666	0.0686401833460657	barcode_gem_group	3
NCOA1	389	1666	0.027287007347926273	barcode_gem_group	3
NPM1	80	1666	0.017346938775510246	barcode_gem_group	3
PA2G4	194	1666	0.008143463570995435	barcode_gem_group	3
PARK7	254	1666	0.04820353338185668	barcode_gem_group	3
PCBD1	428	1666	0.05255466672650372	barcode_gem_group	3
PEX14	439	1666	0.03217779138990448	barcode_gem_group	3
PFDN5	67	1666	0.029223629750407654	barcode_gem_group	3
PMF1	94	1666	0.1347092028300682	barcode_gem_group	3
PRDX2	302	1666	0.0395323692390864	barcode_gem_group	3
PRPF6	25	1666	0.15265306122448977	barcode_gem_group	3
RORC	296	1666	0.023677038382920734	barcode_gem_group	3
RPS3	69	1666	0.048506359065365295	barcode_gem_group	3
RUVBL2	95	1666	0.05297276805459028	barcode_gem_group	3
SMAD1	321	1666	0.02218083495080278	barcode_gem_group	3
SMAD5	290	1666	0.049894440534834605	barcode_gem_group	3
SS18L2	8	1666	0.320078031212485	barcode_gem_group	3
STAT3	394	1666	0.046358644980834945	barcode_gem_group	3
TAB3	246	1666	0.032476405196224856	barcode_gem_group	3
TADA3	177	1666	0.0450824397555632	barcode_gem_group	3
THAP8	276	1666	0.023718182925344056	barcode_gem_group	3
THRA	266	1666	0.038668098818474744	barcode_gem_group	3
TMF1	206	1666	0.044592594319281115	barcode_gem_group	3
TMSB4X	352	1666	0.06155530393975772	barcode_gem_group	3
UBP1	371	1666	0.05279847788171871	barcode_gem_group	3
UXT	12	1666	0.2840136054421769	barcode_gem_group	3
VEZF1	226	1666	0.04906033209744076	barcode_gem_group	3
XBP1	394	1666	0.043500648990560664	barcode_gem_group	3
YBX1	177	1666	0.04536051708819125	barcode_gem_group	3
ZBTB17	139	1666	0.0459291630321193	barcode_gem_group	3
ZBTB20	471	1666	0.027644178690584525	barcode_gem_group	3
ZBTB5	363	1666	0.025749142632259525	barcode_gem_group	3
ZNF131	118	1666	0.05101023460231552	barcode_gem_group	3
ZNF24	472	1666	0.05704061285531159	barcode_gem_group	3
ZNF566	372	1666	0.024419445197433803	barcode_gem_group	3
ARID1A	365	1666	0.09886036606423394	num_umis_quantile_bin	4
BMPR1A	212	1666	0.07384085709755599	num_umis_quantile_bin	4
CDKN2A	399	1666	0.026031465217666014	num_umis_quantile_bin	4
COMMD6	395	1666	0.05970185542571459	num_umis_quantile_bin	4
ENY2	93	1666	0.09078470097716505	num_umis_quantile_bin	4
ERC1	433	1666	0.0926587725159348	num_umis_quantile_bin	4
ETV3	244	1666	0.10396945663511308	num_umis_quantile_bin	4
GON4L	167	1666	0.07487545916570221	num_umis_quantile_bin	4
HDGF	254	1666	0.07866926298078285	num_umis_quantile_bin	4
HLX	289	1666	0.08057340583292141	num_umis_quantile_bin	4
KLF3	236	1666	0.058721793802266664	num_umis_quantile_bin	4
LAMTOR5	157	1666	0.0630519723813092	num_umis_quantile_bin	4
MAML3	423	1666	0.09739782437797817	num_umis_quantile_bin	4
MIER1	267	1666	0.06908381330060112	num_umis_quantile_bin	4
MTDH	282	1666	0.04195295139332329	num_umis_quantile_bin	4
MYBL1	220	1666	0.1076776165011459	num_umis_quantile_bin	4
NCOA1	389	1666	0.17104219579862795	num_umis_quantile_bin	4
NPM1	80	1666	0.036899759903961576	num_umis_quantile_bin	4
PA2G4	194	1666	0.06535191396146088	num_umis_quantile_bin	4
PARK7	254	1666	0.0571126088230568	num_umis_quantile_bin	4
PCBD1	428	1666	0.029408959845620503	num_umis_quantile_bin	4
PEX14	439	1666	0.0655205134445578	num_umis_quantile_bin	4
PFDN5	67	1666	0.15783626883589255	num_umis_quantile_bin	4
PMF1	94	1666	0.49137953053561845	num_umis_quantile_bin	4
PRDX2	302	1666	0.0474428181868774	num_umis_quantile_bin	4
PRPF6	25	1666	0.3078031212484994	num_umis_quantile_bin	4
RORC	296	1666	0.1825094902825995	num_umis_quantile_bin	4
RPS3	69	1666	0.2974233171529481	num_umis_quantile_bin	4
RUVBL2	95	1666	0.11832943703797309	num_umis_quantile_bin	4
SMAD1	321	1666	0.052746332177730906	num_umis_quantile_bin	4
SMAD5	290	1666	0.045734155731258025	num_umis_quantile_bin	4
SS18L2	8	1666	0.25060024009603843	num_umis_quantile_bin	4
STAT3	394	1666	0.05441465926472115	num_umis_quantile_bin	4
TAB3	246	1666	0.03318888531022167	num_umis_quantile_bin	4
TADA3	177	1666	0.05716863016392998	num_umis_quantile_bin	4
THAP8	276	1666	0.06815334829584012	num_umis_quantile_bin	4
THRA	266	1666	0.05986605168383144	num_umis_quantile_bin	4
TMF1	206	1666	0.0676872690823902	num_umis_quantile_bin	4
TMSB4X	352	1666	0.1427650605696824	num_umis_quantile_bin	4
UBP1	371	1666	0.04919703730548826	num_umis_quantile_bin	4
UXT	12	1666	0.33273309323729494	num_umis_quantile_bin	4
VEZF1	226	1666	0.11448650256562805	num_umis_quantile_bin	4
XBP1	394	1666	0.05186744748660882	num_umis_quantile_bin	4
YBX1	177	1666	0.01917377120339661	num_umis_quantile_bin	4
ZBTB17	139	1666	0.09773117880245624	num_umis_quantile_bin	4
ZBTB20	471	1666	0.12701641166020547	num_umis_quantile_bin	4
ZBTB5	363	1666	0.07593119892585132	num_umis_quantile_bin	4
ZNF131	118	1666	0.31449528964128026	num_umis_quantile_bin	4
ZNF24	472	1666	0.05711437117219771	num_umis_quantile_bin	4
ZNF566	372	1666	0.12122913681601673	num_umis_quantile_bin	4
ARID1A	365	1666	0.05514808663191302	num_umis_over_threshold_bin	4
BMPR1A	212	1666	0.05985979297379329	num_umis_over_threshold_bin	4
CDKN2A	399	1666	0.026126239969672088	num_umis_over_threshold_bin	4
COMMD6	395	1666	0.04685367818013281	num_umis_over_threshold_bin	4
ENY2	93	1666	0.10158902270585654	num_umis_over_threshold_bin	4
ERC1	433	1666	0.06609710858939417	num_umis_over_threshold_bin	4
ETV3	244	1666	0.09566941530710647	num_umis_over_threshold_bin	4
GON4L	167	1666	0.05810108474527535	num_umis_over_threshold_bin	4
HDGF	254	1666	0.06858806514731877	num_umis_over_threshold_bin	4
HLX	289	1666	0.0398983122660829	num_umis_over_threshold_bin	4
KLF3	236	1666	0.049575762508393184	num_umis_over_threshold_bin	4
LAMTOR5	157	1666	0.05243880991887201	num_umis_over_threshold_bin	4
MAML3	423	1666	0.03682323993427157	num_umis_over_threshold_bin	4
MIER1	267	1666	0.04064547167181477	num_umis_over_threshold_bin	4
MTDH	282	1666	0.06279107387635906	num_umis_over_threshold_bin	4
MYBL1	220	1666	0.060165884535632444	num_umis_over_threshold_bin	4
NCOA1	389	1666	0.08458756253143933	num_umis_over_threshold_bin	4
NPM1	80	1666	0.07990696278511406	num_umis_over_threshold_bin	4
PA2G4	194	1666	0.030222398237645567	num_umis_over_threshold_bin	4
PARK7	254	1666	0.04730553638778345	num_umis_over_threshold_bin	4
PCBD1	428	1666	0.030931998967811417	num_umis_over_threshold_bin	4
PEX14	439	1666	0.036177113214306236	num_umis_over_threshold_bin	4
PFDN5	67	1666	0.14711257637383313	num_umis_over_threshold_bin	4
PMF1	94	1666	0.4809072565196292	num_umis_over_threshold_bin	4
PRDX2	302	1666	0.05239976785416152	num_umis_over_threshold_bin	4
PRPF6	25	1666	0.19740696278511405	num_umis_over_threshold_bin	4
RORC	296	1666	0.10524480062295188	num_umis_over_threshold_bin	4
