target_gene	n_target_cells	n_control_cells	total_variation_distance	strat_column	n_strata
ARID1A	195	1325	0.07264634736332849	transcriptome_total_signal_quantile_bin	4
BMPR1A	93	1325	0.10630148103063503	transcriptome_total_signal_quantile_bin	4
CDKN2A	169	1325	0.04779725354471362	transcriptome_total_signal_quantile_bin	4
COMMD6	324	1325	0.0646657349173072	transcriptome_total_signal_quantile_bin	4
ENY2	161	1325	0.16259697644439233	transcriptome_total_signal_quantile_bin	4
ERC1	412	1325	0.04590217988642606	transcriptome_total_signal_quantile_bin	4
ETV3	187	1325	0.027315104429421824	transcriptome_total_signal_quantile_bin	4
GON4L	115	1325	0.12036095159967186	transcriptome_total_signal_quantile_bin	4
HDGF	319	1325	0.04943277932217423	transcriptome_total_signal_quantile_bin	4
HLX	213	1325	0.04872707945787935	transcriptome_total_signal_quantile_bin	4
KLF3	223	1325	0.06268889076910057	transcriptome_total_signal_quantile_bin	4
LAMTOR5	274	1325	0.20788872056190605	transcriptome_total_signal_quantile_bin	4
MAML3	341	1325	0.05691584131024177	transcriptome_total_signal_quantile_bin	4
MIER1	254	1325	0.0959857376318526	transcriptome_total_signal_quantile_bin	4
MTDH	290	1325	0.053194534808067656	transcriptome_total_signal_quantile_bin	4
MYBL1	142	1325	0.06602179112410314	transcriptome_total_signal_quantile_bin	4
NCOA1	334	1325	0.05542876511128686	transcriptome_total_signal_quantile_bin	4
NPM1	125	1325	0.11064150943396228	transcriptome_total_signal_quantile_bin	4
PA2G4	154	1325	0.035878461161480024	transcriptome_total_signal_quantile_bin	4
PARK7	215	1325	0.10580078982009654	transcriptome_total_signal_quantile_bin	4
PCBD1	214	1325	0.014540645388820314	transcriptome_total_signal_quantile_bin	4
PEX14	282	1325	0.03260270306436504	transcriptome_total_signal_quantile_bin	4
PFDN5	57	1325	0.13761006289308175	transcriptome_total_signal_quantile_bin	4
PMF1	40	1325	0.10264150943396229	transcriptome_total_signal_quantile_bin	4
PRDX2	186	1325	0.0887563400284033	transcriptome_total_signal_quantile_bin	4
PRPF6	23	1325	0.026152584085315816	transcriptome_total_signal_quantile_bin	4
RORC	230	1325	0.06383921246923707	transcriptome_total_signal_quantile_bin	4
RPS3	72	1325	0.1251153039832285	transcriptome_total_signal_quantile_bin	4
RUVBL2	51	1325	0.16930817610062895	transcriptome_total_signal_quantile_bin	4
SMAD1	299	1325	0.0212986685177005	transcriptome_total_signal_quantile_bin	4
SMAD5	186	1325	0.03640900791235546	transcriptome_total_signal_quantile_bin	4
SS18L2	26	1325	0.11407837445573295	transcriptome_total_signal_quantile_bin	4
STAT3	305	1325	0.043810702134240626	transcriptome_total_signal_quantile_bin	4
TAB3	222	1325	0.04707462179160289	transcriptome_total_signal_quantile_bin	4
TADA3	133	1325	0.12984536813732445	transcriptome_total_signal_quantile_bin	4
THAP8	335	1325	0.03950436496761475	transcriptome_total_signal_quantile_bin	4
THRA	188	1325	0.08925732637494983	transcriptome_total_signal_quantile_bin	4
TMF1	145	1325	0.09574495770982436	transcriptome_total_signal_quantile_bin	4
TMSB4X	266	1325	0.04399489289260891	transcriptome_total_signal_quantile_bin	4
UBP1	267	1325	0.04598402939721574	transcriptome_total_signal_quantile_bin	4
UXT	19	1325	0.23269116186693145	transcriptome_total_signal_quantile_bin	4
VEZF1	255	1325	0.08199778024417312	transcriptome_total_signal_quantile_bin	4
XBP1	314	1325	0.02905660377358489	transcriptome_total_signal_quantile_bin	4
YBX1	177	1325	0.1561752478413815	transcriptome_total_signal_quantile_bin	4
ZBTB17	75	1325	0.07572327044025155	transcriptome_total_signal_quantile_bin	4
ZBTB20	315	1325	0.021168014375561525	transcriptome_total_signal_quantile_bin	4
ZBTB5	212	1325	0.056037735849056594	transcriptome_total_signal_quantile_bin	4
ZNF131	43	1325	0.11096094778411585	transcriptome_total_signal_quantile_bin	4
ZNF24	462	1325	0.03415829453565303	transcriptome_total_signal_quantile_bin	4
ZNF566	372	1325	0.03730168391154391	transcriptome_total_signal_quantile_bin	4
