path	bytes	sha256	role
LICENSE	1087	04d6275bc2bb6709e146c95314448d152bb9d3872a5314e8158b06978c69b3d0	frozen_bundle_member
README.md	6184	07ea1498a91a1d77c63a25f450ffc1672fd8cecc6fffcf1c534b942f6f1ba82c	translated_public_documentation
archive_manifest.json	156146	e8d3e043daae93474eb596fe2c5664e9ae498cd579dfe951b967915ed26942df	original_asset_manifest
build_figures.py	34565	fba90c2279c1b7acc86fdbaa2c4b8c7a017018958e853510326dfa174d3381ab	generated_public_entry_or_index
configs/checkpoint_registry_v1.yaml	518	146fb5bea3caf5d78da23692f8dd5fc814f91d040b1ff0b78cffeae237e50ae5	frozen_bundle_member
configs/feature_registry_v1.json	638	443983c4db34f7b948ce11fbb3e1a5635ab67a455b0eb0250eaec4d4c7a3339b	referenced_scientific_config_or_script
configs/gears_hcc_formal_v1.json	1540	d8631d607ebadf578c8e6632fe8c57ce488b6332dcb3969850e0f24f6c1c67a5	registered_implementation
configs/geneformer_hcc_formal_v1.json	2495	8b9055b3c7d65b7237a25512397293bf55b0ee0a8511570398bc557c08524b59	registered_implementation
configs/hcc_model_execution_plan_v1.json	4379	76bd36734455ec698d25334cefe00b38d40924c739723266d84b9418d96a364c	referenced_scientific_config_or_script
configs/hcc_prediction_contract_v1.json	2379	b6c10dfa72e2f222f40ccecc66ff696825168d5f54119cc47af914b4ca1b0631	referenced_scientific_config_or_script
configs/lm_g_geneformer_ridge_hcc_formal_v1.json	2472	237de0b8830ad242fe59013264275682dc8273ff9e6664c4718cf9a3fda19d6f	registered_implementation
configs/lm_g_scgpt_ridge_hcc_formal_v1.json	2258	2d4b87f3f27ed44045f748f7184b577977a66daa8a03769456b52e26662834c3	registered_implementation
configs/lm_train_lowrank_hcc_formal_v1.json	2073	e8d9c861f36799b2130a05298f020778a8d75b84c2243176ea5f34ed107176d5	registered_implementation
configs/revision/amendment_001_m1_statistical_clarifications.json	1180	40c51b79ce20b2e0b5bc569cdc05e53ae5ca8e953f42c1aaeaebd9ff7d0aeb7c	frozen_bundle_member
configs/revision/amendment_002_m1_code_audit.json	2855	8f2ddc7bd3243684d3a15cc1511dc48d1ae2792073c7512b3f432ab242cd500f	frozen_bundle_member
configs/revision/amendment_003_corrected_endpoint_object.json	2634	b61e824fd2473b4710a4a2240c3625303724238393620c8a6040a660cac18520	frozen_bundle_member
configs/revision/amendment_004_metric_contract.json	3083	874882b6034756d9d02a642aa26a573e65d44ccb413eaf58cbc1e6c596b9ef9f	frozen_bundle_member
configs/revision/amendment_005_hcc_audit_scope.json	2839	c3e0eaa5c0f503729a54c0eb4de8a205d9ae346801882e7b3e0c72c68e638490	frozen_bundle_member
configs/revision/amendment_006_independent_context_qualification.json	4317	2e9fd7cf9feacb3827f05fd7f76f96b97fbc5b9da9ef0c7dffb3c682f95e3b0a	frozen_bundle_member
configs/revision/amendment_007_independent_full_audit.json	2548	f7c9b9e68e6d21c30b4bfd425ba63a8e05e6fe0da3ce71bc9666e269fbf15db1	frozen_bundle_member
configs/revision/amendment_008_constant_similarity_guard.json	1006	8f4250436003d0b63d10c71714d2bce3357c0eb5864985ca18ef9ae51cc862ea	frozen_bundle_member
configs/revision/amendment_009_endpoint_tuning_counterfactual.json	1913	12430e1f8e81d964b839f443584da3102908795d53c22f7c5fc8035b0f1c0342	frozen_bundle_member
configs/revision/amendment_010_formal_release_v2.json	3364	618c928f57cfe3e91fb86da282be0b2635ed6b87f1ea0e5d73e8ac7071203ebb	registered_implementation
configs/revision/amendment_011_cellot_training_seeds.json	1413	7156df848f0db1b3da3f9ca46fbd8c645cdcf245b0009ccf81b728ab856af943	frozen_bundle_member
configs/revision/amendment_012_cellot_five_seeds.json	2003	f7828320c360641590fcf21a25428890fed7ce9341d716606a2f43de47d2032f	frozen_bundle_member
configs/revision/amendment_013_other_model_seeds.json	2440	25bdfe6e8b4bc7913ea19b4a40ec8334ca036ef2f4fa795bf544004b8738df19	frozen_bundle_member
configs/revision/amendment_014_seed_execution_fixes.json	1567	acc08dc83c6c62303a5aecf4c3493a2991cf321adfe8d52275889f9320c7f065	frozen_bundle_member
configs/revision/cellot_seed123_retrain_v1.json	3729	fad0dcc7559d4deccf44c2726dc135a3fd3a3fbd9d4fb1d1a88310470f14b88f	registered_implementation
configs/revision/revision_analysis_registry_v1.json	7209	8ae26754516d12e9af160b6a3178f7b4f4ef7eadc5edc701883af47d1bba66f5	frozen_bundle_member
configs/revision/revision_attrition_audit_v1.json	4466	e9164bb5ca75848729fbc880c79ee1c740c44b47ebaaf5cf831521dd2b314942	frozen_bundle_member
configs/revision/revision_endpoint_object_v1.json	2449	8cdf76f8e53556f9991ab8fa630f69d6451b8fedb1ba7309ca6495d0ea4bbc97	frozen_bundle_member
configs/revision/revision_hcc_full_audit_v1.json	4640	07b11c288a0709fe6c11d5d04ad2973b5f2d016c4abe35487bb2a064bd51e7e2	frozen_bundle_member
configs/revision/revision_m5_candidate_qualification_v1.json	4649	a56ed474bfb2880f7ce0bd28e155ca5c8764b68639dfcb2ca42fbb1fb8fcb488	frozen_bundle_member
configs/revision/revision_m5_full_audit_v1.json	3690	e383fe699fd47d4063a93f8ecd3479900f58f55bcc11da2bdf3941f3dfe0e305	frozen_bundle_member
configs/revision/revision_m6_endpoint_tuning_v1.json	2307	e670cfac2e0b62d3b490cf293160b84404afa8a2b2e8dc241dfd6d324ba3b731	frozen_bundle_member
configs/revision/revision_metric_spec_v1.json	7894	6c7fffa1c032dbf789b1a1a000a7c32d598262122b2c04f1e6c8ba72f7cde0e9	frozen_bundle_member
configs/revision/revision_model_context_completion_v1.tsv	16769	f1d841cd1167f984f6db62d86a730ce520f4bd0fa91c3b6fcaeee1902908881c	frozen_bundle_member
configs/scgpt_hcc_formal_v1.json	2271	e16df5d45e3adfbd66cb8e8115bbbb68df2828b62de8390d6ce963bd1b475463	registered_implementation
configs/truth_driven_bridge_hcc38_hcc1143_v1.json	1869	2726e3a4acac44fe53cbb582dc5fa2647982173a6ce860abde5b606211f91389	referenced_scientific_config_or_script
docs/README.md	3707	cfbfe7ba9a120f0225f7ee034f0ba33fabce5ace21bc72625f0885bf4bd12c14	translated_public_documentation
docs/data_dictionary.md	2112	99922b8770c6c4e096035f006d6240b0ca689dc85532f34aca77a18684a231fb	translated_public_documentation
docs/revision_cellot_seed123/new_context_metrics.tsv	3127	8e8f4e6e4c899dd02c73a68df462cb1b8b45096856b883fa6b001b5b9324c18b	frozen_bundle_member
docs/revision_cellot_seed123/old_new_comparison.tsv	1554	8641b6d22c2b0556e9134e35c6a92cf3557128af727c04467d5c9df13e0c8940	frozen_bundle_member
docs/revision_equal_n_attrition/group_comparison.tsv	17058	33dbb9c3b0384491081cbf13c2af64d7f3b6907d9bc6d8a54726f281812b4b3e	frozen_bundle_member
docs/revision_external_cell_count/association_inference.tsv	5858	8a8c5dd250df03c26c97fb4be5db71ea46fec7f04ee57a573c0762b5ba3254fa	frozen_bundle_member
docs/revision_external_cell_count/cohort_sources.tsv	1323	58807613857f2dc998c5e26b4af26a6bbddcc118b72c8a2ef4808c9666660743	frozen_bundle_member
docs/revision_external_cell_count/count_shift_dependency_summary.tsv	1229	60cc7a46138ed569371e06f9f5933d7b1002ec8948d639e37b165b0c3374a47e	frozen_bundle_member
expected/cellot_training_seeds.tsv	10649	6d26363776970f483c4165285c04a66a5e5a19631acbc138e9d07a2c29bfbf45	frozen_bundle_member
expected/m3.tsv	18632	a54ec5275a7bd42bde8643f12eff8a057bdb9dc409eb80a1e792fa32a204b4ec	frozen_bundle_member
expected/m4.tsv	26033	7eefe5b18dfff40c4b91fce5c85dcb7b23262d82944acf9151bbffd15db0bd30	frozen_bundle_member
expected/m5.tsv	9914	9ced9d124ce4c037e54246e268024e8b54cab2e85380019111c7a156b3acdfc5	frozen_bundle_member
expected/other_training_seeds.tsv	21084	142506d24c62294644ba86c8600affbb263ea9a30228f7d73cc61fc7e37e0c7e	frozen_bundle_member
expected/replogle_feature_seeds.tsv	8809	1875f5c8cd66d5ce252d31640454809f9ef686139fae068baa5a9a23b47365a0	frozen_bundle_member
