target_gene	fine_axis	projected_signed_mean	projected_mean_abs	projected_l2	n_axis_genes	n_projected_genes	gene_coverage	architecture_role	confidence	expected_axis	is_expected_axis
ARID1A	ER stress / UPR	-0.0100526791507067	0.0100526791507067	0.0100526791507067	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	JAK-STAT signaling	-0.1271803164724733	0.1271803164724733	0.1271803164724733	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	NF-κB / MAPK signaling	0.0013924457772259	0.0013924457772259	0.0013924457772259	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	NF-κB / copper signaling	0.0412365553086639	0.0412365553086639	0.0412365553086639	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	RNA processing / spliceosome	0.0018134097991219	0.0018134097991219	0.0018134097991219	1	1	1.0	canonical_backbone	high	chromatin remodeling	False
ARID1A	RNA processing / transcription	-0.0784531034585134	0.0784531034585134	0.0784531034585134	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	TGF-beta / BMP signaling	-0.01425267258661805	0.015452154247753948	0.029729034520404932	2	2	1.0	context_deviation	moderate	chromatin remodeling	False
ARID1A	cell cycle / replication	-4.008167780337952e-05	4.008167780337952e-05	4.008167780337952e-05	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	chromatin remodeling	-0.06131145967795485	0.06131145967795485	0.10377249440423855	2	2	1.0	canonical_backbone	high	chromatin remodeling	True
ARID1A	cytoskeleton / cell motility	-0.0028502986143701	0.0028502986143701	0.0028502986143701	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	growth / proliferation	-0.1216121308312111	0.1216121308312111	0.1216121308312111	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	growth factor / proliferation	0.0021410536669519	0.0021410536669519	0.0021410536669519	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	mTOR / lysosome / signaling	-0.0220783102389751	0.0220783102389751	0.0220783102389751	1	1	1.0	shift_excess	moderate	chromatin remodeling	False
ARID1A	metabolism / transcription	0.0573355625756532	0.0573355625756532	0.0573355625756532	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	nuclear receptor / co-activator	-0.0409267324306606	0.0409267324306606	0.0409267324306606	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	nuclear receptor / metabolism	-0.0018706243546262	0.0018706243546262	0.0028451247729637625	2	2	1.0	context_deviation	moderate	chromatin remodeling	False
ARID1A	oxidative stress / antioxidant	0.0139097173556126	0.0139097173556126	0.0139097173556126	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	oxidative stress / mitochondrial	0.0205784176270137	0.0205784176270137	0.0205784176270137	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	peroxisome / metabolism	0.0170017623564736	0.0170017623564736	0.0170017623564736	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	proteostasis / chaperone	-0.0282269371612108	0.0282269371612108	0.0282269371612108	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	ribosomal / translation	-0.0014496554923067	0.0014496554923067	0.0014496554923067	1	1	1.0	canonical_backbone	high	chromatin remodeling	False
ARID1A	ribosome biogenesis / nucleolar	0.0566660212758217	0.0566660212758217	0.0566660212758217	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	signaling / oncogene	0.0478998103301285	0.0478998103301285	0.0478998103301285	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	synaptic / signaling	-0.0298071751356798	0.0298071751356798	0.0298071751356798	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	transcription / chromatin	0.0254964924557547	0.0315868006924514	0.05740726618697331	2	2	1.0	canonical_backbone	high	chromatin remodeling	False
ARID1A	transcription regulation	-0.00927134401395785	0.018659189953531427	0.10324263267963699	18	18	1.0	context_deviation	moderate	chromatin remodeling	False
BMPR1A	ER stress / UPR	0.0041194746029629	0.0041194746029629	0.0041194746029629	1	1	1.0	context_deviation	provisional	TGF-beta / BMP signaling	False
BMPR1A	JAK-STAT signaling	0.0167041063559582	0.0167041063559582	0.0167041063559582	1	1	1.0	context_deviation	provisional	TGF-beta / BMP signaling	False
BMPR1A	NF-κB / MAPK signaling	-0.0021324986166687	0.0021324986166687	0.0021324986166687	1	1	1.0	context_deviation	provisional	TGF-beta / BMP signaling	False
BMPR1A	NF-κB / copper signaling	-0.0964758525023317	0.0964758525023317	0.0964758525023317	1	1	1.0	context_deviation	provisional	TGF-beta / BMP signaling	False
BMPR1A	RNA processing / spliceosome	-0.0693047610255277	0.0693047610255277	0.0693047610255277	1	1	1.0	canonical_backbone	high	TGF-beta / BMP signaling	False
BMPR1A	RNA processing / transcription	-0.1557980594166191	0.1557980594166191	0.1557980594166191	1	1	1.0	context_deviation	provisional	TGF-beta / BMP signaling	False
BMPR1A	TGF-beta / BMP signaling	0.0405944893261017	0.0405944893261017	0.07571273953493725	2	2	1.0	context_deviation	moderate	TGF-beta / BMP signaling	True
