timepoint	role	target_gene	crispr_real_shift_L2	crispr_real_shift_mean_abs	crispr_depmap_gene_effect	crispr_depmap_gene_dependency	crispr_depmap_join_status	rnai_real_shift_L2	rnai_real_shift_mean_abs	rnai_depmap_gene_effect	rnai_depmap_gene_dependency	rnai_depmap_join_status	platform_join_status	crispr_aligned_depmap_gene_dependency	rnai_aligned_depmap_gene_dependency	delta_rnai_minus_crispr_aligned_depmap_gene_dependency	crispr_aligned_depmap_gene_effect	rnai_aligned_depmap_gene_effect	delta_rnai_minus_crispr_aligned_depmap_gene_effect	delta_rnai_minus_crispr_real_shift_mean_abs	delta_rnai_minus_crispr_real_shift_L2
HCC38	primary	ARID1A	4.5521106820450274	0.0085365617536346	-0.1959555409927433	0.0939245801107399	both	4.5521106820450274	0.0085365617536346	-0.226539221088	0.226539221088	both	both	0.0939245801107399	0.226539221088	0.1326146409772601	0.1959555409927433	0.226539221088	0.03058368009525672	0.0	0.0
HCC38	primary	BMPR1A	2.4112086854129164	0.0056197913890013	-0.3519701364399601	0.2329854350238944	both	2.4112086854129164	0.0056197913890013	-0.040225830129	0.040225830129	both	both	0.2329854350238944	0.040225830129	-0.1927596048948944	0.3519701364399601	0.040225830129	-0.3117443063109601	0.0	0.0
HCC38	primary	CDKN2A	1.6153802596872924	0.0040551040534158	0.2816188048418129	0.0034117871973033	both	1.6153802596872924	0.0040551040534158	-0.107551972044	0.107551972044	both	both	0.0034117871973033	0.107551972044	0.1041401848466967	-0.2816188048418129	0.107551972044	0.3891707768858129	0.0	0.0
HCC38	primary	COMMD6	1.715292039582324	0.0042202270388882	0.1473822164133259	0.0087958879569685	both	1.715292039582324	0.0042202270388882	-0.0819231193839	0.0819231193839	both	both	0.0087958879569685	0.0819231193839	0.0731272314269315	-0.1473822164133259	0.0819231193839	0.2293053357972259	0.0	0.0
HCC38	primary	ENY2	4.544919712264169	0.0103397858020701	-0.5509808712071267	0.4895161201697765	both	4.544919712264169	0.0103397858020701	-0.593671570647	0.593671570647	both	both	0.4895161201697765	0.593671570647	0.10415545047722352	0.5509808712071267	0.593671570647	0.04269069943987336	0.0	0.0
HCC38	primary	ERC1	1.7068626495623005	0.00417172244801	0.2188525570329813	0.0054295617631019	both	1.7068626495623005	0.00417172244801	-0.163007227543	0.163007227543	both	both	0.0054295617631019	0.163007227543	0.15757766577989812	-0.2188525570329813	0.163007227543	0.3818597845759813	0.0	0.0
HCC38	primary	ETV3	2.131250251028423	0.0051298888376656	-0.1735948251121793	0.0807914252803547	both	2.131250251028423	0.0051298888376656	0.00751021213732	-0.00751021213732	both	both	0.0807914252803547	-0.00751021213732	-0.0883016374176747	0.1735948251121793	-0.00751021213732	-0.1811050372494993	0.0	0.0
HCC38	primary	GON4L	2.438389539750892	0.0060144581054616	-0.4178073081616394	0.3129469325001975	both	2.438389539750892	0.0060144581054616	0.425746564957	-0.425746564957	both	both	0.3129469325001975	-0.425746564957	-0.7386934974571975	0.4178073081616394	-0.425746564957	-0.8435538731186394	0.0	0.0
HCC38	primary	HDGF	2.310398267970584	0.0053940020400889	-0.0275129839181656	0.0286996254177853	both	2.310398267970584	0.0053940020400889	-0.061543807448	0.061543807448	both	both	0.0286996254177853	0.061543807448	0.0328441820302147	0.0275129839181656	0.061543807448	0.0340308235298344	0.0	0.0
HCC38	primary	HLX	2.2837459862813443	0.0052991294769277	0.1969791502719058	0.006315463793662	both	2.2837459862813443	0.0052991294769277	0.0372529096014	-0.0372529096014	both	both	0.006315463793662	-0.0372529096014	-0.043568373395062	-0.1969791502719058	-0.0372529096014	0.15972624067050578	0.0	0.0
HCC38	primary	KLF3	2.319837106922052	0.0054676604656395	-0.2832468490799181	0.1616884807733207	both	2.319837106922052	0.0054676604656395	0.0895452989987	-0.0895452989987	both	both	0.1616884807733207	-0.0895452989987	-0.2512337797720207	0.2832468490799181	-0.0895452989987	-0.3727921480786181	0.0	0.0
HCC38	primary	LAMTOR5	5.5264970297394775	0.0106435490794122	-0.1880265849724247	0.0890975409858624	both	5.5264970297394775	0.0106435490794122	0.0630373933456	-0.0630373933456	both	both	0.0890975409858624	-0.0630373933456	-0.1521349343314624	0.1880265849724247	-0.0630373933456	-0.2510639783180247	0.0	0.0
HCC38	primary	MAML3	1.5384476186420233	0.0039010408237359	0.1348356419568611	0.009549016733777	both	1.5384476186420233	0.0039010408237359	0.353924051873	-0.353924051873	both	both	0.009549016733777	-0.353924051873	-0.36347306860677703	-0.1348356419568611	-0.353924051873	-0.21908840991613893	0.0	0.0
HCC38	primary	MIER1	2.045207713573186	0.0049938655360828	0.1844901338995709	0.0068709338808792	both	2.045207713573186	0.0049938655360828	-0.117406230662	0.117406230662	both	both	0.0068709338808792	0.117406230662	0.1105352967811208	-0.1844901338995709	0.117406230662	0.3018963645615709	0.0	0.0
HCC38	primary	MTDH	2.564566136296016	0.0056310162158605	-0.0521834016027112	0.0342163047187118	both	2.564566136296016	0.0056310162158605	-0.316550973972	0.316550973972	both	both	0.0342163047187118	0.316550973972	0.2823346692532882	0.0521834016027112	0.316550973972	0.2643675723692888	0.0	0.0
HCC38	primary	MYBL1	3.414490893578291	0.0071407239504648	0.0709136850199211	0.0145675964421822	both	3.414490893578291	0.0071407239504648	-0.0750893587946	0.0750893587946	both	both	0.0145675964421822	0.0750893587946	0.06052176235241781	-0.0709136850199211	0.0750893587946	0.14600304381452112	0.0	0.0
HCC38	primary	NCOA1	1.803675839063153	0.0043489041564256	-0.0933676037953646	0.0459486880054965	both	1.803675839063153	0.0043489041564256	-0.105242928775	0.105242928775	both	both	0.0459486880054965	0.105242928775	0.059294240769503494	0.0933676037953646	0.105242928775	0.011875324979635393	0.0	0.0
HCC38	primary	NPM1	5.049583398617561	0.0113723052385142	-0.9484209992220038	0.8555302996262993	both	5.049583398617561	0.0113723052385142	-0.208019786124	0.208019786124	both	both	0.8555302996262993	0.208019786124	-0.6475105135022994	0.9484209992220038	0.208019786124	-0.7404012130980039	0.0	0.0
