scope	cell_line	entrant_id	display_name	frozen_low_quantile	frozen_high_quantile	frozen_anchor_auc	tuned_low_quantile	tuned_high_quantile	tuned_anchor_auc	apparent_auc_inflation	tuned_cutoff_differs	anchor_separation_auc	absolute_reproduction_error	pass
independent_sensitivity	Replogle K562 essential day 6	chargram_lowrank_ridge_loo	Chargram ridge LOO	0.25	0.75	0.7571428571428571	0.15	0.85	0.8073518692075393	0.0502090120646822	True	0.7571428571428571	0.0	True
independent_sensitivity	Replogle K562 essential day 6	geneformer_embedding_kernel_loo	Geneformer kernel LOO	0.25	0.75	0.5372734934681838	0.1	0.9	0.5674418604651162	0.030168366996932483	True	0.5372734934681838	0.0	True
independent_sensitivity	Replogle K562 essential day 6	geneformer_embedding_ridge_loo	Geneformer ridge LOO	0.25	0.75	0.7822798145806995	0.1	0.9	0.8993657505285412	0.11708593594784167	True	0.7822798145806995	0.0	True
primary_hcc	HCC1143	cellot_hcc_formal_v1	CellOT	0.25	0.75	0.6666666666666666	0.25	0.75	0.6666666666666666	0.0	False	0.6666666666666666	0.0	True
primary_hcc	HCC1143	cpa_v0.8.8	CPA	0.25	0.75	0.5416666666666666	0.25	0.75	0.5416666666666666	0.0	False	0.5416666666666666	0.0	True
primary_hcc	HCC1143	gears_hcc_formal_v1	GEARS	0.25	0.75	0.375	0.25	0.75	0.375	0.0	False	0.375	0.0	True
primary_hcc	HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	0.25	0.75	0.8541666666666666	0.25	0.75	0.8541666666666666	0.0	False	0.8541666666666666	0.0	True
primary_hcc	HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	0.25	0.75	0.3541666666666667	0.3	0.7	0.38333333333333336	0.029166666666666674	True	0.3541666666666667	0.0	True
primary_hcc	HCC1143	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	0.25	0.75	0.5833333333333334	0.25	0.75	0.5833333333333334	0.0	False	0.5833333333333334	0.0	True
primary_hcc	HCC1143	lm_train_lowrank_hcc_formal_v1	Linear low-rank	0.25	0.75	0.625	0.3	0.7	0.6333333333333333	0.008333333333333304	True	0.625	0.0	True
primary_hcc	HCC1143	scgen_hcc_formal_v1	scGen	0.25	0.75	0.875	0.3	0.7	0.8833333333333333	0.008333333333333304	True	0.875	0.0	True
primary_hcc	HCC1143	scgpt_hcc_formal_v1	scGPT kernel	0.25	0.75	0.5833333333333334	0.25	0.75	0.5833333333333334	0.0	False	0.5833333333333334	0.0	True
primary_hcc	HCC38	cellot_hcc_formal_v1	CellOT	0.25	0.75	0.42857142857142855	0.15	0.85	0.6666666666666666	0.23809523809523808	True	0.4285714285714285	5.551115123125783e-17	True
primary_hcc	HCC38	cpa_v0.8.8	CPA	0.25	0.75	0.42857142857142855	0.15	0.85	0.6666666666666666	0.23809523809523808	True	0.4285714285714285	5.551115123125783e-17	True
primary_hcc	HCC38	gears_hcc_formal_v1	GEARS	0.25	0.75	0.6190476190476191	0.3	0.7	0.671875	0.05282738095238093	True	0.6190476190476191	0.0	True
primary_hcc	HCC38	geneformer_hcc_formal_v1	Geneformer kernel	0.25	0.75	0.35714285714285715	0.15	0.85	0.5	0.14285714285714285	True	0.3571428571428571	5.551115123125783e-17	True
primary_hcc	HCC38	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	0.25	0.75	0.35714285714285715	0.3	0.7	0.5625	0.20535714285714285	True	0.3571428571428571	5.551115123125783e-17	True
primary_hcc	HCC38	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	0.25	0.75	0.5	0.3	0.7	0.609375	0.109375	True	0.5	0.0	True
primary_hcc	HCC38	lm_train_lowrank_hcc_formal_v1	Linear low-rank	0.25	0.75	0.14285714285714285	0.3	0.7	0.21875	0.07589285714285715	True	0.1428571428571428	5.551115123125783e-17	True
primary_hcc	HCC38	scgen_hcc_formal_v1	scGen	0.25	0.75	1.0	0.25	0.75	1.0	0.0	False	1.0	0.0	True
primary_hcc	HCC38	scgpt_hcc_formal_v1	scGPT kernel	0.25	0.75	0.7857142857142857	0.2	0.8	0.8	0.014285714285714346	True	0.7857142857142857	0.0	True
