target_gene	expected_axis	architecture_role	cosine_similarity	l2_distance	top20_overlap_fraction
ARID1A	chromatin remodeling	canonical_backbone	-0.0722012328982437	0.6313946379203988	0.4
BMPR1A	TGF-beta / BMP signaling	context_deviation	-0.14108359323088104	0.46564062267114503	0.45
CDKN2A	cell cycle / replication	context_deviation	0.5835368890487483	0.8683593354205197	0.5
COMMD6	NF-κB / copper signaling	context_deviation	0.33240327509517986	0.7621474328545246	0.75
ENY2	transcription / chromatin	canonical_backbone	0.5766398558709608	0.6213768760635113	0.65
ERC1	synaptic / signaling	context_deviation	0.49606600651992944	0.3415337485189659	0.6
ETV3	transcription regulation	context_deviation	-0.06424954823267802	0.4387281811147052	0.65
GON4L	transcription regulation	context_deviation	0.09813169351858682	0.47787064463135076	0.5
HDGF	growth factor / proliferation	context_deviation	0.12351820919802393	0.5767979902506014	0.4
HLX	transcription regulation	context_deviation	-0.26979739207431774	0.6365497846650189	0.5
KLF3	transcription regulation	context_deviation	0.08956565380073823	0.3899770444990344	0.5
LAMTOR5	mTOR / lysosome / signaling	shift_excess	0.21120525324190645	0.783711978442633	0.65
MAML3	transcription regulation	context_deviation	0.29031175482093274	0.5376721460389813	0.5
MIER1	transcription regulation	context_deviation	0.5955198806679172	0.35993628786175774	0.5
MTDH	signaling / oncogene	context_deviation	0.47394758935740294	0.6588771821130572	0.5
MYBL1	transcription regulation	context_deviation	0.26038996026950134	0.8138683991646006	0.6
NCOA1	nuclear receptor / co-activator	context_deviation	0.14165078789900515	0.48668611975466747	0.55
NPM1	ribosome biogenesis / nucleolar	context_deviation	0.26938926075281533	1.5601253796814338	0.6
PA2G4	growth / proliferation	context_deviation	0.5954264569760885	0.82079775061035	0.45
PARK7	oxidative stress / mitochondrial	context_deviation	0.06245595183039914	1.1163927033664949	0.4
PCBD1	metabolism / transcription	context_deviation	0.11464390911223066	0.5542252580183769	0.35
PEX14	peroxisome / metabolism	context_deviation	0.2409906271638017	0.43029722679440263	0.6
PFDN5	proteostasis / chaperone	context_deviation	0.4930641294161321	0.8483932904692966	0.6
PMF1	transcription regulation	context_deviation	0.6448526820849573	0.6012570796828897	0.5
PRDX2	oxidative stress / antioxidant	context_deviation	-0.017328226876194067	0.8376573164539242	0.5
PRPF6	RNA processing / spliceosome	canonical_backbone	0.012114059966311062	0.6313508780695717	0.6
RORC	nuclear receptor / metabolism	context_deviation	0.03131917852104571	0.6077045097934902	0.35
RPS3	ribosomal / translation	canonical_backbone	0.6141096933030304	0.877087734822341	0.65
RUVBL2	chromatin remodeling	canonical_backbone	0.5258796186523347	0.7753572831746176	0.6
SMAD1	TGF-beta / BMP signaling	context_deviation	0.31647308576174343	0.32202274276931603	0.45
STAT3	JAK-STAT signaling	context_deviation	0.14913775018197786	0.8091907079774284	0.45
TAB3	NF-κB / MAPK signaling	context_deviation	0.16696659138163059	0.4567422447306471	0.35
TADA3	transcription / chromatin	canonical_backbone	0.18184844054972965	0.6815768982705165	0.55
THAP8	transcription regulation	context_deviation	0.2539866295488126	0.3642008763190746	0.55
THRA	nuclear receptor / metabolism	context_deviation	0.215495297611833	0.518716284933318	0.4
TMF1	transcription regulation	context_deviation	0.19952098645758226	0.3469526992620126	0.35
TMSB4X	cytoskeleton / cell motility	context_deviation	0.4856259574974441	0.8478548606645264	0.55
UBP1	transcription regulation	context_deviation	-0.16490764132971636	0.31794315989625854	0.65
VEZF1	transcription regulation	context_deviation	-0.2613258870560624	0.553603684109913	0.6
XBP1	ER stress / UPR	context_deviation	0.3377533424388824	0.44487595009325576	0.45
YBX1	RNA processing / transcription	context_deviation	0.7823164836232281	1.0229395361073113	0.6
ZBTB17	transcription regulation	context_deviation	0.648307178118126	0.5353238047498197	0.6
ZBTB20	transcription regulation	context_deviation	-0.002453931389390545	0.5595086959108654	0.55
ZBTB5	transcription regulation	context_deviation	0.26645326243508566	0.3688385941905995	0.4
ZNF131	transcription regulation	context_deviation	0.08162597822869687	0.6259915235921897	0.4
ZNF24	transcription regulation	context_deviation	0.0529820250330707	0.3264595020385393	0.45
ZNF566	transcription regulation	context_deviation	0.11931725464291551	0.44059120312428823	0.4
