dataset_id	context	cell_line	depmap_model_id	depmap_id_source	target_gene	n_cells_target	n_cells_control	truth_source_cell_count	gene_universe_size	normalization	min_target_cells	real_shift_L2	real_shift_mean_abs	real_shift_top20_mean	real_shift_top50_mean	real_shift_top100_mean	depmap_gene_effect	depmap_gene_dependency	depmap_effect_found	depmap_dependency_found	depmap_join_status
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	AAAS	66	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	4.674488031677128	0.0376462370294286	0.2056507487759457	0.183261216963503	0.1667959563682452	-0.1335313739500327	0.1607340788686308	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	AARS2	101	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	3.9308024804187807	0.0313976627027636	0.2117031068277679	0.1715440465689599	0.1483699291458771	-0.1575959665441359	0.2194702141184232	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	AASDHPPT	101	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	3.745277679506765	0.0301096672270564	0.181509110433017	0.1537329596316037	0.1367858005105278	-0.2423172893409098	0.0990401890133172	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	AATF	111	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	7.856479904221909	0.0547959827886875	0.5232406133721004	0.4489099570703406	0.3913641058225393	-0.7221500773345391	0.6377087476277774	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ABCB10	99	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	5.02676999581592	0.037666323814619	0.3329827036215881	0.2710812999150203	0.2273378823997414	-0.2594511634018105	0.1485324772706484	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ABCB7	75	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	6.203274061388077	0.0469311701055877	0.4065362768388322	0.3264523410395608	0.2735546201406245	-0.7264388718915713	0.7898430152692111	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ABCE1	59	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	11.454888383730529	0.0760105780763676	0.9035458165249228	0.7865102811562794	0.6610208958659822	-2.466870180478403	1.0	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ABCF1	145	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	4.399935318302927	0.033141543504046	0.266943871608402	0.2230893957425225	0.1928128664161117	-1.2696903793077312	0.9811291765016716	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ABCG1	162	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	4.1234426599485605	0.0302676068682173	0.3107209842070516	0.2363452144367148	0.1955686641981505	0.0976295434957365	0.0127499218060689	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ABHD11	99	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	3.781825744579316	0.0305277483681538	0.2016185240686587	0.1628821840659244	0.1408640853924527	-0.9833456172826522	0.9811315078272774	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ABHD17A	158	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	2.935254276534873	0.0236447383899616	0.1479594077891345	0.1227044411378221	0.1076051558575473	-0.5126150104764635	0.4972718338763601	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ABT1	167	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	7.036649851950757	0.0479336851342548	0.4999974984911019	0.4292035150213321	0.3632577436606727	-1.4709487823008698	0.9669152637848272	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACIN1	223	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	2.9882573023429675	0.0233255077654791	0.1644872382480483	0.1348002480114022	0.117537769922937	-0.3853022320716147	0.5615171436668757	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACOT12	176	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	2.8082703256967867	0.0226822090738376	0.122202169019606	0.1085494347954904	0.0986639393670099	0.0230835560439896	0.029375323105918	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACSS2	86	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	5.933267525403717	0.0404960065487428	0.5792638682314584	0.3735119859859614	0.2841527800947445	0.0416637731897246	0.0066095792796448	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACTB	138	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	7.073842340757254	0.0443694788670786	0.6520739962404634	0.4670985193563039	0.3676039045861076	-1.5146933778973006	0.9979489372720936	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACTR10	73	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	4.987202950838967	0.0395476929539809	0.2380442165677126	0.2065593673977246	0.1852487144461585	-1.6871901095455208	0.9813727704621354	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACTR1A	113	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	3.377005843500313	0.0274245992349094	0.1444533107115349	0.130162637675136	0.118213126489306	-0.6256666289070576	0.8805678698162315	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACTR1B	123	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	3.3778623715711027	0.027131009594187	0.1776002591137778	0.1453234411218249	0.1262679440662243	-0.2881392090685723	0.3884343014568302	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACTR2	89	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	4.375203045478316	0.0334293763960863	0.2807664466766932	0.2215865111981003	0.1854954745055596	-1.1490350586542468	0.9829875172744392	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACTR5	104	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	5.267270505757366	0.0377703898473379	0.4328842057842841	0.3448508836300945	0.2744088951659419	-0.1483856929573753	0.1327567644360927	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACTR6	102	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	6.557458242356657	0.050295613126678	0.3928010355306981	0.3223180398174227	0.2779010482559677	-0.5763391055281564	0.6724396566588591	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ACTR8	124	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	5.009196388334637	0.0359121835039048	0.4042345993042425	0.3078793178335565	0.2484727856239955	-0.5662227913399611	0.7385892135585125	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ADAM10	290	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	3.0606753627625483	0.0227002596934807	0.2340747234356202	0.1716048084045865	0.1393683277266516	0.0603022999685654	0.0135214313593042	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ADAT2	83	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	4.103211332173037	0.0330241608528166	0.1770690998700188	0.1591213325462181	0.1461493294767186	0.0009177199395768	0.0592530134873382	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ADAT3	364	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	2.167233094368528	0.0167224405701516	0.1379112285998645	0.1042122991792408	0.0871207039036486	-0.1332605047954799	0.0880446878770683	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ADNP2	61	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	5.425107714915265	0.0424528060784411	0.3078096196950395	0.2533403173298064	0.2191319654399154	-0.4322896032777824	0.3880084148893742	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ADRM1	115	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	3.9246474269130975	0.0300890850968582	0.25472285562765	0.1976760326668379	0.1639177647759682	-0.0647203394743723	0.0678848534861869	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ADSL	67	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	4.850020836485811	0.038797698772997	0.2459123862986758	0.2044855202897041	0.1790399035884115	-1.8413321129352576	0.9999936458988834	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	AFG3L2	107	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	6.499660647641755	0.0460926067275312	0.4718021548620589	0.3606170507184197	0.3007990328096196	-0.9497954100882208	0.9293564477294212	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	AHCY	58	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	5.584452694976358	0.0442271054945217	0.2926990794060187	0.2471395885057069	0.2171465954035976	-1.2957894628665343	0.9997397376688903	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	AIFM1	100	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	3.848759316146369	0.0305757732890501	0.2072339987686574	0.1681608449523506	0.1467939819803545	-0.3450312397938136	0.459744260847049	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	AKIRIN2	68	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	6.0443856527389945	0.0461401942197261	0.3337500915153232	0.2932813722033758	0.2562839424608316	-1.2817475083757626	0.9831269161500096	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ALDOA	78	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	10.00143849127243	0.0700984533845846	0.5524863691104436	0.5023181145215141	0.4538958310511445	-1.283666334128719	0.9873008226906842	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ALG1	97	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	3.80636830028396	0.030405679312756	0.1920425782786776	0.1626944094850552	0.1448688501428389	-0.7172473189958276	0.7850116397595788	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ALG11	76	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	7.61001129697357	0.0544882298401471	0.518860336960081	0.4286029767233104	0.3610381866291022	-1.3315880479349134	0.9910862505389588	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ALG13	99	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	4.620452922038453	0.0334172657220165	0.3854060490358887	0.265571505347906	0.2074494841865707	-0.951443104180574	0.9847771834185888	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ALG14	107	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	3.604558733023609	0.0287946389858009	0.1840080270896444	0.1557869143493201	0.1365963808204043	-0.8917473933751628	0.962721120876176	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ALG2	80	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	6.991478701188476	0.051115884284938	0.5229439992812915	0.3923495978485145	0.3190866443316071	-0.7196697207457818	0.8208478958297407	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ALYREF	69	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	4.759448083905363	0.0382221232682439	0.2265197113613655	0.1966619523809688	0.1742238396321166	-1.2969110786361666	0.9724549557616796	True	True	both
gse264667_jurkat_day7	Jurkat day 7	Jurkat	ACH-000995	DepMap/Jurkat mapping; verified row exists in local CRISPRGeneEffect.csv	ANAPC11	80	12013	262956	8882	log1p(raw_counts_per_cell_total * 10000)	50	4.778963976474126	0.0371122670224184	0.2729147077315014	0.2194262207965399	0.1902167296904335	-1.722383368801931	1.0	True	True	both
