model_id	object_role	cell_line	target_identity_preservation_spearman	target_identity_preservation_pvalue	target_identity_label_permutation_pvalue	target_identity_label_permutation_zscore	target_identity_preservation_status	target_identity_n_pairs	predicted_target_similarity_mean	observed_target_similarity_mean	target_identity_label_permutation_qvalue
cellot_hcc_formal_v1	entrant	HCC38	0.057300495935223475	0.05965621496198139	0.14585414585414586	1.0742101582128156	estimated	1081	0.3270921291540744	0.05731255625356063	0.3473193473193474
cellot_hcc_sens_iter100_seed1	entrant	HCC38	0.006374609590892863	0.8341768519005495	0.44655344655344653	0.12920125917777717	estimated	1081	0.9953274541532204	0.05731255625356063	0.6698301698301697
cellot_hcc_sens_iter200_seed2	entrant	HCC38	0.010854460880622729	0.7214835978090971	0.3866133866133866	0.26127422087119645	estimated	1081	0.9955021998655162	0.05731255625356063	0.6245293168370091
cellot_hcc_sens_iter500_seed1_full	entrant	HCC38	-0.053689970473396506	0.07765126830370728	0.9400599400599401	-1.4590275916202717	estimated	1081	0.36770419185577147	0.05731255625356063	0.9400599400599402
cpa_hcc_sens_e200_latent32_seed1	entrant	HCC38	0.06858464194837205	0.024132616578847257	0.07692307692307693	1.444324126692215	estimated	1081	0.995692367789483	0.05731255625356063	0.26673326673326675
cpa_hcc_sens_e200_latent64_seed2	entrant	HCC38	0.03639389944387542	0.2318562593468842	0.22977022977022976	0.770443979375648	estimated	1081	0.9482816893052883	0.05731255625356063	0.44055944055944063
cpa_v0.8.8	candidate	HCC38	0.03303589189398693	0.2778276555247682	0.23076923076923078	0.7299861387382959	estimated	1081	0.9943975900943735	0.05731255625356063	0.44055944055944063
gears_hcc_formal_v1	entrant	HCC38	0.09573759416224033	0.0016253773209933475	0.03596403596403597	1.9311724207648389	estimated	1081	0.5460301042813953	0.05731255625356063	0.18881118881118883
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	entrant	HCC38	0.05252681304763907	0.08431146135015313	0.14885114885114886	1.0489699766820388	estimated	1081	0.6182453610071568	0.05731255625356063	0.3473193473193474
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	entrant	HCC38	-0.04152994392016246	0.1724247678912987	0.7652347652347652	-0.7703723837694278	estimated	1081	0.8195872415007046	0.05731255625356063	0.8645564961354435
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC38	-0.040020925681153334	0.18856536110067895	0.7822177822177823	-0.8255730486520597	estimated	1081	0.7119459604433226	0.05731255625356063	0.8645564961354435
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC38	0.015445457289970396	0.6119673549033471	0.3256743256743257	0.4063443272753669	estimated	1081	0.4443415055183273	0.05731255625356063	0.5699300699300699
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC38	-0.04992405083492783	0.10088979717186652	0.8691308691308691	-1.0440748296342017	estimated	1081	0.46629835175852435	0.05731255625356063	0.9125874125874125
