cell_line	target_gene	n_cells_target	log_n_cells_target	depmap_gene_dependency	observed_shift_mean_abs	recomputed_shift_mean_abs	shift_recalculation_abs_error	real_shift_L2	real_shift_top20_mean	real_shift_top50_mean	real_shift_top100_mean	real_DEG_burden	median_raw_library_size	median_detected_gene_count	median_protospacer_umis	baseline_target_expression	perturbed_target_expression	rna_level_reduction_strength	target_expression_available	equal_n_primary_shift	matched_null_shift_mean	noise_corrected_shift
HCC38	ARID1A	365	5.8998973535824915	0.0939245801107399	0.0085365617536346	0.008536561753634623	2.2551405187698492e-17	4.5521106820450274	0.41084663373779	0.31870914363923	0.256314648404856	35.0	32026.0	6845.0	46.0	0.3453377932011671	0.25430869709637355	0.09102909610479354	True	0.018730510896531993	0.004279275453684401	0.0042572862999502
HCC38	BMPR1A	212	5.356586274672012	0.2329854350238944	0.0056197913890013	0.00561979138900136	5.984795992119984e-17	2.4112086854129164	0.1607056301105885	0.1198906234823434	0.0986097664209315	3.0	35682.0	7151.5	49.0	0.4919387716015872	0.48519468579939207	0.006744085802195154	True	0.015810949388342925	0.005279401572689277	0.00034038981631202316
HCC38	CDKN2A	399	5.988961416889864	0.0034117871973033	0.0040551040534158	0.004055104053415835	3.469446951953614e-17	1.6153802596872924	0.0705642285462587	0.0630156452727782	0.0564257139208651	0.0	37198.0	7295.0	65.0	0.0	0.0	0.0	True	0.01579686381859818	0.00413345278976794	-7.83487363521405e-05
HCC38	COMMD6	395	5.978885764901122	0.0087958879569685	0.0042202270388882	0.004220227038888243	4.336808689942018e-17	1.715292039582324	0.0912586486445996	0.0746733752831189	0.064967658368902	0.0	34429.0	7101.0	49.0	0.5569688420837176	0.3824899960290012	0.17447884605471636	True	0.015861046752318912	0.004152412517571239	6.78145213169612e-05
HCC38	ENY2	93	4.532599493153256	0.4895161201697765	0.0103397858020701	0.010339785802070166	6.591949208711867e-17	4.544919712264169	0.2917423714764887	0.2362799890211731	0.2003900068514441	14.0	37454.0	7274.0	49.0	1.3251324262636834	0.9496100394815022	0.3755223867821812	True	0.017483248729256325	0.007645528491639819	0.0026942573104302816
HCC38	ERC1	433	6.07073772800249	0.0054295617631019	0.00417172244801	0.004171722448010009	9.540979117872439e-18	1.7068626495623005	0.0939941271692788	0.0759905199899519	0.0646887614733722	0.0	35691.0	7113.0	75.0	1.1250777682034827	0.925711290172477	0.1993664780310057	True	0.016056468420298998	0.004017669305619045	0.00015405314239095528
HCC38	ETV3	244	5.497168225293202	0.0807914252803547	0.0051298888376656	0.005129888837665661	6.071532165918825e-17	2.131250251028423	0.1202520673834786	0.0976057317693104	0.0835667705967653	0.0	36738.5	7180.0	57.0	0.09977097704416885	0.11268303502898948	-0.012912057984820632	True	0.015638488896232684	0.004982591071783028	0.000147297765882572
HCC38	GON4L	167	5.117993812416755	0.3129469325001975	0.0060144581054616	0.0060144581054616415	4.163336342344337e-17	2.438389539750892	0.1312072613898295	0.1040296560141868	0.0898378970438039	1.0	37787.0	7413.0	52.0	0.5221827268180124	0.4143579131661185	0.10782481365189389	True	0.01591782934056566	0.005846513129882053	0.00016794497557954657
HCC38	HDGF	254	5.537334267018537	0.0286996254177853	0.0053940020400889	0.005394002040088988	8.760353553682876e-17	2.310398267970584	0.1533492306088471	0.1178306675327504	0.0978328739693608	1.0	34698.5	7083.0	48.5	1.2909423891193306	0.7719348816219834	0.5190075074973471	True	0.01612950460664559	0.004894568649505838	0.0004994333905830621
HCC38	HLX	289	5.666426688112432	0.006315463793662	0.0052991294769277	0.005299129476927784	8.413408858487514e-17	2.2837459862813443	0.1528302155414405	0.1231100955963321	0.100538112853386	0.0	34674.0	7132.0	49.0	0.013104809432676903	0.006370106916067085	0.006734702516609818	True	0.01636875724332468	0.004645646088018761	0.0006534833889089387
HCC38	KLF3	236	5.4638318050256105	0.1616884807733207	0.0054676604656395	0.005467660465639567	6.678685382510707e-17	2.319837106922052	0.1583479892177527	0.1242309120996855	0.1024132102228947	0.0	34516.5	7099.0	62.0	0.21209008763563728	0.2267965580115683	-0.014706470375931036	True	0.01627687652027444	0.005052472612986864	0.000415187852652636
HCC38	LAMTOR5	157	5.056245805348308	0.0890975409858624	0.0106435490794122	0.010643549079412291	9.194034422677078e-17	5.5264970297394775	0.5011713827328982	0.3877554563730358	0.307837923945111	59.0	36425.0	7230.0	52.0	1.4994687109774216	0.7936987479602056	0.7057699630172161	True	0.0184613157123066	0.006031570011597674	0.004611979067814525
HCC38	MAML3	423	6.0473721790462776	0.009549016733777	0.0039010408237359	0.0039010408237359715	7.155734338404329e-17	1.5384476186420233	0.0626874537424947	0.056597881160178	0.051537698287254	0.0	37500.0	7280.0	74.0	0.019990380952731823	0.03811325094374932	-0.0181228699910175	True	0.015750230523774843	0.0040598705917933775	-0.00015882976805747752
HCC38	MIER1	267	5.58724865840025	0.0068709338808792	0.0049938655360828	0.004993865536082876	7.632783294297951e-17	2.045207713573186	0.1101133047226791	0.0890285826337256	0.0762914107006821	0.0	36010.0	7062.0	70.0	0.5140016179980074	0.3512363583903707	0.16276525960763666	True	0.01571894031073215	0.004805045897789356	0.00018881963829344393
HCC38	MTDH	282	5.641907070938114	0.0342163047187118	0.0056310162158605	0.005631016215860502	2.6020852139652106e-18	2.564566136296016	0.1834632984809108	0.1375150093016028	0.1116694997155183	1.0	33577.5	6997.5	60.0	2.1767164375021526	1.3112430135910063	0.8654734239111463	True	0.016839023907451966	0.004715265686063973	0.0009157505297965269
HCC38	MYBL1	220	5.393627546352362	0.0145675964421822	0.0071407239504648	0.007140723950464897	9.71445146547012e-17	3.414490893578291	0.2715294700642121	0.2160393210971072	0.1770059801844841	12.0	39215.5	7380.5	70.0	0.6186016328585443	0.5425370207758815	0.0760646120826628	True	0.016116475198679644	0.005199614170322037	0.0019411097801427628
HCC38	NCOA1	389	5.963579343618446	0.0459486880054965	0.0043489041564256	0.004348904156425673	7.37257477290143e-17	1.803675839063153	0.1064235480969592	0.0854668305068864	0.0714710005187241	1.0	34257.0	7113.0	35.0	0.2794101748506761	0.25322030964732684	0.02618986520334926	True	0.016101789680617342	0.004166916707238754	0.00018198744918684548
HCC38	NPM1	80	4.382026634673881	0.8555302996262993	0.0113723052385142	0.01137230523851424	3.9898639947466563e-17	5.049583398617561	0.3091787250623715	0.2438272070138093	0.2066476959138929	11.0	32908.5	7170.5	56.0	2.5542043616564376	1.5023607917525588	1.0518435699038788	True	0.01807644710860506	0.008200025354672381	0.0031722798838418192
HCC38	PA2G4	194	5.267858159063328	0.3764696904296344	0.0071702138866234	0.0071702138866234725	7.28583859910259e-17	3.347055500027386	0.2482401442741427	0.1817246023014009	0.1494029151942502	5.0	34762.0	7082.0	53.0	1.71702164672781	0.8916140490020633	0.8254075977257468	True	0.01633976129342324	0.005491987336879326	0.0016782265497440737
HCC38	PARK7	254	5.537334267018537	0.0215311147572859	0.0050560733285705	0.005056073328570589	8.847089727481716e-17	2.227876740019074	0.1479565709754708	0.1092513513919192	0.0889496948117483	1.0	38343.0	7373.5	53.0	1.710567265548525	0.9007798039645543	0.8097874615839706	True	0.015739863383714123	0.004894568649505838	0.00016150467906466195
HCC38	PCBD1	428	6.059123195581797	0.0210892465180688	0.0041690086810655	0.00416900868106558	7.979727989493313e-17	1.7392892243046572	0.1014281281695594	0.0813921484549719	0.0694284526269486	1.0	35430.0	7165.5	55.0	0.775830772818279	0.49427222387166025	0.2815585489466187	True	0.015965427913824506	0.00403950209347828	0.00012950658758721992
HCC38	PEX14	439	6.0844994130751715	0.0049454685061893	0.004391741095693	0.004391741095693049	4.9439619065339e-17	1.8521323648982424	0.1122410874876001	0.0879077016311309	0.0742310586926704	0.0	36938.0	7328.0	62.0	0.40668505849781567	0.3807886775016379	0.025896380996177748	True	0.016691781948556122	0.004003592807148117	0.0003881482885448829
HCC38	PFDN5	67	4.204692619390966	0.8201974002162512	0.0091179791241103	0.009117979124110323	2.2551405187698492e-17	3.763957430728924	0.1989752787568457	0.1600206789764993	0.1385962888206685	1.0	36769.0	7229.0	63.0	2.0418437454004583	1.3080087318309688	0.7338350135694895	True	0.016194749575233657	0.008936775586816562	0.0001812035372937386
HCC38	PMF1	94	4.543294782270004	0.9978434877605236	0.0092008578860405	0.009200857886040558	5.898059818321144e-17	3.907662671107953	0.1851686118601423	0.1652157665258879	0.1493163921756924	0.0	33929.0	7026.0	1.0	0.5067607732222534	0.4495771763798371	0.05718359684241636	True	0.017665440799973252	0.007609965317310903	0.0015908925687295964
HCC38	PRDX2	302	5.71042701737487	0.1572365253337959	0.0048643958897732	0.004864395889773281	8.066464163292153e-17	2.130357874677587	0.1366860926083004	0.1043672327789711	0.0851274138384869	1.0	37329.0	7270.5	65.0	1.1204492668940536	0.3993185399374006	0.7211307269566529	True	0.01566382341056922	0.004578883241879755	0.0002855126478934454
HCC38	PRPF6	25	3.2188758248682006	0.9972796156547944	0.0144798741040019	0.014479874104001962	6.245004513516506e-17	5.908263551904799	0.3006809034205444	0.2489501769284749	0.2158678004680207	16.0	36002.0	7122.0	21.0	0.7501733642260896	0.6816850555962899	0.06848830862979971	True	0.016059701022082484	0.01424898710362837	0.00023088700037353013
HCC38	RORC	296	5.69035945432406	0.263229534078098	0.0047603589109585	0.0047603589109585145	1.474514954580286e-17	1.944086166826961	0.1033882604213983	0.0830722325333542	0.072411716006244	0.0	34501.0	7067.5	31.5	0.001427133377841285	0.0	0.001427133377841285	True	0.01610388230692081	0.004609205824300779	0.00015115308665772115
HCC38	RPS3	69	4.23410650459726	1.0	0.0096911866022176	0.009691186602217676	7.632783294297951e-17	4.1654645837132325	0.3011808400688885	0.2238886269278741	0.1778406526628827	10.0	34576.0	7262.0	21.0	2.872508160213884	2.0482267329969757	0.8242814272169086	True	0.016591884877505365	0.008769339986190481	0.0009218466160271187
HCC38	RUVBL2	95	4.553876891600541	0.978029448287533	0.0082501146934477	0.008250114693447786	8.673617379884035e-17	3.3300033506603586	0.1625181115706038	0.1358548184041985	0.1191124921474917	2.0	33147.0	7068.0	38.0	0.8453965111815326	0.49496428413654253	0.35043222704499005	True	0.0170069005853995	0.0075621743084882415	0.0006879403849594581
HCC38	SMAD1	321	5.771441123130016	0.0125810954880103	0.0045644798021591	0.004564479802159118	1.8214596497756474e-17	1.9253649364438048	0.1306398398233908	0.0995547131082223	0.0815312764452337	0.0	37499.0	7306.0	57.0	0.17200746606734474	0.11061331661482657	0.06139414945251817	True	0.01597370632158639	0.00447519519084369	8.928461131540999e-05
HCC38	STAT3	394	5.976350909297934	0.0235621693286022	0.0049421595924907	0.004942159592490753	5.2909066017292616e-17	2.1690524844948564	0.1391085006354987	0.1126639227367692	0.0956025794663906	1.0	33768.0	7010.5	58.5	1.0368426916090743	0.6483112774198038	0.3885314141892705	True	0.016368559392303854	0.004145149816780485	0.0007970097757102152
HCC38	TAB3	246	5.5053315359323625	0.0271522701939877	0.005355838101385	0.005355838101385048	4.7704895589362195e-17	2.217455001567444	0.114017289823758	0.0978956748520773	0.0850066187967571	0.0	35349.0	7224.5	61.0	0.057935140079965045	0.049144287563996275	0.00879085251596877	True	0.01579454357003908	0.004971250249999301	0.0003845878513856994
HCC38	TADA3	177	5.176149732573829	0.035551946395066	0.0091400872937874	0.00914008729378748	7.979727989493313e-17	4.428444823703298	0.3129610938882555	0.2635173067240429	0.2227798496556798	28.0	39141.0	7489.0	70.0	0.5235151402351582	0.2827443745320848	0.24077076570307343	True	0.017478220320837304	0.005703162414572752	0.003436924879214648
HCC38	THAP8	276	5.62040086571715	0.0267473201978675	0.0050563694115236	0.005056369411523649	4.9439619065339e-17	2.1205903979959158	0.1384116913566634	0.1078925882006374	0.0888703003149877	1.0	36486.5	7366.5	56.0	0.06801493929734657	0.0446050803315923	0.023409858965754274	True	0.01587140413168277	0.004738539378488821	0.00031783003303477875
