target_gene	expected_axis	architecture_role	cosine_similarity	l2_distance	top20_overlap_fraction
ARID1A	chromatin remodeling	canonical_backbone	-0.012756015260961113	0.4806547258848629	0.5
BMPR1A	TGF-beta / BMP signaling	context_deviation	0.012033614088492288	0.4979378086146202	0.5
CDKN2A	cell cycle / replication	context_deviation	-0.08616627229665046	0.39516694507901784	0.35
COMMD6	NF-κB / copper signaling	context_deviation	-0.05073586674446044	0.4700340724102699	0.45
ENY2	transcription / chromatin	canonical_backbone	0.27182385690405764	0.6698516775843822	0.65
ERC1	synaptic / signaling	context_deviation	0.2195824787247805	0.43945236316096525	0.55
ETV3	transcription regulation	context_deviation	0.15021138258641095	0.36050065095699785	0.45
GON4L	transcription regulation	context_deviation	-0.18641929643961153	0.5455763889475411	0.55
HDGF	growth factor / proliferation	context_deviation	0.46041174238011756	0.556798991145627	0.55
HLX	transcription regulation	context_deviation	-0.135232378545258	0.34794481022620416	0.5
KLF3	transcription regulation	context_deviation	0.23241108036393615	0.3867337885070278	0.55
LAMTOR5	mTOR / lysosome / signaling	shift_excess	0.266539496479043	0.8529681862588001	0.45
MAML3	transcription regulation	context_deviation	0.1270134003219052	0.455609920360244	0.4
MIER1	transcription regulation	context_deviation	-0.2783776539214795	0.45219717773750573	0.5
MTDH	signaling / oncogene	context_deviation	0.30311280774663657	0.8776250630672426	0.55
MYBL1	transcription regulation	context_deviation	0.004357698374770502	0.48519146661125545	0.45
NCOA1	nuclear receptor / co-activator	context_deviation	-0.1796407714893686	0.4052574406693864	0.5
NPM1	ribosome biogenesis / nucleolar	context_deviation	0.1634135169945586	1.1359471711000557	0.6
PA2G4	growth / proliferation	context_deviation	0.2159196578710715	0.8614323090078398	0.65
PARK7	oxidative stress / mitochondrial	context_deviation	0.12405986794142321	0.8918248708440519	0.5
PCBD1	metabolism / transcription	context_deviation	0.16815995821034757	0.6115692291760164	0.55
PEX14	peroxisome / metabolism	context_deviation	0.1781403203438787	0.5367069707306968	0.35
PFDN5	proteostasis / chaperone	context_deviation	0.07254044096145139	0.8954428971277888	0.5
PMF1	transcription regulation	context_deviation	0.6795588002967305	0.4528808383440629	0.5
PRDX2	oxidative stress / antioxidant	context_deviation	0.24283272986013366	0.729027338362154	0.55
PRPF6	RNA processing / spliceosome	canonical_backbone	0.019767259201908985	0.5446031185326746	0.35
RORC	nuclear receptor / metabolism	context_deviation	0.1334655084827922	0.48944935703560194	0.55
RPS3	ribosomal / translation	canonical_backbone	0.02950317649798117	0.908142802020624	0.45
RUVBL2	chromatin remodeling	canonical_backbone	0.4374371524516145	0.5236335088274375	0.5
SMAD1	TGF-beta / BMP signaling	context_deviation	-0.0921975066020728	0.4246268505894165	0.35
STAT3	JAK-STAT signaling	context_deviation	0.3410664062147148	0.42398933613266687	0.45
TAB3	NF-κB / MAPK signaling	context_deviation	0.041419370451761896	0.3293540848603135	0.5
TADA3	transcription / chromatin	canonical_backbone	-0.1210171879816577	0.635543287530633	0.45
THAP8	transcription regulation	context_deviation	0.2878683229056902	0.36290374805311676	0.55
THRA	nuclear receptor / metabolism	context_deviation	0.06649689669515618	0.3578146452444499	0.45
TMF1	transcription regulation	context_deviation	0.16549356859772021	0.4364303576318915	0.45
TMSB4X	cytoskeleton / cell motility	context_deviation	0.44850875481897673	0.7089880985870454	0.45
UBP1	transcription regulation	context_deviation	0.04472233358387033	0.44743115566471053	0.45
VEZF1	transcription regulation	context_deviation	0.21014896751454487	0.43364349327032087	0.55
XBP1	ER stress / UPR	context_deviation	0.22376156041283277	0.4390389393350941	0.45
YBX1	RNA processing / transcription	context_deviation	0.6816928246222824	1.2368326974457526	0.4
ZBTB17	transcription regulation	context_deviation	0.11815141705434642	0.43445555838439776	0.45
ZBTB20	transcription regulation	context_deviation	0.4669750024056687	0.4024907619923581	0.35
ZBTB5	transcription regulation	context_deviation	0.3253901204059214	0.5850875512711686	0.5
ZNF131	transcription regulation	context_deviation	0.13210591856241014	0.5497549582832963	0.45
ZNF24	transcription regulation	context_deviation	0.2570297006053011	0.4095234745365992	0.45
ZNF566	transcription regulation	context_deviation	0.21265891497450692	0.4764041653959485	0.55
