summary_kind	cell_line	ranking	top_n	n_genes	truth_metric	depmap_endpoint	aligned_spearman	n_targets	panel	timepoint	platform_pair	context_role	spearman_rho_aligned	n_replicates	spearman_aligned_mean	spearman_aligned_std	spearman_aligned_q025	spearman_aligned_q50	spearman_aligned_q975	configured_replicates	completed_replicates	formal_interval_citable	sensitivity_claim_status	context	removed	spearman_rho	rho_delta	quantile_low	quantile_high	joint_grid	fraction_targets	strat_column	n_strata	mean_tvd	median_tvd	n_targets_tvd_gt_0.15	n_targets_tvd_gt_0.25	report_path
topn_curve	HCC38	control_expression	100	100.0	real_shift_mean_abs	depmap_gene_dependency	0.5333757337951995	47.0	a																													
topn_curve	HCC38	control_expression	100	100.0	real_shift_L2	depmap_gene_dependency	0.539504495614418	47.0	a																													
topn_curve	HCC38	control_expression	100	100.0	real_DEG_burden	depmap_gene_dependency	0.3234079244340435	47.0	a																													
topn_curve	HCC38	control_expression	500	500.0	real_shift_mean_abs	depmap_gene_dependency	0.6059957795021665	47.0	a																													
topn_curve	HCC38	control_expression	500	500.0	real_shift_L2	depmap_gene_dependency	0.631378104394968	47.0	a																													
topn_curve	HCC38	control_expression	500	500.0	real_DEG_burden	depmap_gene_dependency	0.4999911046546708	47.0	a																													
topn_curve	HCC38	control_expression	1000	1000.0	real_shift_mean_abs	depmap_gene_dependency	0.6346159408277626	47.0	a																													
topn_curve	HCC38	control_expression	1000	1000.0	real_shift_L2	depmap_gene_dependency	0.6560666071950275	47.0	a																													
topn_curve	HCC38	control_expression	1000	1000.0	real_DEG_burden	depmap_gene_dependency	0.5518770911474068	47.0	a																													
topn_curve	HCC38	control_expression	2000	2000.0	real_shift_mean_abs	depmap_gene_dependency	0.6686710418798355	47.0	a																													
topn_curve	HCC38	control_expression	2000	2000.0	real_shift_L2	depmap_gene_dependency	0.6651441129083985	47.0	a																													
topn_curve	HCC38	control_expression	2000	2000.0	real_DEG_burden	depmap_gene_dependency	0.5552988466703043	47.0	a																													
topn_curve	HCC38	control_expression	all	36601.0	real_shift_mean_abs	depmap_gene_dependency	0.7257957275155708	47.0	a																													
topn_curve	HCC38	control_expression	all	36601.0	real_shift_L2	depmap_gene_dependency	0.7019745023314382	47.0	a																													
topn_curve	HCC38	control_expression	all	36601.0	real_DEG_burden	depmap_gene_dependency	0.5510637306326212	47.0	a																													
topn_curve	HCC38	perturbation_response	100	100.0	real_shift_mean_abs	depmap_gene_dependency	0.6380850512914713	47.0	a																													
topn_curve	HCC38	perturbation_response	100	100.0	real_shift_L2	depmap_gene_dependency	0.6687288603875641	47.0	a																													
topn_curve	HCC38	perturbation_response	100	100.0	real_DEG_burden	depmap_gene_dependency	0.527499264044825	47.0	a																													
topn_curve	HCC38	perturbation_response	500	500.0	real_shift_mean_abs	depmap_gene_dependency	0.6313202858872395	47.0	a																													
topn_curve	HCC38	perturbation_response	500	500.0	real_shift_L2	depmap_gene_dependency	0.6570495218264117	47.0	a																													
topn_curve	HCC38	perturbation_response	500	500.0	real_DEG_burden	depmap_gene_dependency	0.5458985491096813	47.0	a																													
topn_curve	HCC38	perturbation_response	1000	1000.0	real_shift_mean_abs	depmap_gene_dependency	0.6449076352034315	47.0	a																													
topn_curve	HCC38	perturbation_response	1000	1000.0	real_shift_L2	depmap_gene_dependency	0.6623110060297032	47.0	a																													
topn_curve	HCC38	perturbation_response	1000	1000.0	real_DEG_burden	depmap_gene_dependency	0.5506585335388137	47.0	a																													
topn_curve	HCC38	perturbation_response	2000	2000.0	real_shift_mean_abs	depmap_gene_dependency	0.6669364866479812	47.0	a																													
topn_curve	HCC38	perturbation_response	2000	2000.0	real_shift_L2	depmap_gene_dependency	0.6673990347098091	47.0	a																													
topn_curve	HCC38	perturbation_response	2000	2000.0	real_DEG_burden	depmap_gene_dependency	0.5510637306326212	47.0	a																													
topn_curve	HCC38	perturbation_response	all	36601.0	real_shift_mean_abs	depmap_gene_dependency	0.7257957275155708	47.0	a																													
topn_curve	HCC38	perturbation_response	all	36601.0	real_shift_L2	depmap_gene_dependency	0.7019745023314382	47.0	a																													
topn_curve	HCC38	perturbation_response	all	36601.0	real_DEG_burden	depmap_gene_dependency	0.5510637306326212	47.0	a																													
topn_curve	HCC1143	control_expression	100	100.0	real_shift_mean_abs	depmap_gene_dependency	0.7523752923935764	48.0	a																													
topn_curve	HCC1143	control_expression	100	100.0	real_shift_L2	depmap_gene_dependency	0.6876595073933496	48.0	a																													
topn_curve	HCC1143	control_expression	100	100.0	real_DEG_burden	depmap_gene_dependency	0.5513713747750024	48.0	a																													
topn_curve	HCC1143	control_expression	500	500.0	real_shift_mean_abs	depmap_gene_dependency	0.77957546712941	48.0	a																													
topn_curve	HCC1143	control_expression	500	500.0	real_shift_L2	depmap_gene_dependency	0.734839051995025	48.0	a																													
topn_curve	HCC1143	control_expression	500	500.0	real_DEG_burden	depmap_gene_dependency	0.6861693937435943	48.0	a																													
topn_curve	HCC1143	control_expression	1000	1000.0	real_shift_mean_abs	depmap_gene_dependency	0.7840273919364725	48.0	a																													
topn_curve	HCC1143	control_expression	1000	1000.0	real_shift_L2	depmap_gene_dependency	0.7608990996461229	48.0	a																													
topn_curve	HCC1143	control_expression	1000	1000.0	real_DEG_burden	depmap_gene_dependency	0.7419926373278856	48.0	a																													
topn_curve	HCC1143	control_expression	2000	2000.0	real_shift_mean_abs	depmap_gene_dependency	0.7655138997510049	48.0	a																													
topn_curve	HCC1143	control_expression	2000	2000.0	real_shift_L2	depmap_gene_dependency	0.7489006193734299	48.0	a																													
topn_curve	HCC1143	control_expression	2000	2000.0	real_DEG_burden	depmap_gene_dependency	0.7145473237809881	48.0	a																													
topn_curve	HCC1143	control_expression	all	36601.0	real_shift_mean_abs	depmap_gene_dependency	0.7792497165337711	48.0	a																													
topn_curve	HCC1143	control_expression	all	36601.0	real_shift_L2	depmap_gene_dependency	0.7612248502417618	48.0	a																													
topn_curve	HCC1143	control_expression	all	36601.0	real_DEG_burden	depmap_gene_dependency	0.7135785375072098	48.0	a																													
topn_curve	HCC1143	perturbation_response	100	100.0	real_shift_mean_abs	depmap_gene_dependency	0.7524838759254561	48.0	a																													
topn_curve	HCC1143	perturbation_response	100	100.0	real_shift_L2	depmap_gene_dependency	0.7321244636980355	48.0	a																													
topn_curve	HCC1143	perturbation_response	100	100.0	real_DEG_burden	depmap_gene_dependency	0.717170181460855	48.0	a																													
topn_curve	HCC1143	perturbation_response	500	500.0	real_shift_mean_abs	depmap_gene_dependency	0.7608448078801832	48.0	a																													
topn_curve	HCC1143	perturbation_response	500	500.0	real_shift_L2	depmap_gene_dependency	0.7430914004178726	48.0	a																													
topn_curve	HCC1143	perturbation_response	500	500.0	real_DEG_burden	depmap_gene_dependency	0.7276510533776028	48.0	a																													
topn_curve	HCC1143	perturbation_response	1000	1000.0	real_shift_mean_abs	depmap_gene_dependency	0.7611705584758218	48.0	a																													
topn_curve	HCC1143	perturbation_response	1000	1000.0	real_shift_L2	depmap_gene_dependency	0.7445572780982469	48.0	a																													
topn_curve	HCC1143	perturbation_response	1000	1000.0	real_DEG_burden	depmap_gene_dependency	0.7135785375072098	48.0	a																													
topn_curve	HCC1143	perturbation_response	2000	2000.0	real_shift_mean_abs	depmap_gene_dependency	0.7639937303046909	48.0	a																													
topn_curve	HCC1143	perturbation_response	2000	2000.0	real_shift_L2	depmap_gene_dependency	0.7441229439707285	48.0	a																													
topn_curve	HCC1143	perturbation_response	2000	2000.0	real_DEG_burden	depmap_gene_dependency	0.7135785375072098	48.0	a																													
topn_curve	HCC1143	perturbation_response	all	36601.0	real_shift_mean_abs	depmap_gene_dependency	0.7792497165337711	48.0	a																													
topn_curve	HCC1143	perturbation_response	all	36601.0	real_shift_L2	depmap_gene_dependency	0.7612248502417618	48.0	a																													
topn_curve	HCC1143	perturbation_response	all	36601.0	real_DEG_burden	depmap_gene_dependency	0.7135785375072098	48.0	a																													
crispr_metric_endpoint	HCC38				real_shift_L2	depmap_gene_effect		47.0	b	HCC38	crispr	primary_hcc	0.7017807585568918																									
crispr_metric_endpoint	HCC38				real_shift_L2	depmap_gene_dependency		47.0	b	HCC38	crispr	primary_hcc	0.7019745023314382																									
crispr_metric_endpoint	HCC38				real_shift_mean_abs	depmap_gene_effect		47.0	b	HCC38	crispr	primary_hcc	0.7253700277520815																									
crispr_metric_endpoint	HCC38				real_shift_mean_abs	depmap_gene_dependency		47.0	b	HCC38	crispr	primary_hcc	0.7257957275155708																									
crispr_metric_endpoint	HCC38				real_shift_top20_mean	depmap_gene_effect		47.0	b	HCC38	crispr	primary_hcc	0.6332099907493062																									
crispr_metric_endpoint	HCC38				real_shift_top20_mean	depmap_gene_dependency		47.0	b	HCC38	crispr	primary_hcc	0.6333439336577362																									
crispr_metric_endpoint	HCC38				real_shift_top50_mean	depmap_gene_effect		47.0	b	HCC38	crispr	primary_hcc	0.6271970397779834																									
crispr_metric_endpoint	HCC38				real_shift_top50_mean	depmap_gene_dependency		47.0	b	HCC38	crispr	primary_hcc	0.6273886273617031																									
crispr_metric_endpoint	HCC38				real_shift_top100_mean	depmap_gene_effect		47.0	b	HCC38	crispr	primary_hcc	0.6399167437557817																									
crispr_metric_endpoint	HCC38				real_shift_top100_mean	depmap_gene_dependency		47.0	b	HCC38	crispr	primary_hcc	0.6400508805542395																									
crispr_metric_endpoint	HCC38				real_Edistance	depmap_gene_effect		47.0	b	HCC38	crispr	primary_hcc	0.6290471785383904																									
crispr_metric_endpoint	HCC38				real_Edistance	depmap_gene_dependency		47.0	b	HCC38	crispr	primary_hcc	0.6291810011012858																									
crispr_metric_endpoint	HCC38				real_DEG_burden	depmap_gene_effect		47.0	b	HCC38	crispr	primary_hcc	0.5508667130022153																									
crispr_metric_endpoint	HCC38				real_DEG_burden	depmap_gene_dependency		47.0	b	HCC38	crispr	primary_hcc	0.5510637306326212																									
crispr_metric_endpoint	HCC1143				real_shift_L2	depmap_gene_effect		48.0	b	HCC1143	crispr	primary_hcc	0.7630264871906209																									
crispr_metric_endpoint	HCC1143				real_shift_L2	depmap_gene_dependency		48.0	b	HCC1143	crispr	primary_hcc	0.7612248502417618																									
crispr_metric_endpoint	HCC1143				real_shift_mean_abs	depmap_gene_effect		48.0	b	HCC1143	crispr	primary_hcc	0.7807207989578809																									
crispr_metric_endpoint	HCC1143				real_shift_mean_abs	depmap_gene_dependency		48.0	b	HCC1143	crispr	primary_hcc	0.7792497165337711																									
crispr_metric_endpoint	HCC1143				real_shift_top20_mean	depmap_gene_effect		48.0	b	HCC1143	crispr	primary_hcc	0.7063612679114198																									
crispr_metric_endpoint	HCC1143				real_shift_top20_mean	depmap_gene_dependency		48.0	b	HCC1143	crispr	primary_hcc	0.7044899548346837																									
crispr_metric_endpoint	HCC1143				real_shift_top50_mean	depmap_gene_effect		48.0	b	HCC1143	crispr	primary_hcc	0.7295918367346939																									
crispr_metric_endpoint	HCC1143				real_shift_top50_mean	depmap_gene_dependency		48.0	b	HCC1143	crispr	primary_hcc	0.7276725388909729																									
crispr_metric_endpoint	HCC1143				real_shift_top100_mean	depmap_gene_effect		48.0	b	HCC1143	crispr	primary_hcc	0.7345853234910985																									
crispr_metric_endpoint	HCC1143				real_shift_top100_mean	depmap_gene_dependency		48.0	b	HCC1143	crispr	primary_hcc	0.7324502142936743																									
crispr_metric_endpoint	HCC1143				real_Edistance	depmap_gene_effect		48.0	b	HCC1143	crispr	primary_hcc	0.7430525401650021																									
crispr_metric_endpoint	HCC1143				real_Edistance	depmap_gene_dependency		48.0	b	HCC1143	crispr	primary_hcc	0.740702562716522																									
crispr_metric_endpoint	HCC1143				real_DEG_burden	depmap_gene_effect		48.0	b	HCC1143	crispr	primary_hcc	0.7162847950457641																									
crispr_metric_endpoint	HCC1143				real_DEG_burden	depmap_gene_dependency		48.0	b	HCC1143	crispr	primary_hcc	0.7135785375072098																									
	HCC38				real_shift_L2	depmap_gene_dependency			c					24.0	0.7005483124741358	0.0091288888366291	0.6832947879470607	0.7011650432232396	0.7139834063866429	24.0	24.0	True	formal_interval_citable															
	HCC38				real_shift_mean_abs	depmap_gene_dependency			c					24.0	0.7252922246774353	0.0103386088233394	0.7057890783788247	0.7253620887076071	0.7410713772574343	24.0	24.0	True	formal_interval_citable															
	HCC38				real_shift_top20_mean	depmap_gene_dependency			c					24.0	0.6322020181300987	0.0130082787755869	0.6085051027375825	0.6361770405364315	0.650831141320214	24.0	24.0	True	formal_interval_citable															
	HCC38				real_shift_top50_mean	depmap_gene_dependency			c					24.0	0.6287256803529241	0.0139583538298956	0.6048090546310396	0.6319273802183885	0.6515278543383421	24.0	24.0	True	formal_interval_citable															
	HCC38				real_shift_top100_mean	depmap_gene_dependency			c					24.0	0.6326404751470397	0.0153355886331227	0.6017706920499082	0.6354832184436898	0.6572099681853583	24.0	24.0	True	formal_interval_citable															
	HCC38				real_Edistance	depmap_gene_dependency			c					24.0	0.6182942579169114	0.0139791658509047	0.5886184270043728	0.6172414792553554	0.6364863695527788	24.0	24.0	True	formal_interval_citable															
	HCC38				real_DEG_burden	depmap_gene_dependency			c					24.0	0.5705137233301059	0.0470799690662171	0.4947132622736594	0.5672931922896918	0.6692809300568351	24.0	24.0	True	formal_interval_citable															
	HCC1143				real_shift_L2	depmap_gene_dependency			c					24.0	0.7608334970956124	0.0085423626156912	0.7458779253047323	0.7617406220181897	0.774415034776833	24.0	24.0	True	formal_interval_citable															
	HCC1143				real_shift_mean_abs	depmap_gene_dependency			c					24.0	0.7794080675177621	0.0071227622505961	0.7651487876250599	0.7786525071084335	0.7931579096733963	24.0	24.0	True	formal_interval_citable															
	HCC1143				real_shift_top20_mean	depmap_gene_dependency			c					24.0	0.7061956211479586	0.0137276544205293	0.6811119204210111	0.7098376937797528	0.7268228727540152	24.0	24.0	True	formal_interval_citable															
	HCC1143				real_shift_top50_mean	depmap_gene_dependency			c					24.0	0.7157215639134771	0.011469569587377	0.6968022407776097	0.7139095762252368	0.7366605407423048	24.0	24.0	True	formal_interval_citable															
	HCC1143				real_shift_top100_mean	depmap_gene_dependency			c					24.0	0.7264962172956109	0.0108710649703058	0.7058879678076333	0.7270481835826654	0.7407948587186196	24.0	24.0	True	formal_interval_citable															
	HCC1143				real_Edistance	depmap_gene_dependency			c					24.0	0.7342848235510563	0.0178093254541048	0.695461234158897	0.736847847334797	0.7565734031948704	24.0	24.0	True	formal_interval_citable															
	HCC1143				real_DEG_burden	depmap_gene_dependency			c					24.0	0.7051065293757022	0.0210456432326704	0.6653687907228616	0.7044130835465408	0.7421523073685213	24.0	24.0	True	formal_interval_citable															
								47.0	d															HCC38	none	0.725796	0.0											
								46.0	d															HCC38	PFDN5	0.714854	-0.010942											
								46.0	d															HCC38	PRPF6	0.710352	-0.015444											
								46.0	d															HCC38	PMF1	0.713374	-0.012422											
								46.0	d															HCC38	ZNF131	0.713682	-0.012114											
								43.0	d															HCC38	all_four_anchors	0.664552	-0.061243											
								46.0	d															HCC38	jackknife_min	0.710352	-0.015444											
								46.0	d															HCC38	jackknife_max	0.751303	0.025507											
								46.0	d															HCC38	jackknife_mean	0.725533	-0.000263											
								48.0	d															HCC1143	none	0.77925	0.0											
								47.0	d															HCC1143	PFDN5	0.769649	-0.009601											
								47.0	d															HCC1143	PRPF6	0.765583	-0.013666											
								47.0	d															HCC1143	PMF1	0.768087	-0.011162											
								47.0	d															HCC1143	ZNF131	0.767683	-0.011567											
								44.0	d															HCC1143	all_four_anchors	0.724838	-0.054412											
								47.0	d															HCC1143	jackknife_min	0.765583	-0.013666											
								47.0	d															HCC1143	jackknife_max	0.806489	0.027239											
								47.0	d															HCC1143	jackknife_mean	0.778998	-0.000251											
									d															# Reference rho from correlation_summary.tsv: HCC38=0.726, HCC1143=0.779														
	HCC1143							7.0	e																			0.2	0.8	Q1_anchor	0.1458333333333333							
	HCC1143							5.0	e																			0.2	0.8	Q4_low_information	0.1041666666666666							
	HCC1143							36.0	e																			0.2	0.8	middle	0.75							
	HCC38							7.0	e																			0.2	0.8	Q1_anchor	0.1489361702127659							
	HCC38							6.0	e																			0.2	0.8	Q4_low_information	0.1276595744680851							
	HCC38							34.0	e																			0.2	0.8	middle	0.723404255319149							
	HCC1143							10.0	e																			0.25	0.75	Q1_anchor	0.2083333333333333							
	HCC1143							6.0	e																			0.25	0.75	Q4_low_information	0.125							
	HCC1143							32.0	e																			0.25	0.75	middle	0.6666666666666666							
	HCC38							9.0	e																			0.25	0.75	Q1_anchor	0.1914893617021276							
	HCC38							6.0	e																			0.25	0.75	Q4_low_information	0.1276595744680851							
	HCC38							32.0	e																			0.25	0.75	middle	0.6808510638297872							
	HCC1143							14.0	e																			0.33	0.67	Q1_anchor	0.2916666666666667							
	HCC1143							10.0	e																			0.33	0.67	Q4_low_information	0.2083333333333333							
	HCC1143							24.0	e																			0.33	0.67	middle	0.5							
	HCC38							11.0	e																			0.33	0.67	Q1_anchor	0.2340425531914893							
	HCC38							1.0	e																			0.33	0.67	Q2_transcriptomic_excess	0.0212765957446808							
	HCC38							2.0	e																			0.33	0.67	Q3_dependency_excess	0.0425531914893617							
	HCC38							10.0	e																			0.33	0.67	Q4_low_information	0.2127659574468085							
	HCC38							23.0	e																			0.33	0.67	middle	0.4893617021276595							
	HCC1143							50.0	f																							barcode_gem_group	3.0	0.0553688001480439	0.04943644796777	0.0	0.0	reports/truth_driven_bridge/sensitivity/covariate_balance/HCC1143_barcode_gem_group_target_control_balance.tsv
	HCC1143							50.0	f																							num_umis_over_threshold_bin	4.0	0.1038378228257645	0.0822786816030881	9.0	3.0	reports/truth_driven_bridge/sensitivity/covariate_balance/HCC1143_num_umis_over_threshold_bin_target_control_balance.tsv
	HCC1143							50.0	f																							num_umis_quantile_bin	4.0	0.1331656892393771	0.1270131410936646	18.0	2.0	reports/truth_driven_bridge/sensitivity/covariate_balance/HCC1143_num_umis_quantile_bin_target_control_balance.tsv
	HCC1143							50.0	f																							transcriptome_detected_genes_quantile_bin	4.0	0.0763635715127252	0.0643932036186256	6.0	1.0	reports/truth_driven_bridge/sensitivity/covariate_balance/HCC1143_transcriptome_detected_genes_quantile_bin_target_control_balance.tsv
	HCC1143							50.0	f																							transcriptome_total_signal_quantile_bin	4.0	0.0779806104417702	0.0632640516191688	5.0	0.0	reports/truth_driven_bridge/sensitivity/covariate_balance/HCC1143_transcriptome_total_signal_quantile_bin_target_control_balance.tsv
	HCC38							50.0	f																							barcode_gem_group	3.0	0.0529180609984402	0.0422997207243601	3.0	2.0	reports/truth_driven_bridge/sensitivity/covariate_balance/HCC38_barcode_gem_group_target_control_balance.tsv
	HCC38							50.0	f																							num_umis_over_threshold_bin	4.0	0.0926564213166551	0.0575314999730691	6.0	3.0	reports/truth_driven_bridge/sensitivity/covariate_balance/HCC38_num_umis_over_threshold_bin_target_control_balance.tsv
	HCC38							50.0	f																							num_umis_quantile_bin	4.0	0.1087842315983835	0.0743581581316291	9.0	6.0	reports/truth_driven_bridge/sensitivity/covariate_balance/HCC38_num_umis_quantile_bin_target_control_balance.tsv
	HCC38							50.0	f																							transcriptome_detected_genes_quantile_bin	4.0	0.0576238872498433	0.0448482811520195	1.0	0.0	reports/truth_driven_bridge/sensitivity/covariate_balance/HCC38_transcriptome_detected_genes_quantile_bin_target_control_balance.tsv
	HCC38							50.0	f																							transcriptome_total_signal_quantile_bin	4.0	0.0706879015433831	0.0504229109277646	3.0	2.0	reports/truth_driven_bridge/sensitivity/covariate_balance/HCC38_transcriptome_total_signal_quantile_bin_target_control_balance.tsv
