cell_line	entrant_id	entrant_kind	reference_type	reference_seed	target_gene	predicted_shift_mean_abs	predicted_shift_l2	observed_contract_shift_mean_abs	observed_contract_shift_l2	signed_cosine	signed_response_axis_projection	absolute_response_axis_projection	pearson	normalized_rmse	direction_status	pearson_status	normalized_rmse_status	context_role	depmap_gene_dependency	noise_corrected_shift	endpoint_category	corrected_shift_percentile	corrected_dependency_percentile
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		ARID1A	0.026934130496731747	0.2688712784412628	0.026934130496731747	0.2688712784412628	0.9999999999999998	0.26887127844126274	0.26887127844126274	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.2654515287532237	0.0025274853359367	endpoint_anchor	0.7916666666666666	0.7916666666666666
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		BMPR1A	0.02403316765559862	0.25195979619969716	0.02403316765559862	0.25195979619969716	1.0	0.25195979619969716	0.25195979619969716	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.307130270365165	0.0003716073858904	dependency_excess	0.1875	0.8125
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		CDKN2A	0.015288635648501085	0.15410870396900422	0.015288635648501085	0.15410870396900422	1.0	0.15410870396900422	0.15410870396900422	1.0	0.0	estimated	estimated	estimated	qualified_primary_context	6.198489826465077e-05	-5.524423694538636e-05	low_information	0.0416666666666666	0.0208333333333333
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		COMMD6	0.024179141446282765	0.40048856927325704	0.024179141446282765	0.40048856927325704	1.0	0.40048856927325704	0.40048856927325704	0.9999999999999997	0.0	estimated	estimated	estimated	qualified_primary_context	0.1351756293730245	0.0005475981761952	middle	0.3958333333333333	0.625
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		ENY2	0.052133558563754	0.7227454677992013	0.052133558563754	0.7227454677992013	1.0	0.7227454677992013	0.7227454677992013	0.9999999999999998	0.0	estimated	estimated	estimated	qualified_primary_context	0.148881151602389	0.0052970777139176	middle	0.9791666666666666	0.6875
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		ERC1	0.018082859524529607	0.15653733067563497	0.018082859524529607	0.15653733067563497	1.0	0.15653733067563497	0.15653733067563497	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	0.0303840215886299	0.0011727642485481	middle	0.625	0.4583333333333333
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		ETV3	0.017517314109704925	0.1740043215464304	0.017517314109704925	0.1740043215464304	1.0	0.1740043215464304	0.1740043215464304	1.0	0.0	estimated	estimated	estimated	qualified_primary_context	0.1444988533493548	0.0004824127798667	middle	0.3541666666666667	0.6666666666666666
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		GON4L	0.02612878929243151	0.25707107996200035	0.02612878929243151	0.25707107996200035	0.9999999999999998	0.2570710799620003	0.2570710799620003	0.9999999999999998	0.0	estimated	estimated	estimated	qualified_primary_context	0.1493363288328347	0.001639764285359	middle	0.7083333333333334	0.7083333333333334
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		HDGF	0.021842409703510025	0.42962753896387834	0.021842409703510025	0.42962753896387834	1.0000000000000002	0.4296275389638784	0.4296275389638784	1.0000000000000004	0.0	estimated	estimated	estimated	qualified_primary_context	0.0196252078195258	-2.232035737835883e-06	middle	0.0833333333333333	0.3125
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		HLX	0.01560876951237957	0.1523967550181251	0.01560876951237957	0.1523967550181251	1.0000000000000002	0.15239675501812514	0.15239675501812514	0.9999999999999998	0.0	estimated	estimated	estimated	qualified_primary_context	0.0236239287972883	0.0003806089003583	middle	0.2083333333333333	0.375
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		KLF3	0.020111859034912655	0.20311407361767403	0.020111859034912655	0.20311407361767403	0.9999999999999998	0.203114073617674	0.203114073617674	1.0000000000000004	0.0	estimated	estimated	estimated	qualified_primary_context	0.0369385703770605	0.0008195901120722	middle	0.5625	0.4791666666666667
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		LAMTOR5	0.042313266204234555	0.5526408290413128	0.042313266204234555	0.5526408290413128	0.9999999999999998	0.5526408290413127	0.5526408290413127	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.1226400958971878	0.0051478700974567	middle	0.9583333333333334	0.5833333333333334
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		MAML3	0.015722563996182586	0.13436616443167707	0.015722563996182586	0.13436616443167707	0.9999999999999998	0.13436616443167704	0.13436616443167704	0.9999999999999997	0.0	estimated	estimated	estimated	qualified_primary_context	0.0050198572939971	0.0003873163964322	low_information	0.25	0.0625
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		MIER1	0.029814972509536804	0.3324632857261194	0.029814972509536804	0.3324632857261194	1.0	0.3324632857261194	0.3324632857261194	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.0105919574277721	0.001451416208981	middle	0.6458333333333334	0.2083333333333333
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		MTDH	0.03279660488329147	0.743097496021889	0.03279660488329147	0.743097496021889	1.0000000000000002	0.7430974960218891	0.7430974960218891	1.0000000000000004	0.0	estimated	estimated	estimated	qualified_primary_context	0.0123435627679496	0.0006004795018292	middle	0.4375	0.2708333333333333
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		MYBL1	0.042125312875277515	0.44527876938836175	0.042125312875277515	0.44527876938836175	1.0	0.44527876938836175	0.44527876938836175	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.0210310036855235	0.002892924147223	middle	0.8541666666666666	0.3333333333333333
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		NCOA1	0.013332836620250319	0.12398291870418209	0.013332836620250319	0.12398291870418209	1.0	0.12398291870418209	0.12398291870418209	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.0248991192692647	-3.731790556072735e-05	middle	0.0625	0.3958333333333333
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		NPM1	0.062276520095979976	1.6149969298884634	0.062276520095979976	1.6149969298884634	1.0	1.6149969298884634	1.6149969298884634	0.9999999999999997	0.0	estimated	estimated	estimated	qualified_primary_context	0.1622748801750765	0.0016454699152962	middle	0.7291666666666666	0.7291666666666666
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		PA2G4	0.03494234978525658	0.9931797557905168	0.03494234978525658	0.9931797557905168	1.0000000000000002	0.9931797557905169	0.9931797557905169	1.0	0.0	estimated	estimated	estimated	qualified_primary_context	0.0861889371200693	0.0006252623413598	middle	0.4791666666666667	0.5625
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		PARK7	0.04550742293621029	1.0705967316527991	0.04550742293621029	1.0705967316527991	1.0	1.0705967316527991	1.0705967316527991	0.9999999999999996	0.0	estimated	estimated	estimated	qualified_primary_context	0.1318604273725387	0.0015154817356561	middle	0.6875	0.6041666666666666
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		PCBD1	0.020571518983791972	0.32515937306369896	0.020571518983791972	0.32515937306369896	1.0	0.32515937306369896	0.32515937306369896	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.0111916491629234	3.5101351587623654e-05	low_information	0.1041666666666666	0.25
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		PEX14	0.016433745797745855	0.20979201529749514	0.016433745797745855	0.20979201529749514	1.0	0.20979201529749514	0.20979201529749514	0.9999999999999993	0.0	estimated	estimated	estimated	qualified_primary_context	0.0227993432195642	0.000275420560782	middle	0.1458333333333333	0.3541666666666667
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		PFDN5	0.048604024204220254	0.9581015414504783	0.048604024204220254	0.9581015414504783	1.0	0.9581015414504783	0.9581015414504783	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.9694975960688984	0.0019242298235236	endpoint_anchor	0.7708333333333334	0.8958333333333334
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		PMF1	0.049251870029838093	0.5081380428171314	0.049251870029838093	0.5081380428171314	1.0	0.5081380428171314	0.5081380428171314	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	0.9510487581740272	0.0029423176940619	endpoint_anchor	0.875	0.875
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		PRDX2	0.03292791866912277	0.6223894253531942	0.03292791866912277	0.6223894253531942	1.0000000000000002	0.6223894253531943	0.6223894253531943	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	0.1660158727868937	0.0006112575546722	middle	0.4583333333333333	0.75
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		PRPF6	0.0572714944493481	0.5349938290589119	0.0572714944493481	0.5349938290589119	1.0000000000000002	0.534993829058912	0.534993829058912	0.9999999999999998	0.0	estimated	estimated	estimated	qualified_primary_context	1.0	0.0025883202614396	endpoint_anchor	0.8125	0.96875
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		RORC	0.014692237319313187	0.13660591038756495	0.014692237319313187	0.13660591038756495	1.0000000000000002	0.13660591038756495	0.13660591038756495	0.9999999999999998	0.0	estimated	estimated	estimated	qualified_primary_context	0.0451125018855452	5.970803625961543e-05	middle	0.125	0.5
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		RPS3	0.055391170400717796	1.1111548400000688	0.055391170400717796	1.1111548400000688	0.9999999999999998	1.1111548400000686	1.1111548400000686	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	1.0	0.0004164407695485	middle	0.2708333333333333	0.96875
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		RUVBL2	0.06250063595835022	0.67799504374013	0.06250063595835022	0.67799504374013	0.9999999999999999	0.6779950437401299	0.6779950437401299	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	1.0	0.0031427387771154	endpoint_anchor	0.8958333333333334	0.96875
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		SMAD1	0.01728563631189452	0.16292780153452174	0.01728563631189452	0.16292780153452174	0.9999999999999999	0.16292780153452174	0.16292780153452174	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	0.0296077539081418	0.0004516434159773	middle	0.3333333333333333	0.4375
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		STAT3	0.018735934081915928	0.26351192532344425	0.018735934081915928	0.26351192532344425	1.0000000000000002	0.2635119253234443	0.2635119253234443	1.0000000000000004	0.0	estimated	estimated	estimated	qualified_primary_context	0.0037329167002494	0.0005131955358154	middle	0.375	0.0416666666666666
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		TAB3	0.018278670402593723	0.17655622063357843	0.018278670402593723	0.17655622063357843	1.0	0.17655622063357843	0.17655622063357843	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.0084525379475361	0.0014569268678928	middle	0.6666666666666666	0.125
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		TADA3	0.04418020785681385	0.5223770774879363	0.04418020785681385	0.5223770774879363	1.0	0.5223770774879363	0.5223770774879363	1.0000000000000004	0.0	estimated	estimated	estimated	qualified_primary_context	0.2498577956515995	0.0047211986633615	endpoint_anchor	0.9375	0.7708333333333334
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		THAP8	0.01647374082889139	0.1896153969639016	0.01647374082889139	0.1896153969639016	1.0000000000000002	0.18961539696390162	0.18961539696390162	1.0	0.0	estimated	estimated	estimated	qualified_primary_context	0.0157775614105068	0.0011315266762759	middle	0.6041666666666666	0.2916666666666667
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		THRA	0.02357240656062861	0.21824728804926108	0.02357240656062861	0.21824728804926108	1.0000000000000002	0.2182472880492611	0.2182472880492611	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	0.0463338341696651	0.0004492409036489	middle	0.3125	0.5208333333333334
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		TMF1	0.023492244592705335	0.220602772598931	0.023492244592705335	0.220602772598931	1.0	0.220602772598931	0.220602772598931	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.1394316818255967	0.0004469662783664	middle	0.2916666666666667	0.6458333333333334
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		TMSB4X	0.032670834123555495	0.9597678558169462	0.032670834123555495	0.9597678558169462	1.0000000000000002	0.9597678558169463	0.9597678558169463	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	0.0090048231316929	-0.0002807008856658	low_information	0.0208333333333333	0.1666666666666666
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		UBP1	0.018318987837233514	0.16837861185523326	0.018318987837233514	0.16837861185523326	0.9999999999999999	0.16837861185523323	0.16837861185523323	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.0108785135935251	0.000382982434592	low_information	0.2291666666666666	0.2291666666666666
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		VEZF1	0.025135901281084675	0.2905778943669516	0.025135901281084675	0.2905778943669516	0.9999999999999999	0.29057789436695153	0.29057789436695153	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	0.0275909199432945	0.0016981011330781	middle	0.75	0.4166666666666667
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		XBP1	0.020958200839615308	0.3105469418080749	0.020958200839615308	0.3105469418080749	1.0000000000000002	0.31054694180807496	0.31054694180807496	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.0085039693399301	0.0005622989990018	middle	0.4166666666666667	0.1458333333333333
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		YBX1	0.060498649125623284	1.4790985371439562	0.060498649125623284	1.4790985371439562	1.0	1.4790985371439562	1.4790985371439562	1.0	0.0	estimated	estimated	estimated	qualified_primary_context	0.9913468022551738	0.0027372039056544	endpoint_anchor	0.8333333333333334	0.9166666666666666
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		ZBTB17	0.04592134525325554	0.4774290320892316	0.04592134525325554	0.4774290320892316	1.0000000000000002	0.47742903208923165	0.47742903208923165	1.0000000000000002	0.0	estimated	estimated	estimated	qualified_primary_context	0.7578619386258375	0.0032471002507312	endpoint_anchor	0.9166666666666666	0.8333333333333334
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		ZBTB20	0.010658926089852559	0.1065609084669923	0.010658926089852559	0.1065609084669923	1.0	0.1065609084669923	0.1065609084669923	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	0.0078803596044426	0.0003629878206648	low_information	0.1666666666666666	0.0833333333333333
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		ZBTB5	0.01637399245310464	0.16108850899950797	0.01637399245310464	0.16108850899950797	1.0000000000000002	0.161088508999508	0.161088508999508	0.9999999999999996	0.0	estimated	estimated	estimated	qualified_primary_context	0.0773557703888747	0.0006902378432346	middle	0.5208333333333334	0.5416666666666666
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		ZNF131	0.03575740716408127	0.355245242256655	0.03575740716408127	0.355245242256655	1.0	0.355245242256655	0.355245242256655	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	0.9463812533969612	0.0010507528033756	middle	0.5833333333333334	0.8541666666666666
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		ZNF24	0.017037555290825804	0.16350716093819784	0.017037555290825804	0.16350716093819784	1.0	0.16350716093819784	0.16350716093819784	0.9999999999999999	0.0	estimated	estimated	estimated	qualified_primary_context	0.0092505619875028	0.0007716042444563	middle	0.5416666666666666	0.1875
HCC1143	observed_shift_oracle	reference	observed_shift_oracle		ZNF566	0.015583953037711405	0.16928767767545072	0.015583953037711405	0.16928767767545072	1.0	0.16928767767545072	0.16928767767545072	0.9999999999999998	0.0	estimated	estimated	estimated	qualified_primary_context	0.0082561267211935	0.0006522417044015	middle	0.5	0.1041666666666666
HCC1143	negated_oracle	reference	negated_oracle		ARID1A	0.026934130496731747	0.2688712784412628	0.026934130496731747	0.2688712784412628	-0.9999999999999998	-0.26887127844126274	0.26887127844126274	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	0.2654515287532237	0.0025274853359367	endpoint_anchor	0.7916666666666666	0.7916666666666666
HCC1143	negated_oracle	reference	negated_oracle		BMPR1A	0.02403316765559862	0.25195979619969716	0.02403316765559862	0.25195979619969716	-1.0	-0.25195979619969716	0.25195979619969716	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	0.307130270365165	0.0003716073858904	dependency_excess	0.1875	0.8125
HCC1143	negated_oracle	reference	negated_oracle		CDKN2A	0.015288635648501085	0.15410870396900422	0.015288635648501085	0.15410870396900422	-1.0	-0.15410870396900422	0.15410870396900422	-1.0	2.0	estimated	estimated	estimated	qualified_primary_context	6.198489826465077e-05	-5.524423694538636e-05	low_information	0.0416666666666666	0.0208333333333333
HCC1143	negated_oracle	reference	negated_oracle		COMMD6	0.024179141446282765	0.40048856927325704	0.024179141446282765	0.40048856927325704	-1.0	-0.40048856927325704	0.40048856927325704	-0.9999999999999997	2.0	estimated	estimated	estimated	qualified_primary_context	0.1351756293730245	0.0005475981761952	middle	0.3958333333333333	0.625
HCC1143	negated_oracle	reference	negated_oracle		ENY2	0.052133558563754	0.7227454677992013	0.052133558563754	0.7227454677992013	-1.0	-0.7227454677992013	0.7227454677992013	-0.9999999999999998	2.0	estimated	estimated	estimated	qualified_primary_context	0.148881151602389	0.0052970777139176	middle	0.9791666666666666	0.6875
HCC1143	negated_oracle	reference	negated_oracle		ERC1	0.018082859524529607	0.15653733067563497	0.018082859524529607	0.15653733067563497	-1.0	-0.15653733067563497	0.15653733067563497	-0.9999999999999999	2.0	estimated	estimated	estimated	qualified_primary_context	0.0303840215886299	0.0011727642485481	middle	0.625	0.4583333333333333
HCC1143	negated_oracle	reference	negated_oracle		ETV3	0.017517314109704925	0.1740043215464304	0.017517314109704925	0.1740043215464304	-1.0	-0.1740043215464304	0.1740043215464304	-1.0	2.0	estimated	estimated	estimated	qualified_primary_context	0.1444988533493548	0.0004824127798667	middle	0.3541666666666667	0.6666666666666666
HCC1143	negated_oracle	reference	negated_oracle		GON4L	0.02612878929243151	0.25707107996200035	0.02612878929243151	0.25707107996200035	-0.9999999999999998	-0.2570710799620003	0.2570710799620003	-0.9999999999999998	2.0	estimated	estimated	estimated	qualified_primary_context	0.1493363288328347	0.001639764285359	middle	0.7083333333333334	0.7083333333333334
HCC1143	negated_oracle	reference	negated_oracle		HDGF	0.021842409703510025	0.42962753896387834	0.021842409703510025	0.42962753896387834	-1.0000000000000002	-0.4296275389638784	0.4296275389638784	-1.0000000000000004	2.0	estimated	estimated	estimated	qualified_primary_context	0.0196252078195258	-2.232035737835883e-06	middle	0.0833333333333333	0.3125
HCC1143	negated_oracle	reference	negated_oracle		HLX	0.01560876951237957	0.1523967550181251	0.01560876951237957	0.1523967550181251	-1.0000000000000002	-0.15239675501812514	0.15239675501812514	-0.9999999999999998	2.0	estimated	estimated	estimated	qualified_primary_context	0.0236239287972883	0.0003806089003583	middle	0.2083333333333333	0.375
HCC1143	negated_oracle	reference	negated_oracle		KLF3	0.020111859034912655	0.20311407361767403	0.020111859034912655	0.20311407361767403	-0.9999999999999998	-0.203114073617674	0.203114073617674	-1.0000000000000004	2.0	estimated	estimated	estimated	qualified_primary_context	0.0369385703770605	0.0008195901120722	middle	0.5625	0.4791666666666667
HCC1143	negated_oracle	reference	negated_oracle		LAMTOR5	0.042313266204234555	0.5526408290413128	0.042313266204234555	0.5526408290413128	-0.9999999999999998	-0.5526408290413127	0.5526408290413127	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	0.1226400958971878	0.0051478700974567	middle	0.9583333333333334	0.5833333333333334
