cell_line	context_role	model_id	display_name	model_family	metric	raw_value	ci_low	ci_high	orientation_multiplier	oriented_value	direction	display_zscore_within_context_metric
HCC1143	qualified_primary_context	cellot_hcc_seed123_retrain_v1	CellOT	CellOT	total_shift_endpoint_alignment	0.488030534083456	0.189054248604445	0.7175288779178958	1.0	0.488030534083456	higher_better	1.496966980892883
HCC1143	qualified_primary_context	cellot_hcc_seed123_retrain_v1	CellOT	CellOT	directional_response_recovery	0.1384657840067752	0.0926960643875057	0.1833934772633985	1.0	0.1384657840067752	higher_better	-0.1047283246464273
HCC1143	qualified_primary_context	cellot_hcc_seed123_retrain_v1	CellOT	CellOT	endpoint_anchor_separation	0.8125	0.5416666666666666	1.0	1.0	0.8125	higher_better	1.0459660163010809
HCC1143	qualified_primary_context	cellot_hcc_seed123_retrain_v1	CellOT	CellOT	target_identity_preservation	-0.0028502833440583	NA	NA	1.0	-0.0028502833440583	higher_better	-0.3324876043337087
HCC1143	qualified_primary_context	cellot_hcc_seed123_retrain_v1	CellOT	CellOT	excess_output_homogenization	0.5060306338122138	NA	NA	-1.0	-0.5060306338122138	higher_is_warning	-0.5320506489120671
HCC1143	qualified_primary_context	cpa_v0.8.8	CPA	CPA	total_shift_endpoint_alignment	-0.1615589232499024	-0.4180724270644452	0.124735404618935	1.0	-0.1615589232499024	higher_better	-1.5345665601509788
HCC1143	qualified_primary_context	cpa_v0.8.8	CPA	CPA	directional_response_recovery	0.0979063444666777	-0.0103470352456814	0.1306755458124085	1.0	0.0979063444666777	higher_better	-0.3813730107739674
HCC1143	qualified_primary_context	cpa_v0.8.8	CPA	CPA	endpoint_anchor_separation	0.5416666666666666	0.2291666666666666	0.8338541666666591	1.0	0.5416666666666666	higher_better	-0.44644890939680254
HCC1143	qualified_primary_context	cpa_v0.8.8	CPA	CPA	target_identity_preservation	0.0061119841227771	NA	NA	1.0	0.0061119841227771	higher_better	-0.24786841369758658
HCC1143	qualified_primary_context	cpa_v0.8.8	CPA	CPA	excess_output_homogenization	0.8782156113406521	NA	NA	-1.0	-0.8782156113406521	higher_is_warning	-1.7088994200514986
HCC1143	qualified_primary_context	gears_hcc_formal_v1	GEARS	GEARS	total_shift_endpoint_alignment	0.0157279982548222	-0.2648265892670836	0.2988310358229276	1.0	0.0157279982548222	higher_better	-0.7071959141797771
HCC1143	qualified_primary_context	gears_hcc_formal_v1	GEARS	GEARS	directional_response_recovery	0.2077752686848556	0.1719393051852434	0.2738607377377234	1.0	0.2077752686848556	higher_better	0.3680124442558003
HCC1143	qualified_primary_context	gears_hcc_formal_v1	GEARS	GEARS	endpoint_anchor_separation	0.375	0.0833333333333333	0.7083333333333334	1.0	0.375	higher_better	-1.3648580944416535
HCC1143	qualified_primary_context	gears_hcc_formal_v1	GEARS	GEARS	target_identity_preservation	0.0034259390670155	NA	NA	1.0	0.0034259390670155	higher_better	-0.273229290224848
HCC1143	qualified_primary_context	gears_hcc_formal_v1	GEARS	GEARS	excess_output_homogenization	0.4118919938874942	NA	NA	-1.0	-0.4118919938874942	higher_is_warning	-0.2343843017965966
HCC1143	qualified_primary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	total_shift_endpoint_alignment	0.1460622190870627	-0.1764051252744024	0.4548128251782566	1.0	0.1460622190870627	higher_better	-0.0989462612055147
HCC1143	qualified_primary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	directional_response_recovery	0.1018667240083994	0.012885852542448	0.2001729229072599	1.0	0.1018667240083994	higher_better	-0.3543603605083643
HCC1143	qualified_primary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	endpoint_anchor_separation	0.8541666666666666	0.6041666666666666	1.0	1.0	0.8541666666666666	higher_better	1.2755683125622936
HCC1143	qualified_primary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	target_identity_preservation	-0.0296412539525389	NA	NA	1.0	-0.0296412539525389	higher_better	-0.585440359608514
HCC1143	qualified_primary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	excess_output_homogenization	0.4172283147921489	NA	NA	-1.0	-0.4172283147921489	higher_is_warning	-0.2512577466646627
HCC1143	qualified_primary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	total_shift_endpoint_alignment	-0.001040823413922	-0.3145256376889962	0.3075714211974016	1.0	-0.001040823413922	higher_better	-0.7854534116786834
HCC1143	qualified_primary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	directional_response_recovery	0.0998583302201844	0.0350549556376031	0.1742472050565116	1.0	0.0998583302201844	higher_better	-0.36805905741989225
HCC1143	qualified_primary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	endpoint_anchor_separation	0.3541666666666667	0.0625	0.6666666666666666	1.0	0.3541666666666667	higher_better	-1.47965924257226
HCC1143	qualified_primary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	target_identity_preservation	-0.0180060508543069	NA	NA	1.0	-0.0180060508543069	higher_better	-0.4755840679164135
HCC1143	qualified_primary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	excess_output_homogenization	-0.0237327257590045	NA	NA	-1.0	0.0237327257590045	higher_is_warning	1.1430609121354172
HCC1143	qualified_primary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	total_shift_endpoint_alignment	0.0402451720049864	-0.277842744602135	0.3536656802499938	1.0	0.0402451720049864	higher_better	-0.592778055767582
HCC1143	qualified_primary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	directional_response_recovery	0.0429988869741037	-0.0418031342687724	0.1057298733049315	1.0	0.0429988869741037	higher_better	-0.7558815472905416
HCC1143	qualified_primary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	endpoint_anchor_separation	0.5833333333333334	0.2291666666666666	0.9166666666666666	1.0	0.5833333333333334	higher_better	-0.2168466131355893
HCC1143	qualified_primary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	target_identity_preservation	0.0107242215994295	NA	NA	1.0	0.0107242215994295	higher_better	-0.20432097397430793
HCC1143	qualified_primary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	excess_output_homogenization	-0.0332695428832386	NA	NA	-1.0	0.0332695428832386	higher_is_warning	1.1732163246073748
HCC1143	qualified_primary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	total_shift_endpoint_alignment	0.1952122136333824	-0.0933444189993199	0.4559828021916772	1.0	0.1952122136333824	higher_better	0.1304291624981782
HCC1143	qualified_primary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	directional_response_recovery	0.0003769660044216	-0.022239326963013	0.1197545980905113	1.0	0.0003769660044216	higher_better	-1.046593847127764
HCC1143	qualified_primary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	endpoint_anchor_separation	0.625	0.3125	0.9583333333333334	1.0	0.625	higher_better	0.012755683125623297
HCC1143	qualified_primary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	target_identity_preservation	0.0281941444951152	NA	NA	1.0	0.0281941444951152	higher_better	-0.03937491078452333
HCC1143	qualified_primary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	excess_output_homogenization	-0.0279408080375649	NA	NA	-1.0	0.0279408080375649	higher_is_warning	1.1563668668552016
HCC1143	qualified_primary_context	scgen_hcc_formal_v1	scGen	scGen	total_shift_endpoint_alignment	0.5200647658230573	0.2569661036335257	0.7228543432578319	1.0	0.5200647658230573	higher_better	1.6464657864597605
HCC1143	qualified_primary_context	scgen_hcc_formal_v1	scGen	scGen	directional_response_recovery	0.5355425925563859	0.3382121871408243	0.6163973514315927	1.0	0.5355425925563859	higher_better	2.6036224394496665
HCC1143	qualified_primary_context	scgen_hcc_formal_v1	scGen	scGen	endpoint_anchor_separation	0.875	0.5625	1.0	1.0	0.875	higher_better	1.3903694606929002
HCC1143	qualified_primary_context	scgen_hcc_formal_v1	scGen	scGen	target_identity_preservation	0.3272104246902518	NA	NA	1.0	0.3272104246902518	higher_better	2.7838521030004992
HCC1143	qualified_primary_context	scgen_hcc_formal_v1	scGen	scGen	excess_output_homogenization	0.7184409975897765	NA	NA	-1.0	-0.7184409975897765	higher_is_warning	-1.2036921462366172
HCC1143	qualified_primary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	total_shift_endpoint_alignment	0.2626344414463338	-0.0344691603332609	0.5249549899340281	1.0	0.2626344414463338	higher_better	0.4450782731317142
HCC1143	qualified_primary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	directional_response_recovery	0.1595910513790243	0.0954998501056495	0.2167694945489785	1.0	0.1595910513790243	higher_better	0.03936126406148824
HCC1143	qualified_primary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	endpoint_anchor_separation	0.5833333333333334	0.2083333333333333	0.8958333333333334	1.0	0.5833333333333334	higher_better	-0.2168466131355893
HCC1143	qualified_primary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	target_identity_preservation	-0.0338890114335079	NA	NA	1.0	-0.0338890114335079	higher_better	-0.6255464824605972
HCC1143	qualified_primary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	excess_output_homogenization	0.1930354040665793	NA	NA	-1.0	-0.1930354040665793	higher_is_warning	0.45764016006344815
HCC38	sensitivity_boundary_context	cellot_hcc_seed123_retrain_v1	CellOT	CellOT	total_shift_endpoint_alignment	0.6681506753102793	0.4354400301888028	0.8267948813291516	1.0	0.6681506753102793	higher_better	1.738536087239646
HCC38	sensitivity_boundary_context	cellot_hcc_seed123_retrain_v1	CellOT	CellOT	directional_response_recovery	0.1717857903548792	0.0753362957717988	0.233104720426804	1.0	0.1717857903548792	higher_better	0.3211503132850677
HCC38	sensitivity_boundary_context	cellot_hcc_seed123_retrain_v1	CellOT	CellOT	endpoint_anchor_separation	1.0	1.0	1.0	1.0	1.0	higher_better	1.500381004490274
HCC38	sensitivity_boundary_context	cellot_hcc_seed123_retrain_v1	CellOT	CellOT	target_identity_preservation	-0.0337178289501308	NA	NA	1.0	-0.0337178289501308	higher_better	-0.7534013488713655
HCC38	sensitivity_boundary_context	cellot_hcc_seed123_retrain_v1	CellOT	CellOT	excess_output_homogenization	0.5794300326617218	NA	NA	-1.0	-0.5794300326617218	higher_is_warning	-0.6402548275274239
HCC38	sensitivity_boundary_context	cpa_v0.8.8	CPA	CPA	total_shift_endpoint_alignment	-0.1576710705755565	-0.4305769740207327	0.145661854877812	1.0	-0.1576710705755565	higher_better	-1.2186523055248966
HCC38	sensitivity_boundary_context	cpa_v0.8.8	CPA	CPA	directional_response_recovery	0.1904873666617649	0.0768825423983525	0.2568833903389259	1.0	0.1904873666617649	higher_better	0.4876134519753676
HCC38	sensitivity_boundary_context	cpa_v0.8.8	CPA	CPA	endpoint_anchor_separation	0.4285714285714285	0.0952380952380952	0.7619047619047619	1.0	0.4285714285714285	higher_better	-0.5251333515715962
HCC38	sensitivity_boundary_context	cpa_v0.8.8	CPA	CPA	target_identity_preservation	0.0330358918939869	NA	NA	1.0	0.0330358918939869	higher_better	-0.26047098194186985
HCC38	sensitivity_boundary_context	cpa_v0.8.8	CPA	CPA	excess_output_homogenization	0.9370850338408128	NA	NA	-1.0	-0.9370850338408128	higher_is_warning	-1.6737405850210545
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	GEARS	GEARS	total_shift_endpoint_alignment	0.2267641873110864	-0.1134736777831115	0.5264788141998912	1.0	0.2267641873110864	higher_better	0.15797344701248625
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	GEARS	GEARS	directional_response_recovery	0.1485549406302287	0.0983630719414652	0.2222824386831517	1.0	0.1485549406302287	higher_better	0.11437201309524915
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	GEARS	GEARS	endpoint_anchor_separation	0.6190476190476191	0.2857142857142857	0.9047619047619048	1.0	0.6190476190476191	higher_better	0.1500381004490274
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	GEARS	GEARS	target_identity_preservation	0.0957375941622403	NA	NA	1.0	0.0957375941622403	higher_better	0.20253801164470556
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	GEARS	GEARS	excess_output_homogenization	0.4887175480278347	NA	NA	-1.0	-0.4887175480278347	higher_is_warning	-0.37813054410649094
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	total_shift_endpoint_alignment	-0.1224595993689141	-0.376928059942909	0.1425381756421083	1.0	-0.1224595993689141	higher_better	-1.0925634074507102
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	directional_response_recovery	0.1321248955352351	0.0930618070943934	0.2117718382533243	1.0	0.1321248955352351	higher_better	-0.03187217672359548
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	endpoint_anchor_separation	0.3571428571428571	0.0714285714285714	0.6904761904761905	1.0	0.3571428571428571	higher_better	-0.7783226460793299
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	target_identity_preservation	0.0857608567407805	NA	NA	1.0	0.0857608567407805	higher_better	0.1288666600596236
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	excess_output_homogenization	0.4573747436095625	NA	NA	-1.0	-0.4573747436095625	higher_is_warning	-0.28756186238974146
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	total_shift_endpoint_alignment	-0.0136451678239205	-0.335189653325688	0.2851270194389569	1.0	-0.0136451678239205	higher_better	-0.7029093743216147
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	directional_response_recovery	0.0594992282090922	-0.0394832281970908	0.1208538262653722	1.0	0.0594992282090922	higher_better	-0.6783148259529062
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	endpoint_anchor_separation	0.3571428571428571	0.0476190476190476	0.7142857142857143	1.0	0.3571428571428571	higher_better	-0.7783226460793299
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	target_identity_preservation	0.042451032975142	NA	NA	1.0	0.042451032975142	higher_better	-0.19094663349896632
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	excess_output_homogenization	-0.0332837092477848	NA	NA	-1.0	0.0332837092477848	higher_is_warning	1.1302528505324765
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	total_shift_endpoint_alignment	0.0313376311888344	-0.282791884308144	0.3437834640852891	1.0	0.0313376311888344	higher_better	-0.541830289425528
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	directional_response_recovery	0.0249293603874132	-0.0023164397868879	0.0742095639369044	1.0	0.0249293603874132	higher_better	-0.9860219735897984
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	endpoint_anchor_separation	0.5	0.1666666666666666	0.8333333333333334	1.0	0.5	higher_better	-0.27194405706386227
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	target_identity_preservation	-0.0123767880352373	NA	NA	1.0	-0.0123767880352373	higher_better	-0.5958124235528629
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	excess_output_homogenization	-0.0500949502556877	NA	NA	-1.0	0.0500949502556877	higher_is_warning	1.1788308882788596
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	total_shift_endpoint_alignment	0.0516897459092583	-0.2462057597919364	0.3343493546781959	1.0	0.0516897459092583	higher_better	-0.46895132042369914
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	directional_response_recovery	0.0167422380741815	-0.0690808690039222	0.1056974363139592	1.0	0.0167422380741815	higher_better	-1.0588957279053717
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	endpoint_anchor_separation	0.1428571428571428	0.0	0.4285714285714285	1.0	0.1428571428571428	higher_better	-1.5378905296025311
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	target_identity_preservation	-0.0130078453255117	NA	NA	1.0	-0.0130078453255117	higher_better	-0.6004723480891281
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	excess_output_homogenization	-0.039804864532096	NA	NA	-1.0	0.039804864532096	higher_is_warning	1.1490964877988972
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	scGen	scGen	total_shift_endpoint_alignment	0.4864271055196764	0.224716516037943	0.6812462245191961	1.0	0.4864271055196764	higher_better	1.0878014293625224
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	scGen	scGen	directional_response_recovery	0.4055027170623536	0.3312347614399656	0.6504381359038878	1.0	0.4055027170623536	higher_better	2.4014697765408193
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	scGen	scGen	endpoint_anchor_separation	1.0	1.0	1.0	1.0	1.0	higher_better	1.500381004490274
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	scGen	scGen	target_identity_preservation	0.4312415061854633	NA	NA	1.0	0.4312415061854633	higher_better	2.680003902214036
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	scGen	scGen	excess_output_homogenization	0.7364328008556157	NA	NA	-1.0	-0.7364328008556157	higher_is_warning	-1.0939326015849262
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	total_shift_endpoint_alignment	0.4732444857575836	0.196437054631829	0.6789470339265176	1.0	0.4732444857575836	higher_better	1.0405957335317924
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	directional_response_recovery	0.0717241140126061	0.0178158799787485	0.1473212986637926	1.0	0.0717241140126061	higher_better	-0.5695008507248313
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	endpoint_anchor_separation	0.7857142857142857	0.4761904761904761	1.0	1.0	0.7857142857142857	higher_better	0.7408131209670726
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	target_identity_preservation	-0.0143393828576987	NA	NA	1.0	-0.0143393828576987	higher_better	-0.6103048379641725
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	excess_output_homogenization	0.1448758057113064	NA	NA	-1.0	-0.1448758057113064	higher_is_warning	0.6154401940194033
