target_gene	expected_axis	architecture_role	cosine_similarity	l2_distance	top20_overlap_fraction
ARID1A	chromatin remodeling	canonical_backbone	0.0	0.2688712784412628	0.45
BMPR1A	TGF-beta / BMP signaling	context_deviation	0.0	0.25195979619969716	0.65
CDKN2A	cell cycle / replication	context_deviation	0.0	0.15410870396900422	0.55
COMMD6	NF-κB / copper signaling	context_deviation	0.0	0.4004885692732571	0.45
ENY2	transcription / chromatin	canonical_backbone	0.0	0.7227454677992012	0.5
ERC1	synaptic / signaling	context_deviation	0.0	0.15653733067563497	0.45
ETV3	transcription regulation	context_deviation	0.0	0.1740043215464304	0.35
GON4L	transcription regulation	context_deviation	0.0	0.25707107996200035	0.45
HDGF	growth factor / proliferation	context_deviation	0.0	0.42962753896387834	0.4
HLX	transcription regulation	context_deviation	0.0	0.1523967550181251	0.5
KLF3	transcription regulation	context_deviation	0.0	0.20311407361767403	0.4
LAMTOR5	mTOR / lysosome / signaling	shift_excess	0.0	0.5526408290413128	0.45
MAML3	transcription regulation	context_deviation	0.0	0.13436616443167704	0.4
MIER1	transcription regulation	context_deviation	0.0	0.3324632857261194	0.5
MTDH	signaling / oncogene	context_deviation	0.0	0.743097496021889	0.45
MYBL1	transcription regulation	context_deviation	0.0	0.4452787693883617	0.4
NCOA1	nuclear receptor / co-activator	context_deviation	0.0	0.12398291870418209	0.4
NPM1	ribosome biogenesis / nucleolar	context_deviation	0.0	1.6149969298884637	0.5
PA2G4	growth / proliferation	context_deviation	0.0	0.9931797557905168	0.55
PARK7	oxidative stress / mitochondrial	context_deviation	0.0	1.0705967316527991	0.45
PCBD1	metabolism / transcription	context_deviation	0.0	0.32515937306369896	0.35
PEX14	peroxisome / metabolism	context_deviation	0.0	0.20979201529749517	0.5
PFDN5	proteostasis / chaperone	context_deviation	0.0	0.9581015414504783	0.55
PMF1	transcription regulation	context_deviation	0.0	0.5081380428171315	0.3
PRDX2	oxidative stress / antioxidant	context_deviation	0.0	0.6223894253531942	0.45
PRPF6	RNA processing / spliceosome	canonical_backbone	0.0	0.5349938290589119	0.55
RORC	nuclear receptor / metabolism	context_deviation	0.0	0.13660591038756498	0.3
RPS3	ribosomal / translation	canonical_backbone	0.0	1.1111548400000688	0.5
RUVBL2	chromatin remodeling	canonical_backbone	0.0	0.67799504374013	0.5
SMAD1	TGF-beta / BMP signaling	context_deviation	0.0	0.16292780153452172	0.45
STAT3	JAK-STAT signaling	context_deviation	0.0	0.26351192532344425	0.35
TAB3	NF-κB / MAPK signaling	context_deviation	0.0	0.17655622063357845	0.45
TADA3	transcription / chromatin	canonical_backbone	0.0	0.5223770774879363	0.55
THAP8	transcription regulation	context_deviation	0.0	0.1896153969639016	0.4
THRA	nuclear receptor / metabolism	context_deviation	0.0	0.21824728804926108	0.5
TMF1	transcription regulation	context_deviation	0.0	0.220602772598931	0.4
TMSB4X	cytoskeleton / cell motility	context_deviation	0.0	0.9597678558169462	0.4
UBP1	transcription regulation	context_deviation	0.0	0.16837861185523326	0.5
VEZF1	transcription regulation	context_deviation	0.0	0.2905778943669516	0.4
XBP1	ER stress / UPR	context_deviation	0.0	0.3105469418080749	0.5
YBX1	RNA processing / transcription	context_deviation	0.0	1.4790985371439562	0.55
ZBTB17	transcription regulation	context_deviation	0.0	0.47742903208923165	0.4
ZBTB20	transcription regulation	context_deviation	0.0	0.10656090846699229	0.4
ZBTB5	transcription regulation	context_deviation	0.0	0.16108850899950797	0.5
ZNF131	transcription regulation	context_deviation	0.0	0.35524524225665494	0.45
ZNF24	transcription regulation	context_deviation	0.0	0.16350716093819784	0.4
ZNF566	transcription regulation	context_deviation	0.0	0.16928767767545072	0.55
