panel	panel_title	target	ctrl_x	ctrl_y	pert_x	pert_y	n_ctrl	n_pert	is_highlighted
a	HCC38	ARID1A	0.08928807079792023	0.06791682541370392	-0.42979979515075684	-1.1175568103790283	1666	365	False
a	HCC38	BMPR1A	0.08928807079792023	0.06791682541370392	0.0335940457880497	0.2631921172142029	1666	212	False
a	HCC38	CDKN2A	0.08928807079792023	0.06791682541370392	-0.26967453956604004	0.4184521436691284	1666	399	False
a	HCC38	COMMD6	0.08928807079792023	0.06791682541370392	0.07445023208856583	-0.05357611924409866	1666	395	False
a	HCC38	ENY2	0.08928807079792023	0.06791682541370392	-0.6138110160827637	-0.5118027329444885	1666	93	False
a	HCC38	ERC1	0.08928807079792023	0.06791682541370392	0.14900174736976624	-0.15340112149715424	1666	433	False
a	HCC38	ETV3	0.08928807079792023	0.06791682541370392	0.08531923592090607	0.5151799917221069	1666	244	False
a	HCC38	GON4L	0.08928807079792023	0.06791682541370392	0.3685990273952484	0.15388581156730652	1666	167	False
a	HCC38	HDGF	0.08928807079792023	0.06791682541370392	0.25780802965164185	0.228423073887825	1666	254	False
a	HCC38	HLX	0.08928807079792023	0.06791682541370392	0.15338262915611267	0.24655678868293762	1666	289	False
a	HCC38	KLF3	0.08928807079792023	0.06791682541370392	-0.18752506375312805	-0.013657339848577976	1666	236	False
a	HCC38	LAMTOR5	0.08928807079792023	0.06791682541370392	-0.5106329917907715	0.468235045671463	1666	157	False
a	HCC38	MAML3	0.08928807079792023	0.06791682541370392	0.07785731554031372	0.06488050520420074	1666	423	False
a	HCC38	MIER1	0.08928807079792023	0.06791682541370392	-0.7073548436164856	-0.054463643580675125	1666	267	False
a	HCC38	MTDH	0.08928807079792023	0.06791682541370392	0.7227169871330261	-0.500389575958252	1666	282	False
a	HCC38	MYBL1	0.08928807079792023	0.06791682541370392	0.24564050137996674	0.2465769499540329	1666	220	False
a	HCC38	NCOA1	0.08928807079792023	0.06791682541370392	0.05810853838920593	-0.17188560962677002	1666	389	False
a	HCC38	NPM1	0.08928807079792023	0.06791682541370392	-1.5002018213272095	-1.6129953861236572	1666	80	False
a	HCC38	PA2G4	0.08928807079792023	0.06791682541370392	-0.7733156681060791	-0.6422086358070374	1666	194	False
a	HCC38	PARK7	0.08928807079792023	0.06791682541370392	0.0871274322271347	0.33043408393859863	1666	254	False
a	HCC38	PCBD1	0.08928807079792023	0.06791682541370392	0.16628019511699677	0.05690589174628258	1666	428	False
a	HCC38	PEX14	0.08928807079792023	0.06791682541370392	0.5675464272499084	0.14234434068202972	1666	439	False
a	HCC38	PFDN5	0.08928807079792023	0.06791682541370392	-0.716020405292511	0.3210374712944031	1666	67	True
a	HCC38	PMF1	0.08928807079792023	0.06791682541370392	0.196130633354187	0.16162119805812836	1666	94	False
a	HCC38	PRDX2	0.08928807079792023	0.06791682541370392	-0.46570295095443726	0.5330857038497925	1666	302	False
a	HCC38	PRPF6	0.08928807079792023	0.06791682541370392	-0.4589306116104126	0.6383200287818909	1666	25	True
a	HCC38	RORC	0.08928807079792023	0.06791682541370392	0.23294031620025635	-0.38826441764831543	1666	296	False
a	HCC38	RPS3	0.08928807079792023	0.06791682541370392	0.6345797777175903	0.28901854157447815	1666	69	False
a	HCC38	RUVBL2	0.08928807079792023	0.06791682541370392	0.07398444414138794	-0.12062543630599976	1666	95	False
a	HCC38	SMAD1	0.08928807079792023	0.06791682541370392	-0.059359267354011536	0.6531835794448853	1666	321	False
a	HCC38	STAT3	0.08928807079792023	0.06791682541370392	0.31825950741767883	-0.5469404458999634	1666	394	False
a	HCC38	TAB3	0.08928807079792023	0.06791682541370392	0.959906816482544	0.039266131818294525	1666	246	False
a	HCC38	TADA3	0.08928807079792023	0.06791682541370392	-0.3366478979587555	0.7451708316802979	1666	177	False
a	HCC38	THAP8	0.08928807079792023	0.06791682541370392	0.28483089804649353	0.06369470804929733	1666	276	False
a	HCC38	THRA	0.08928807079792023	0.06791682541370392	-0.22961950302124023	0.1793043613433838	1666	266	False
a	HCC38	TMF1	0.08928807079792023	0.06791682541370392	-1.235638976097107	0.28105276823043823	1666	206	False
a	HCC38	TMSB4X	0.08928807079792023	0.06791682541370392	0.5470256209373474	-0.1946858912706375	1666	352	False
a	HCC38	UBP1	0.08928807079792023	0.06791682541370392	0.009420779533684254	0.5100252628326416	1666	371	False
a	HCC38	VEZF1	0.08928807079792023	0.06791682541370392	-0.359517902135849	-0.37342801690101624	1666	226	False
a	HCC38	XBP1	0.08928807079792023	0.06791682541370392	-0.20219121873378754	0.14062929153442383	1666	394	False
a	HCC38	YBX1	0.08928807079792023	0.06791682541370392	-0.2467910349369049	-0.009241903200745583	1666	177	False
a	HCC38	ZBTB17	0.08928807079792023	0.06791682541370392	0.42185816168785095	0.4736536741256714	1666	139	False
a	HCC38	ZBTB20	0.08928807079792023	0.06791682541370392	-0.48051947355270386	-0.48024243116378784	1666	471	False
a	HCC38	ZBTB5	0.08928807079792023	0.06791682541370392	0.01846260577440262	-0.07333660125732422	1666	363	False
a	HCC38	ZNF131	0.08928807079792023	0.06791682541370392	0.013570084236562252	-2.107463836669922	1666	118	False
a	HCC38	ZNF24	0.08928807079792023	0.06791682541370392	-0.2268574833869934	0.3622501790523529	1666	472	False
a	HCC38	ZNF566	0.08928807079792023	0.06791682541370392	0.2636580169200897	-0.30002933740615845	1666	372	False
b	HCC1143	ARID1A	-0.3655226230621338	0.05977921932935715	0.5865873098373413	0.019688356667757034	1325	195	False
b	HCC1143	BMPR1A	-0.3655226230621338	0.05977921932935715	-0.2807280123233795	-0.20130762457847595	1325	93	False
b	HCC1143	CDKN2A	-0.3655226230621338	0.05977921932935715	-0.6489430069923401	0.08375454694032669	1325	169	False
b	HCC1143	COMMD6	-0.3655226230621338	0.05977921932935715	0.5422882437705994	0.4126119315624237	1325	324	False
b	HCC1143	ENY2	-0.3655226230621338	0.05977921932935715	1.145508885383606	-0.845226526260376	1325	161	False
b	HCC1143	ERC1	-0.3655226230621338	0.05977921932935715	1.0984222888946533	0.6348491311073303	1325	412	False
b	HCC1143	ETV3	-0.3655226230621338	0.05977921932935715	-0.7396557927131653	0.16675251722335815	1325	187	False
b	HCC1143	GON4L	-0.3655226230621338	0.05977921932935715	-1.4677700996398926	-0.6247241497039795	1325	115	False
b	HCC1143	HDGF	-0.3655226230621338	0.05977921932935715	-0.6371235847473145	0.13958287239074707	1325	319	False
b	HCC1143	HLX	-0.3655226230621338	0.05977921932935715	-0.7611712217330933	-0.29107972979545593	1325	213	False
b	HCC1143	KLF3	-0.3655226230621338	0.05977921932935715	-0.49691349267959595	-0.5756613612174988	1325	223	False
b	HCC1143	LAMTOR5	-0.3655226230621338	0.05977921932935715	2.0951380729675293	0.9750735759735107	1325	274	False
b	HCC1143	MAML3	-0.3655226230621338	0.05977921932935715	0.504673421382904	-0.045328788459300995	1325	341	False
b	HCC1143	MIER1	-0.3655226230621338	0.05977921932935715	0.4623614251613617	-0.8090410828590393	1325	254	False
b	HCC1143	MTDH	-0.3655226230621338	0.05977921932935715	-0.30749136209487915	-0.24031005799770355	1325	290	False
b	HCC1143	MYBL1	-0.3655226230621338	0.05977921932935715	-0.6691122055053711	-1.687714695930481	1325	142	False
b	HCC1143	NCOA1	-0.3655226230621338	0.05977921932935715	0.02883991040289402	0.2940846383571625	1325	334	False
b	HCC1143	NPM1	-0.3655226230621338	0.05977921932935715	-1.1599363088607788	-1.625152826309204	1325	125	False
b	HCC1143	PA2G4	-0.3655226230621338	0.05977921932935715	-0.33699342608451843	-0.24167057871818542	1325	154	False
b	HCC1143	PARK7	-0.3655226230621338	0.05977921932935715	0.9979143738746643	-0.5202436447143555	1325	215	False
b	HCC1143	PCBD1	-0.3655226230621338	0.05977921932935715	0.11429328471422195	0.23753845691680908	1325	214	False
b	HCC1143	PEX14	-0.3655226230621338	0.05977921932935715	0.1484570950269699	0.6132252216339111	1325	282	False
b	HCC1143	PFDN5	-0.3655226230621338	0.05977921932935715	-1.5244306325912476	-1.7189335823059082	1325	57	True
b	HCC1143	PMF1	-0.3655226230621338	0.05977921932935715	-2.0958755016326904	-2.5499677658081055	1325	40	False
b	HCC1143	PRDX2	-0.3655226230621338	0.05977921932935715	-0.3470066487789154	-0.8117533922195435	1325	186	False
b	HCC1143	PRPF6	-0.3655226230621338	0.05977921932935715	-3.344395399093628	-1.8367342948913574	1325	23	True
b	HCC1143	RORC	-0.3655226230621338	0.05977921932935715	-0.3121396005153656	0.0075438423082232475	1325	230	False
b	HCC1143	RPS3	-0.3655226230621338	0.05977921932935715	-0.3798569440841675	-0.26522505283355713	1325	72	False
b	HCC1143	RUVBL2	-0.3655226230621338	0.05977921932935715	0.534885048866272	-3.1416847705841064	1325	51	False
b	HCC1143	SMAD1	-0.3655226230621338	0.05977921932935715	0.6263671517372131	0.21037690341472626	1325	299	False
b	HCC1143	STAT3	-0.3655226230621338	0.05977921932935715	-0.035453639924526215	0.07054927200078964	1325	305	False
b	HCC1143	TAB3	-0.3655226230621338	0.05977921932935715	1.4624139070510864	0.6154348850250244	1325	222	False
b	HCC1143	TADA3	-0.3655226230621338	0.05977921932935715	-2.9824721813201904	-0.8019828796386719	1325	133	False
b	HCC1143	THAP8	-0.3655226230621338	0.05977921932935715	-0.26026424765586853	0.36436712741851807	1325	335	False
b	HCC1143	THRA	-0.3655226230621338	0.05977921932935715	-0.8538249135017395	0.2686402499675751	1325	188	False
b	HCC1143	TMF1	-0.3655226230621338	0.05977921932935715	0.3501732051372528	-0.24431177973747253	1325	145	False
b	HCC1143	TMSB4X	-0.3655226230621338	0.05977921932935715	-0.6286869049072266	0.08800892531871796	1325	266	False
b	HCC1143	UBP1	-0.3655226230621338	0.05977921932935715	0.1697412133216858	-0.4234330356121063	1325	267	False
b	HCC1143	VEZF1	-0.3655226230621338	0.05977921932935715	-1.3637151718139648	-0.13968020677566528	1325	255	False
b	HCC1143	XBP1	-0.3655226230621338	0.05977921932935715	0.04533331096172333	0.5080881714820862	1325	314	False
b	HCC1143	YBX1	-0.3655226230621338	0.05977921932935715	0.9609185457229614	0.09016966074705124	1325	177	False
b	HCC1143	ZBTB17	-0.3655226230621338	0.05977921932935715	-0.2269710749387741	-2.7520382404327393	1325	75	False
b	HCC1143	ZBTB20	-0.3655226230621338	0.05977921932935715	0.04506029933691025	0.20621460676193237	1325	315	False
b	HCC1143	ZBTB5	-0.3655226230621338	0.05977921932935715	0.7311484217643738	0.5330368876457214	1325	212	False
b	HCC1143	ZNF131	-0.3655226230621338	0.05977921932935715	-1.5874361991882324	-1.5641200542449951	1325	43	False
b	HCC1143	ZNF24	-0.3655226230621338	0.05977921932935715	0.7211847901344299	0.5654345750808716	1325	462	False
b	HCC1143	ZNF566	-0.3655226230621338	0.05977921932935715	0.12919080257415771	0.66054767370224	1325	372	False
c	K562_7d	CREB1	-4.383339881896973	0.40383031964302063	-4.475834369659424	0.24310360848903656	5381	2713	False
c	K562_7d	E2F4	-4.383339881896973	0.40383031964302063	-4.24825382232666	0.44193142652511597	5381	1696	False
c	K562_7d	EGR1	-4.383339881896973	0.40383031964302063	-4.443841457366943	0.0716274082660675	5381	2275	False
c	K562_7d	ELF1	-4.383339881896973	0.40383031964302063	-4.437932968139648	0.32893916964530945	5381	4220	False
c	K562_7d	ELK1	-4.383339881896973	0.40383031964302063	-4.452069282531738	0.31181326508522034	5381	2733	False
