target_gene	expected_axis	architecture_role	cosine_similarity	l2_distance	top20_overlap_fraction
ARID1A	chromatin remodeling	canonical_backbone	0.179646420664018	0.3874844620994975	0.4
BMPR1A	TGF-beta / BMP signaling	context_deviation	0.1956948866870662	0.6952082570006884	0.5
CDKN2A	cell cycle / replication	context_deviation	-0.0325419466213838	0.9610023796459408	0.4
COMMD6	NF-κB / copper signaling	context_deviation	0.053344069901237016	0.8557219611941714	0.65
ENY2	transcription / chromatin	canonical_backbone	0.2722914964831624	0.7770702365932465	0.65
ERC1	synaptic / signaling	context_deviation	-0.2010279975642889	1.099351700267129	0.5
ETV3	transcription regulation	context_deviation	0.3707157972522136	0.28448933727354103	0.55
GON4L	transcription regulation	context_deviation	0.035054955637602865	0.33544369884649866	0.6
HDGF	growth factor / proliferation	context_deviation	0.11498975631880952	0.5838297676616933	0.55
HLX	transcription regulation	context_deviation	0.4103856847956756	0.62490500587986	0.6
KLF3	transcription regulation	context_deviation	0.07335863564046584	0.5772674091015142	0.5
LAMTOR5	mTOR / lysosome / signaling	shift_excess	0.19942618424828576	0.7423101869296195	0.65
MAML3	transcription regulation	context_deviation	-0.11098795689580127	0.9020834344308918	0.7
MIER1	transcription regulation	context_deviation	0.49597154804892185	0.3260860697022274	0.6
MTDH	signaling / oncogene	context_deviation	0.12437674770998772	1.1928113753844187	0.7
MYBL1	transcription regulation	context_deviation	0.10609652641932764	0.8772020944464033	0.65
NCOA1	nuclear receptor / co-activator	context_deviation	0.2963638042813649	0.8602825454741503	0.5
NPM1	ribosome biogenesis / nucleolar	context_deviation	-0.09869133665164517	1.9956714134112103	0.6
PA2G4	growth / proliferation	context_deviation	0.1742472050565116	1.295656866671642	0.75
PARK7	oxidative stress / mitochondrial	context_deviation	-0.055274892044460525	1.3291263723603097	0.7
PCBD1	metabolism / transcription	context_deviation	0.22373374055437073	0.4926250552157756	0.6
PEX14	peroxisome / metabolism	context_deviation	-0.19727908792573456	0.46212531391649486	0.5
PFDN5	proteostasis / chaperone	context_deviation	-0.11138289767362422	1.4086684814434303	0.7
PMF1	transcription regulation	context_deviation	0.025692908057846756	0.6255256791238798	0.5
PRDX2	oxidative stress / antioxidant	context_deviation	0.16565479341771136	1.3901221532444048	0.75
PRPF6	RNA processing / spliceosome	canonical_backbone	-0.04626965086546977	0.6112164701939858	0.7
RORC	nuclear receptor / metabolism	context_deviation	-0.02870251626204893	1.1844823380180978	0.55
RPS3	ribosomal / translation	canonical_backbone	0.3457234973784216	1.2535177216193645	0.55
RUVBL2	chromatin remodeling	canonical_backbone	0.5032074035410106	0.5893235433349335	0.8
SMAD1	TGF-beta / BMP signaling	context_deviation	0.4534604818493915	0.6297241889183306	0.6
STAT3	JAK-STAT signaling	context_deviation	0.22552653276497325	0.7189191337549069	0.45
TAB3	NF-κB / MAPK signaling	context_deviation	0.008070809026305501	0.3436952793074312	0.6
TADA3	transcription / chromatin	canonical_backbone	0.07887403170906636	0.6561893734669623	0.6
THAP8	transcription regulation	context_deviation	0.22885682065597207	0.43988271151921415	0.55
THRA	nuclear receptor / metabolism	context_deviation	0.20537221111924284	0.5273120936980644	0.6
TMF1	transcription regulation	context_deviation	0.09985833022018442	0.4856920021687041	0.6
TMSB4X	cytoskeleton / cell motility	context_deviation	-0.16908945293261288	1.107491394848999	0.6
UBP1	transcription regulation	context_deviation	-0.17466747694521423	0.3233582647848351	0.6
VEZF1	transcription regulation	context_deviation	-0.09320229897971824	0.4122391828422543	0.5
XBP1	ER stress / UPR	context_deviation	0.0991283839262587	1.0207568393908903	0.45
YBX1	RNA processing / transcription	context_deviation	0.21911959143600665	1.8220709285808412	0.5
ZBTB17	transcription regulation	context_deviation	-0.02803957971211462	0.5736394399305548	0.7
ZBTB20	transcription regulation	context_deviation	0.19887799852041596	1.0099839893682023	0.55
ZBTB5	transcription regulation	context_deviation	0.08406032714486507	0.2484836266353549	0.65
ZNF131	transcription regulation	context_deviation	0.11861655399491815	0.6343609875679219	0.55
ZNF24	transcription regulation	context_deviation	-0.19003901599241804	0.32661722262831744	0.55
ZNF566	transcription regulation	context_deviation	-0.09529613094214115	0.3277284180289788	0.4
