target_gene	expected_axis	architecture_role	cosine_similarity	l2_distance	top20_overlap_fraction
ARID1A	chromatin remodeling	canonical_backbone	0.30262695151626373	0.5674436934389441	0.7
BMPR1A	TGF-beta / BMP signaling	context_deviation	-0.3118862065666354	0.7256012165226218	0.65
CDKN2A	cell cycle / replication	context_deviation	-0.050986586675096236	0.4871593088032038	0.45
COMMD6	NF-κB / copper signaling	context_deviation	-0.13639941185631385	0.9226958521098843	0.65
ENY2	transcription / chromatin	canonical_backbone	0.11975459809050891	0.7786608020933136	0.75
ERC1	synaptic / signaling	context_deviation	-0.02252894601079252	0.4834478044306986	0.75
ETV3	transcription regulation	context_deviation	0.21060299941545207	0.47672244193403174	0.55
GON4L	transcription regulation	context_deviation	-0.32388345994738954	0.9633747374492304	0.4
HDGF	growth factor / proliferation	context_deviation	-0.24944241332825917	0.5899133865684525	0.45
HLX	transcription regulation	context_deviation	-0.25983269469431036	0.8948541029042169	0.7
KLF3	transcription regulation	context_deviation	-0.4349845828636707	1.326983804597644	0.6
LAMTOR5	mTOR / lysosome / signaling	shift_excess	-0.10739736211619809	0.7227852471322691	0.7
MAML3	transcription regulation	context_deviation	-0.18863255250042366	0.4739828524655419	0.7
MIER1	transcription regulation	context_deviation	0.499141876205286	0.45202208271167993	0.65
MTDH	signaling / oncogene	context_deviation	-0.01908323153304579	1.147212471414552	0.6
MYBL1	transcription regulation	context_deviation	0.2237216532432638	0.7565189261961097	0.7
NCOA1	nuclear receptor / co-activator	context_deviation	0.2474560048095173	0.8029093294196183	0.5
NPM1	ribosome biogenesis / nucleolar	context_deviation	0.10228847736815516	1.6328733172618795	0.5
PA2G4	growth / proliferation	context_deviation	0.14797237835218718	1.160261322008665	0.55
PARK7	oxidative stress / mitochondrial	context_deviation	0.04658557818407528	1.2195760675154854	0.6
PCBD1	metabolism / transcription	context_deviation	0.05320821424418194	0.8562719802277066	0.55
PEX14	peroxisome / metabolism	context_deviation	0.0911767369355152	0.5738960203845761	0.6
PFDN5	proteostasis / chaperone	context_deviation	0.1071461284330931	1.1584826721000714	0.6
PMF1	transcription regulation	context_deviation	0.45664032593883164	0.4854153548886485	0.55
PRDX2	oxidative stress / antioxidant	context_deviation	0.0003769660044263556	0.9124101022196683	0.65
PRPF6	RNA processing / spliceosome	canonical_backbone	0.4876228295450456	0.5305198526748854	0.65
RORC	nuclear receptor / metabolism	context_deviation	-0.0009153123853434708	0.7560278647418245	0.45
RPS3	ribosomal / translation	canonical_backbone	-0.006572462820048735	1.2740186471813961	0.65
RUVBL2	chromatin remodeling	canonical_backbone	0.27895701986374916	1.0009622112496808	0.65
SMAD1	TGF-beta / BMP signaling	context_deviation	0.277622072637794	0.8607443347606805	0.5
STAT3	JAK-STAT signaling	context_deviation	0.17170832258778193	0.4631830226129422	0.65
TAB3	NF-κB / MAPK signaling	context_deviation	-0.24871780893604067	0.5660312539308496	0.6
TADA3	transcription / chromatin	canonical_backbone	-0.02223932696301408	0.8339429272664279	0.45
THAP8	transcription regulation	context_deviation	0.12098968722746276	0.3072691606466983	0.5
THRA	nuclear receptor / metabolism	context_deviation	0.31624360870975293	0.4176742378552331	0.55
TMF1	transcription regulation	context_deviation	-0.038819305977408125	0.40997395819072224	0.55
TMSB4X	cytoskeleton / cell motility	context_deviation	-0.004209218432641683	1.1324728425677604	0.45
UBP1	transcription regulation	context_deviation	-0.17280322826476927	0.47313372935319886	0.65
VEZF1	transcription regulation	context_deviation	-0.16543376693184136	0.6705176274925921	0.55
XBP1	ER stress / UPR	context_deviation	-0.0471434529522457	0.7534009760848079	0.6
YBX1	RNA processing / transcription	context_deviation	0.13020278668158594	1.5452089844930783	0.5
ZBTB17	transcription regulation	context_deviation	-0.01817797976410846	0.541141424106312	0.5
ZBTB20	transcription regulation	context_deviation	0.0013638576105481444	0.30451646488638884	0.6
ZBTB5	transcription regulation	context_deviation	0.16319126281619917	0.4079483658206613	0.5
ZNF131	transcription regulation	context_deviation	0.151767462595391	0.4310872401360213	0.75
ZNF24	transcription regulation	context_deviation	-0.07806548584290936	0.4254943713610502	0.6
ZNF566	transcription regulation	context_deviation	-0.18732804925634783	0.3607528320549078	0.5
