target_gene	fine_axis	projected_signed_mean	projected_mean_abs	projected_l2	n_axis_genes	n_projected_genes	gene_coverage	architecture_role	confidence	expected_axis	is_expected_axis
ARID1A	ER stress / UPR	0.0613508870837324	0.0613508870837324	0.0613508870837324	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	JAK-STAT signaling	0.0011563517834457	0.0011563517834457	0.0011563517834457	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	NF-κB / MAPK signaling	0.032290324410969	0.032290324410969	0.032290324410969	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	NF-κB / copper signaling	-0.0645442837886529	0.0645442837886529	0.0645442837886529	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	RNA processing / spliceosome	-0.0480639681273247	0.0480639681273247	0.0480639681273247	1	1	1.0	canonical_backbone	high	chromatin remodeling	False
ARID1A	RNA processing / transcription	-0.0914988214181402	0.0914988214181402	0.0914988214181402	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	TGF-beta / BMP signaling	0.0007843599074602	0.0134276589111696	0.019021947550087678	2	2	1.0	context_deviation	moderate	chromatin remodeling	False
ARID1A	cell cycle / replication	-0.0311938621506187	0.0311938621506187	0.0311938621506187	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	chromatin remodeling	-0.0334281207722199	0.0334281207722199	0.059554584839695245	2	2	1.0	canonical_backbone	high	chromatin remodeling	True
ARID1A	cytoskeleton / cell motility	-0.0241306162372274	0.0241306162372274	0.0241306162372274	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	growth / proliferation	-0.1158517934178509	0.1158517934178509	0.1158517934178509	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	growth factor / proliferation	-0.0425472596024819	0.0425472596024819	0.0425472596024819	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	mTOR / lysosome / signaling	0.1052304060276663	0.1052304060276663	0.1052304060276663	1	1	1.0	shift_excess	moderate	chromatin remodeling	False
ARID1A	metabolism / transcription	-0.0090356558949231	0.0090356558949231	0.0090356558949231	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	nuclear receptor / co-activator	0.0046575482153381	0.0046575482153381	0.0046575482153381	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	nuclear receptor / metabolism	0.019334372281812402	0.0304134820512747	0.050966613425161456	2	2	1.0	context_deviation	moderate	chromatin remodeling	False
ARID1A	oxidative stress / antioxidant	-0.0188707590730998	0.0188707590730998	0.0188707590730998	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	oxidative stress / mitochondrial	-0.0527305109885614	0.0527305109885614	0.0527305109885614	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	peroxisome / metabolism	0.0205872206837211	0.0205872206837211	0.0205872206837211	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	proteostasis / chaperone	0.0560072597998138	0.0560072597998138	0.0560072597998138	1	1	1.0	context_deviation	provisional	chromatin remodeling	False
ARID1A	ribosomal / translation	-0.1096838971995413	0.1096838971995413	0.1096838971995413	1	1	1.0	canonical_backbone	high	chromatin remodeling	False
