target_gene	expected_axis	architecture_role	cosine_similarity	l2_distance	top20_overlap_fraction
ARID1A	chromatin remodeling	canonical_backbone	-0.4920282213094942	0.5789811796786654	0.6
BMPR1A	TGF-beta / BMP signaling	context_deviation	0.09059284936235487	0.355737650413892	0.6
CDKN2A	cell cycle / replication	context_deviation	-0.03534855579270897	0.352675564588429	0.45
COMMD6	NF-κB / copper signaling	context_deviation	-0.10023401162927734	0.36246123170120303	0.55
ENY2	transcription / chromatin	canonical_backbone	0.2993097340580151	0.6393712047128257	0.5
ERC1	synaptic / signaling	context_deviation	0.02510650023390282	0.3999862091026818	0.5
ETV3	transcription regulation	context_deviation	-0.2525309159600883	0.5127827460778225	0.35
GON4L	transcription regulation	context_deviation	-0.22894741067555294	0.48862060426176523	0.45
HDGF	growth factor / proliferation	context_deviation	0.21357601027299433	0.6579066662886256	0.4
HLX	transcription regulation	context_deviation	0.0939392196200471	0.32345494785136486	0.45
KLF3	transcription regulation	context_deviation	0.2732871621148915	0.35811159631071793	0.6
LAMTOR5	mTOR / lysosome / signaling	shift_excess	0.2380895089970971	0.8266643397893634	0.55
MAML3	transcription regulation	context_deviation	0.1320544874307876	0.4883404412878202	0.55
MIER1	transcription regulation	context_deviation	-0.408141230232657	0.48108279019424666	0.6
MTDH	signaling / oncogene	context_deviation	0.4224172364204094	0.8149485969086679	0.5
MYBL1	transcription regulation	context_deviation	0.13837989222332847	0.3803887658410201	0.45
NCOA1	nuclear receptor / co-activator	context_deviation	0.026252274180085314	0.4187734660139176	0.4
NPM1	ribosome biogenesis / nucleolar	context_deviation	0.17894296284550815	1.1587834289731485	0.45
PA2G4	growth / proliferation	context_deviation	0.20551959312016072	0.9019761076635064	0.45
PARK7	oxidative stress / mitochondrial	context_deviation	0.07205587979225789	0.9852567831972361	0.45
PCBD1	metabolism / transcription	context_deviation	0.22735291391434467	0.40442289591671504	0.45
PEX14	peroxisome / metabolism	context_deviation	0.2672427532860222	0.35043446208739254	0.5
PFDN5	proteostasis / chaperone	context_deviation	0.29232338711766326	0.7783770502662313	0.45
PMF1	transcription regulation	context_deviation	0.4511783783123628	0.3762211550371389	0.5
PRDX2	oxidative stress / antioxidant	context_deviation	0.1460964764907948	0.7963263658790123	0.5
PRPF6	RNA processing / spliceosome	canonical_backbone	-0.014486824321271477	0.6466363623193359	0.6
RORC	nuclear receptor / metabolism	context_deviation	0.21333562211200424	0.42311900640647176	0.5
RPS3	ribosomal / translation	canonical_backbone	0.1632184394829764	0.9147880199880097	0.45
RUVBL2	chromatin remodeling	canonical_backbone	0.47911941729990365	0.503485292753465	0.7
SMAD1	TGF-beta / BMP signaling	context_deviation	0.16952136071216445	0.3773448285805685	0.5
STAT3	JAK-STAT signaling	context_deviation	0.04439623156974658	0.5255599244068011	0.45
TAB3	NF-κB / MAPK signaling	context_deviation	0.2984092100635824	0.2613366844704655	0.55
TADA3	transcription / chromatin	canonical_backbone	-0.08187989812801062	0.6388560493262234	0.6
THAP8	transcription regulation	context_deviation	0.3079036930984708	0.3538190086930366	0.45
THRA	nuclear receptor / metabolism	context_deviation	0.05373620851114968	0.5736459555534456	0.3
TMF1	transcription regulation	context_deviation	-0.1718395452564132	0.4761118285031007	0.6
TMSB4X	cytoskeleton / cell motility	context_deviation	0.030056221568340057	0.915791261491531	0.5
UBP1	transcription regulation	context_deviation	-0.07542678278286745	0.40216306741976926	0.55
VEZF1	transcription regulation	context_deviation	0.09605621900811019	0.5611226522235164	0.45
XBP1	ER stress / UPR	context_deviation	-0.04356573677700115	0.47595457108909084	0.55
YBX1	RNA processing / transcription	context_deviation	0.78090128029287	1.1235368788799216	0.7
ZBTB17	transcription regulation	context_deviation	0.2879388496293317	0.40643006368394063	0.5
ZBTB20	transcription regulation	context_deviation	0.2605105091488943	0.3420556367771551	0.65
ZBTB5	transcription regulation	context_deviation	0.29837255447633526	0.3786684894577647	0.35
ZNF131	transcription regulation	context_deviation	0.1444548166125343	0.5107584438324543	0.4
ZNF24	transcription regulation	context_deviation	-0.03761243863894629	0.44063739791301043	0.6
ZNF566	transcription regulation	context_deviation	0.21497884448421992	0.33308840358131714	0.45
