path	figure_group	bytes	sha256
figures/Extended_Data_Figure_1/Extended_Data_Figure_1_source_data.tsv	Extended_Data_Figure_1	1267190	f7fe939f2557800b2c58e3cbf80360a7ed648858d488b5f205b2a45135ea74bd
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_a_source_data.tsv	Extended_Data_Figure_1	902	fd0cf2f4988b46af9375d243c3c4909378d637b16043cb57fbaf2ff6b60a4202
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_b_source_data.tsv	Extended_Data_Figure_1	968280	1a54577a2c08548f0a7a333e6bcdf039342f93ae67b914c4c175023b2c9db525
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_c_source_data.tsv	Extended_Data_Figure_1	159690	88fef7262b3f46a38b38d8d0a2269e3e2e4c48c9d954892945c177b64b315f29
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_d_source_data.tsv	Extended_Data_Figure_1	736	165677cb7071977b344e698c63ab2017fb2e88afb766f1acdc85f0599ac11cb5
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_e_source_data.tsv	Extended_Data_Figure_1	745	42a1c88b39837e4ef4bd77073063a40a8d8f3cda3ebd19d6de5c220b8f4342a4
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_f_source_data.tsv	Extended_Data_Figure_1	76122	f8f3d32ebff1b8c3bf2c5ce161e67ba363d8fdbf627f3677e2ae3e9adb70a77e
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_g_source_data.tsv	Extended_Data_Figure_1	2048	945928e570eed2aef2f9b0f18d47b28713e478721df532d2962c9583a7173452
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_h_source_data.tsv	Extended_Data_Figure_1	2091	c878289849c17bad174b24e8b474bc2f433f3d37a74c5e84647e27a6e02d976a
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_i_source_data.tsv	Extended_Data_Figure_1	478	f38680d0152303c527ebcc22b5e18b9ef06ad9b292fa5fb5593ec428ab388c3c
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_j_source_data.tsv	Extended_Data_Figure_1	444	cbac44f81eced238719a59f8e34c3c91f46d734866a5b527282baf4bbeae90ac
figures/Extended_Data_Figure_1/panels/Extended_Data_Figure_1_panel_k_source_data.tsv	Extended_Data_Figure_1	79817	381688d61e37fa9f27c967577b76582acc3725be252faa9ffccd67c1a98e331c
figures/Extended_Data_Figure_2/Extended_Data_Figure_2_source_data.tsv	Extended_Data_Figure_2	22059	c0acb3d351353f56c61a9bad4e4d01174e0aed6d7ed546eaeef1bb761a880086
figures/Extended_Data_Figure_2/panels/Extended_Data_Figure_2_panel_a_source_data.tsv	Extended_Data_Figure_2	8133	924fbc0ccb289f9c0c49ca4007b1975e3f8d2e6639b855817c06ffef17920d63
figures/Extended_Data_Figure_2/panels/Extended_Data_Figure_2_panel_b_source_data.tsv	Extended_Data_Figure_2	4181	fa734c4aa2703d15497f5bbd6aa60a5827c072d05ebea9b2601d5b081caa5d97
figures/Extended_Data_Figure_2/panels/Extended_Data_Figure_2_panel_c_source_data.tsv	Extended_Data_Figure_2	2793	0b2ac0fb96d5c8f908ab7917195fc45f087d0247844291252301c3be22c8165b
figures/Extended_Data_Figure_2/panels/Extended_Data_Figure_2_panel_d_source_data.tsv	Extended_Data_Figure_2	847	5604ef67b7f09f8d5b5392d0f810de55abba2266fe5080ed6bfac19230980f1b
figures/Extended_Data_Figure_2/panels/Extended_Data_Figure_2_panel_e_source_data.tsv	Extended_Data_Figure_2	1051	9a77b66b8d7b5627ba451e0169880d68ffdbe2cad38ae413a8d0ed0d96fb52e5
figures/Extended_Data_Figure_2/panels/Extended_Data_Figure_2_panel_f_source_data.tsv	Extended_Data_Figure_2	2177	b877d2f56293dfaddcb27b9602cc3daef7b253c0caa557f90dfb7239a898da62
figures/Extended_Data_Figure_3/Extended_Data_Figure_3_source_data.tsv	Extended_Data_Figure_3	5359032	c5046ebda6be3b3e2afb460238600e67681190817950c76dfd5a42ef77b716eb
figures/Extended_Data_Figure_3/panels/Extended_Data_Figure_3_panel_a_source_data.tsv	Extended_Data_Figure_3	4164	8bf9c130c6226c1e2c154746e8e5a738862bbb7910b0a064003fc76a405f32bd
figures/Extended_Data_Figure_3/panels/Extended_Data_Figure_3_panel_b_source_data.tsv	Extended_Data_Figure_3	4184	ac5b2c8f9142618179632cabf41a4ab9f3d8b566433b4c94b92c611d3d8b6b4b
figures/Extended_Data_Figure_3/panels/Extended_Data_Figure_3_panel_c_source_data.tsv	Extended_Data_Figure_3	655658	600dfe3963a02cdd7c89bef7674e0d4340e32a0559cd1a6e8f7e93869ba35be8
figures/Extended_Data_Figure_3/panels/Extended_Data_Figure_3_panel_d_source_data.tsv	Extended_Data_Figure_3	3223878	26510811c8419ec2d0976dd1b700fd349094204c800be592508155fa285a3970
figures/Extended_Data_Figure_3/panels/Extended_Data_Figure_3_panel_e_source_data.tsv	Extended_Data_Figure_3	354409	ac9a8657b5e1c7aab640a49c9a7a8e3fcad4c3368fd6b5cf162587ade13e35a8
figures/Extended_Data_Figure_3/panels/Extended_Data_Figure_3_panel_f_source_data.tsv	Extended_Data_Figure_3	580589	0addb46190b4d8dc0ca9638c3ed6d8ac2cb044014656ee4dfa25a5d786ac2f32
figures/Extended_Data_Figure_3/panels/Extended_Data_Figure_3_panel_g_source_data.tsv	Extended_Data_Figure_3	3864	b933ee173a43f9e0640065bc32bf9ecde321c3848e11e10190edea903c34ca42
figures/Extended_Data_Figure_4/Extended_Data_Figure_4_source_data.tsv	Extended_Data_Figure_4	32034	10e0e8b219d19f73c1ccec0c4b9cbd34790ee2376afa4af7c45feb12dac29925
figures/Extended_Data_Figure_4/panels/Extended_Data_Figure_4_panel_a_source_data.tsv	Extended_Data_Figure_4	4059	e12202ad072580adae2b4c6194644be85b805b66740e65e51a831c366f5fb19f
figures/Extended_Data_Figure_4/panels/Extended_Data_Figure_4_panel_b_source_data.tsv	Extended_Data_Figure_4	1076	289213fcd81d80d0b06c6754c5ce871c4f5096455a598cc3d98990efd450697d
figures/Extended_Data_Figure_4/panels/Extended_Data_Figure_4_panel_c_source_data.tsv	Extended_Data_Figure_4	2376	9022368f0621178819c62cbbac8ccbd06d430295991a815b401d326fa9c3d932
figures/Extended_Data_Figure_4/panels/Extended_Data_Figure_4_panel_d_source_data.tsv	Extended_Data_Figure_4	993	983501d783cd3458a6464ca515c92ded330cce596c63bf858b67cdc2a5b733fe
figures/Extended_Data_Figure_4/panels/Extended_Data_Figure_4_panel_e_source_data.tsv	Extended_Data_Figure_4	5034	eb583d5df7b7625299d97e1e811d70d9ac72ae476d8347f87b3d20a050ccc372
figures/Extended_Data_Figure_4/panels/Extended_Data_Figure_4_panel_f_source_data.tsv	Extended_Data_Figure_4	14198	1f54c932b624d85858a62bd4974731feab52874cdf516722ec2d35f6d628719d
figures/Extended_Data_Figure_5/Extended_Data_Figure_5_source_data.tsv	Extended_Data_Figure_5	105752	5c95a3d6f20f9bc5ac947c2bfeedb41abae0437b6a471846dbb378fc3fbfdbf9
figures/Extended_Data_Figure_5/panels/Extended_Data_Figure_5_panel_a_source_data.tsv	Extended_Data_Figure_5	3237	f946950a3c2072df1573fcfa08557b903984e615d6a688540540949692659619
figures/Extended_Data_Figure_5/panels/Extended_Data_Figure_5_panel_b_source_data.tsv	Extended_Data_Figure_5	3538	31ee414ea9674d8aa7c96459bbf09104819268bf8e1ec233d3728f0077fab015
figures/Extended_Data_Figure_5/panels/Extended_Data_Figure_5_panel_c_source_data.tsv	Extended_Data_Figure_5	1746	27ef46d9511124b1dccc4263edfdf86cea8b1d62897bc1ba1e36904c3eeb5cd7
figures/Extended_Data_Figure_5/panels/Extended_Data_Figure_5_panel_d_source_data.tsv	Extended_Data_Figure_5	1313	3eb985ac6464963621a7b698f74558d78ef9d3fda672aa7b16b90ba6d6800036
figures/Extended_Data_Figure_5/panels/Extended_Data_Figure_5_panel_e_source_data.tsv	Extended_Data_Figure_5	8559	0d4fc2e19ebe9b86a6a8ad3241a826ba05d61a749315354139a0febc4589fc02
figures/Extended_Data_Figure_5/panels/Extended_Data_Figure_5_panel_f_source_data.tsv	Extended_Data_Figure_5	63529	db45118f75c2bfe029eec10f453a08482e7202f6b0e9520e032c30f14474182b
figures/Extended_Data_Figure_5/panels/Extended_Data_Figure_5_panel_g_source_data.tsv	Extended_Data_Figure_5	1461	a4e3bf483ce8ca272d05ce7701156d539157b1480c8df1e8131eda7cd778bbd2
figures/Extended_Data_Figure_6/Extended_Data_Figure_6_source_data.tsv	Extended_Data_Figure_6	46238	b5d4d0538c43e78ed85e72938f4eab9320500a5fbb865c1f854412656698dada
figures/Extended_Data_Figure_6/panels/Extended_Data_Figure_6_panel_a_source_data.tsv	Extended_Data_Figure_6	5152	b01fae40d937f404f0dce70adf9e33249054dc6dfa8a99f03e25582be31e707b
figures/Extended_Data_Figure_6/panels/Extended_Data_Figure_6_panel_b_source_data.tsv	Extended_Data_Figure_6	6136	31be620107c9504cc9ebaac83b2480d94f84ac982fa50f3938249df051c6ddc2
figures/Extended_Data_Figure_6/panels/Extended_Data_Figure_6_panel_c_source_data.tsv	Extended_Data_Figure_6	6017	f2d1f9315066b3c21e112edc58094d9220488aceb2690ac50cafa8a2e064b464
figures/Extended_Data_Figure_6/panels/Extended_Data_Figure_6_panel_d_source_data.tsv	Extended_Data_Figure_6	6136	31be620107c9504cc9ebaac83b2480d94f84ac982fa50f3938249df051c6ddc2
