target_gene	expected_axis	architecture_role	cosine_similarity	l2_distance	top20_overlap_fraction
ARID1A	chromatin remodeling	canonical_backbone	-0.025936984663154233	0.5868335731919343	0.35
BMPR1A	TGF-beta / BMP signaling	context_deviation	0.43730465741578517	0.28217657589498085	0.6
CDKN2A	cell cycle / replication	context_deviation	-0.023515601686314044	0.37183943368226474	0.5
COMMD6	NF-κB / copper signaling	context_deviation	0.29497041197561796	0.3986771274084212	0.4
ENY2	transcription / chromatin	canonical_backbone	0.25334907075475566	0.8295373280193388	0.5
ERC1	synaptic / signaling	context_deviation	0.05127350387040095	0.6026664245325545	0.4
ETV3	transcription regulation	context_deviation	-0.08326754811686751	0.6157910095856829	0.45
GON4L	transcription regulation	context_deviation	0.26754474028907466	0.46523955455714	0.65
HDGF	growth factor / proliferation	context_deviation	0.2208862844984856	0.7142664445870803	0.6
HLX	transcription regulation	context_deviation	-0.047029172940140904	0.7116497862472463	0.5
KLF3	transcription regulation	context_deviation	0.08328445193086141	0.3562915436873183	0.65
LAMTOR5	mTOR / lysosome / signaling	shift_excess	0.6984443180820488	0.6101519782255748	0.5
MAML3	transcription regulation	context_deviation	0.0928963855293412	0.3455678978604896	0.55
MIER1	transcription regulation	context_deviation	0.24829504311042075	0.4187829942090903	0.6
MTDH	signaling / oncogene	context_deviation	0.2526951318952498	0.8817357676957228	0.4
MYBL1	transcription regulation	context_deviation	-0.12177236988352627	0.40937958779055517	0.45
NCOA1	nuclear receptor / co-activator	context_deviation	0.272509615370548	0.5417951975990811	0.65
NPM1	ribosome biogenesis / nucleolar	context_deviation	-0.13639004415714484	1.2679948782913857	0.55
PA2G4	growth / proliferation	context_deviation	0.2070958746740617	0.8835875695629192	0.4
PARK7	oxidative stress / mitochondrial	context_deviation	0.18031613588542278	0.9347520562623517	0.55
PCBD1	metabolism / transcription	context_deviation	0.11387662915427936	0.5128809371839315	0.45
PEX14	peroxisome / metabolism	context_deviation	0.18797792137047215	0.44750275231377334	0.55
PFDN5	proteostasis / chaperone	context_deviation	0.18469993733130646	0.8383105711084715	0.6
PMF1	transcription regulation	context_deviation	0.7997672262315159	0.7039280011388981	0.6
PRDX2	oxidative stress / antioxidant	context_deviation	0.16448755180776017	0.8302120578005171	0.5
PRPF6	RNA processing / spliceosome	canonical_backbone	0.06239834845149322	0.47641182515182257	0.65
RORC	nuclear receptor / metabolism	context_deviation	-0.008476395527123821	0.5008834414217946	0.5
RPS3	ribosomal / translation	canonical_backbone	0.44915940922592756	0.8394984950512837	0.6
RUVBL2	chromatin remodeling	canonical_backbone	-0.11841762455065968	0.6804616453373794	0.5
SMAD1	TGF-beta / BMP signaling	context_deviation	0.029452305296674103	0.3688263435941224	0.45
STAT3	JAK-STAT signaling	context_deviation	0.07438329991856778	0.5594584593498347	0.5
TAB3	NF-κB / MAPK signaling	context_deviation	0.36829275693315516	0.37395107531323585	0.65
TADA3	transcription / chromatin	canonical_backbone	0.3710763820707733	0.5105886456103663	0.55
THAP8	transcription regulation	context_deviation	0.23574021042033444	0.3492786999790732	0.55
THRA	nuclear receptor / metabolism	context_deviation	0.2060918273737397	0.5098547186813814	0.45
TMF1	transcription regulation	context_deviation	0.0064357754644693245	0.44791953420851716	0.6
TMSB4X	cytoskeleton / cell motility	context_deviation	0.3775624327623988	0.7605798237155609	0.5
UBP1	transcription regulation	context_deviation	-0.2964982597493775	0.437136407971725	0.5
VEZF1	transcription regulation	context_deviation	-0.20994444430794937	0.5666555431938805	0.65
XBP1	ER stress / UPR	context_deviation	0.0018579180258149872	0.46867330505323485	0.55
YBX1	RNA processing / transcription	context_deviation	0.7883704128559242	1.076874395287138	0.65
ZBTB17	transcription regulation	context_deviation	0.5167583743236729	0.43746599725273533	0.5
ZBTB20	transcription regulation	context_deviation	-0.04131379108428355	0.4314598669263857	0.5
ZBTB5	transcription regulation	context_deviation	0.45566102249104334	0.2890389031715636	0.6
ZNF131	transcription regulation	context_deviation	0.30068802933301364	0.6240264769934659	0.6
ZNF24	transcription regulation	context_deviation	0.39071074168314895	0.33203677594925995	0.5
ZNF566	transcription regulation	context_deviation	0.15062386303335557	0.4160169114079572	0.45
