model_id	object_role	cell_line	n_targets	residual_total_shift_spearman	residual_total_shift_pvalue	residual_total_shift_status	residual_response_aligned_spearman	residual_response_aligned_pvalue	residual_response_aligned_status	residual_model	residual_total_shift_qvalue	residual_response_aligned_qvalue
cellot_hcc_formal_v1	entrant	HCC1143	47	0.12557816836262722	0.4003060173329751	estimated	0.16130897317298798	0.27871389481937187	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.5604284242661651	0.45874309455300527
cellot_hcc_formal_v1	entrant	HCC38	47	0.16790009250693805	0.2592775064873625	estimated	0.20328399629972252	0.17053835609253368	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.5948825892937086	0.39792283088257857
cellot_hcc_sens_iter100_seed1	entrant	HCC1143	47	-0.12627197039777985	0.3976871137530361	estimated	0.22305735430157259	0.13178854296108286	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.5604284242661651	0.39536562888324855
cellot_hcc_sens_iter100_seed1	entrant	HCC38	47	0.0190795559666975	0.8987091839244787	estimated	0.13933857539315447	0.3502512866385754	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.8987091839244788	0.6639392797977156
cellot_hcc_sens_iter200_seed2	entrant	HCC1143	47	0.18455134135060128	0.21429156969506535	estimated	0.186054579093432	0.2105166242280033	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.4975905385714721	0.4018953735261881
cellot_hcc_sens_iter200_seed2	entrant	HCC38	47	-0.07146160962072157	0.6331236649465551	estimated	0.08499074930619796	0.5700303955515431	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.738644275770981	0.7041551945048473
cellot_hcc_sens_iter500_seed1_full	entrant	HCC1143	47	0.2393617021276596	0.1051363127679963	estimated	0.19357076780758556	0.19233919383360326	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.3154089383039889	0.4018953735261881
cellot_hcc_sens_iter500_seed1_full	entrant	HCC38	47	0.09909805735430158	0.5075085240366799	estimated	-0.07608695652173914	0.6112306023606239	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.6661049377981424	0.7131023694207278
cpa_hcc_sens_e200_latent32_seed1	entrant	HCC1143	47	0.19680851063829788	0.1848629312606131	estimated	0.18721091581868637	0.20764463125734173	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.4852651945591094	0.4018953735261881
cpa_hcc_sens_e200_latent32_seed1	entrant	HCC38	47	-0.15980573543015725	0.28327742347319457	estimated	0.4780296022201665	0.0006780877544987675	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.5948825892937086	0.014239842844474116
cpa_hcc_sens_e200_latent64_seed2	entrant	HCC1143	47	-0.0311054579093432	0.8355755494355092	estimated	0.13922294172062905	0.3506552128027355	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.8355755494355092	0.46023496680359033
cpa_hcc_sens_e200_latent64_seed2	entrant	HCC38	47	-0.10430157261794637	0.4853601985690691	estimated	-0.18177613320999075	0.22138406322290247	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.6661049377981424	0.4649065327680952
cpa_v0.8.8	candidate	HCC1143	47	-0.0311054579093432	0.8355755494355092	estimated	0.13922294172062905	0.3506552128027355	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.8355755494355092	0.46023496680359033
cpa_v0.8.8	candidate	HCC38	47	-0.21646623496762255	0.1438925578274616	estimated	0.28388066604995377	0.053141195983630735	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.4316776734823848	0.16936875729058912
gears_hcc_formal_v1	entrant	HCC1143	47	0.056544865864939876	0.7057903165546864	estimated	0.12754394079555967	0.39291179260926334	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.8355755494355092	0.4853616261643841
