model_id	object_role	cell_line	n_targets	total_shift_depmap_spearman	total_shift_depmap_pvalue	total_shift_depmap_status	predicted_shift_mean_abs_n_unique	dependency_strength_n_unique	response_aligned_depmap_spearman	response_aligned_depmap_pvalue	response_aligned_depmap_status	response_aligned_magnitude_n_unique	response_aligned_endpoint_permutation_pvalue	response_aligned_endpoint_permutation_zscore	predicted_vs_observed_shift_spearman	predicted_vs_observed_shift_pvalue	predicted_vs_observed_shift_status	observed_shift_mean_abs_n_unique	anchor_vs_low_information_response_auc	q1_anchor_count	low_information_count	predicted_target_similarity_mean	leading_singular_energy_share	normalized_inverse_effective_rank	output_homogenization_score	total_shift_depmap_qvalue	response_aligned_depmap_qvalue	response_aligned_endpoint_permutation_qvalue	target_identity_preservation_spearman	target_identity_preservation_pvalue	target_identity_label_permutation_pvalue	target_identity_label_permutation_zscore	target_identity_preservation_status	target_identity_n_pairs	observed_target_similarity_mean	target_identity_label_permutation_qvalue	endpoint_recovery_score	output_homogenization_quadrant
cellot_hcc_formal_v1	entrant	HCC1143	47	0.04486586493987049	0.7645943068716943	estimated	47	47	0.13876040703052728	0.35227376946586153	estimated	47	0.19080919080919082	0.9109502772525359	0.10233580018501388	0.4936674205595425	estimated	47	0.5454545454545454	13	11	0.3089680808051099	0.3710272040613464	0.8859481396662818	0.6371531280433943	0.880458457516254	0.4843764330155596	0.27985347985347986	0.0317567825596778	0.29686839190234643	0.28471528471528473	0.5455765771673791	estimated	1081	0.06052824956999022	0.54354736172918	0.9109502772525359	low_recovery/low_common
cellot_hcc_formal_v1	entrant	HCC38	47	0.21727567067530068	0.14236326515943723	estimated	47	47	0.19588344125809434	0.1869774704203973	estimated	47	0.10589410589410589	1.2840248922887354	0.11840888066604996	0.4279491856057066	estimated	47	0.7272727272727273	11	11	0.32709212915407443	0.5147364477758587	0.912901547177661	0.6970613531768522	0.37370357104352275	0.3739549408407946	0.21178821178821175	0.057300495935223475	0.05965621496198139	0.14585414585414586	1.0742101582128156	estimated	1081	0.05731255625356063	0.3473193473193474	1.2840248922887354	high_recovery/low_common
cellot_hcc_sens_iter100_seed1	entrant	HCC1143	47	-0.15067067530064754	0.3120561028685702	estimated	47	47	0.3356845513413506	0.021068774048478376	estimated	47	0.022977022977022976	2.286816852519606	-0.3358001850138761	0.021021731362965097	estimated	47	0.8111888111888111	13	11	0.9954802218443374	0.9955740511019846	0.9990439012032483	0.997452687742467	0.4306153744016348	0.07725217151108738	0.07221350078492936	-0.04834640760924187	0.1121393301336884	0.8561438561438561	-1.0577081239189283	estimated	1081	0.06052824956999022	0.8561438561438562	2.286816852519606	high_recovery/high_common
cellot_hcc_sens_iter100_seed1	entrant	HCC38	47	0.04567530064754857	0.7604718145209607	estimated	47	47	0.17310360777058278	0.24458934788264208	estimated	47	0.13286713286713286	1.1400751698774136	0.21218778908418132	0.15217865699034386	estimated	47	0.628099173553719	11	11	0.9953274541532203	0.9954755174142575	0.999022915861221	0.9973873867840294	0.8405214792073776	0.44841380445151047	0.24358974358974358	0.006374609590892863	0.8341768519005495	0.44655344655344653	0.12920125917777717	estimated	1081	0.05731255625356063	0.6698301698301697	1.1400751698774136	low_recovery/high_common
cellot_hcc_sens_iter200_seed2	entrant	HCC1143	47	0.16500925069380204	0.2676875187485064	estimated	47	47	0.29324699352451433	0.045448009530644526	estimated	47	0.03496503496503497	1.9705794676116832	-0.051225716928769656	0.732385619035476	estimated	47	0.7342657342657343	13	11	0.995560509996865	0.9956628479027688	0.999059850189795	0.9975009843636656	0.4217477078063519	0.12498202620927244	0.09615384615384616	-0.016145538549402295	0.5959299200673727	0.6233766233766234	-0.33484291384413406	estimated	1081	0.06052824956999022	0.7530364372469636	1.9705794676116832	high_recovery/high_common
cellot_hcc_sens_iter200_seed2	entrant	HCC38	47	-0.13552266419981499	0.36373119928511755	estimated	47	47	0.125	0.402496067313168	estimated	47	0.19880119880119881	0.8430297251893546	-0.040124884366327475	0.7888664764003295	estimated	47	0.5950413223140496	11	11	0.9955021998655156	0.9956182492267472	0.9990553049364563	0.9974748846986542	0.6351291298640721	0.6183688636743575	0.2915750915750916	0.010854460880622729	0.7214835978090971	0.3866133866133866	0.26127422087119645	estimated	1081	0.05731255625356063	0.6245293168370091	0.8430297251893546	low_recovery/high_common
cellot_hcc_sens_iter500_seed1_full	entrant	HCC1143	47	0.28526827012025907	0.051939309105541946	estimated	47	47	0.29694727104532836	0.042670331860797404	estimated	47	0.02097902097902098	2.0703485594072064	0.23751156336725257	0.10793406136157158	estimated	47	0.8111888111888111	13	11	0.6842188729206985	0.7077777897430826	0.9369634724861822	0.8289502328965379	0.21814509824327616	0.12498202620927244	0.07221350078492936	0.10130062588951719	0.0008519244111864983	0.02197802197802198	2.0028361151441656	estimated	1081	0.06052824956999022	0.09230769230769231	2.0703485594072064	high_recovery/high_common
cellot_hcc_sens_iter500_seed1_full	entrant	HCC38	47	0.050069380203515264	0.7382097951827036	estimated	47	47	0.07365864939870491	0.6226842040881365	estimated	47	0.3166833166833167	0.506797270759238	0.03341813135985199	0.8235384867466834	estimated	47	0.6115702479338843	11	11	0.3677041918557715	0.5422009093233924	0.9343068705658175	0.7201199586056986	0.8405214792073776	0.7514707862729322	0.40982546864899805	-0.053689970473396506	0.07765126830370728	0.9400599400599401	-1.4590275916202717	estimated	1081	0.05731255625356063	0.9400599400599402	0.506797270759238	low_recovery/low_common
cpa_hcc_sens_e200_latent32_seed1	entrant	HCC1143	47	0.23068917668825162	0.11874474653104747	estimated	47	47	0.21681313598519888	0.14323566328224835	estimated	47	0.07592407592407592	1.456940630815893	0.035268270120259015	0.8139374956291403	estimated	47	0.6293706293706294	13	11	0.9124302766243871	0.9106252093040254	0.9921671598450084	0.9530025024870756	0.28831913137971704	0.31511845922094633	0.16703296703296702	0.05270442674862146	0.0832655612872131	0.08591408591408592	1.4045211914491242	estimated	1081	0.06052824956999022	0.2577422577422578	1.456940630815893	high_recovery/high_common
cpa_hcc_sens_e200_latent32_seed1	entrant	HCC38	47	-0.22652636447733585	0.12573256563005114	estimated	47	47	0.49063367252543943	0.0004631116298721232	estimated	47	0.000999000999000999	3.370206466119475	-0.041049953746531	0.7841140759947635	estimated	47	0.8925619834710744	11	11	0.9956923677894828	0.9965678164554616	0.9994656840311457	0.9979598947937828	0.37370357104352275	0.01018845585718671	0.010989010989010988	0.06858464194837205	0.024132616578847257	0.07692307692307693	1.444324126692215	estimated	1081	0.05731255625356063	0.26673326673326675	3.370206466119475	high_recovery/high_common
cpa_hcc_sens_e200_latent64_seed2	entrant	HCC1143	47	-0.1604995374653099	0.2811651385375679	estimated	47	47	0.0463691026827012	0.7569434686329544	estimated	47	0.4145854145854146	0.2084398149440855	-0.1352913968547641	0.3645581099027422	estimated	47	0.44755244755244755	13	11	0.938743860910642	0.9360535281954157	0.9940320568743726	0.9664858385083694	0.4217477078063519	0.8358717622817377	0.5067155067155067	0.006111984122777168	0.8409154517244813	0.43756243756243757	0.1334462956524856	estimated	1081	0.06052824956999022	0.6125874125874126	0.2084398149440855	low_recovery/high_common
