target_gene	expected_axis	architecture_role	cosine_similarity	l2_distance	top20_overlap_fraction
ARID1A	chromatin remodeling	canonical_backbone	0.11405642447137557	0.3883576104501314	0.6
BMPR1A	TGF-beta / BMP signaling	context_deviation	0.005600007379392128	0.40037791944659984	0.55
CDKN2A	cell cycle / replication	context_deviation	-0.19394823876965236	0.3743464292953626	0.45
COMMD6	NF-κB / copper signaling	context_deviation	-0.0044528555658311176	0.5091234850023456	0.65
ENY2	transcription / chromatin	canonical_backbone	0.5117924932840737	0.6235577512162314	0.6
ERC1	synaptic / signaling	context_deviation	0.283452112920857	0.30735425621166185	0.5
ETV3	transcription regulation	context_deviation	-0.4449796714649417	0.41997867007393175	0.4
GON4L	transcription regulation	context_deviation	-0.1955577528972918	0.4418298983583864	0.4
HDGF	growth factor / proliferation	context_deviation	0.11638569713808698	0.5010208904695501	0.65
HLX	transcription regulation	context_deviation	-0.2370580537801635	0.37882716457993304	0.6
KLF3	transcription regulation	context_deviation	-0.010521974450296172	0.3745559481436488	0.55
LAMTOR5	mTOR / lysosome / signaling	shift_excess	-0.07698168704776083	0.6555213695915926	0.55
MAML3	transcription regulation	context_deviation	0.22228498767739488	0.3115823669782596	0.6
MIER1	transcription regulation	context_deviation	0.26579130045878274	0.3911411323918622	0.6
MTDH	signaling / oncogene	context_deviation	0.14695983030378	0.7626438857867766	0.6
MYBL1	transcription regulation	context_deviation	0.4195077171549943	0.42331865184206313	0.7
NCOA1	nuclear receptor / co-activator	context_deviation	0.08023957913444932	0.32688443878821194	0.65
NPM1	ribosome biogenesis / nucleolar	context_deviation	0.1001688774250201	1.6139346504636403	0.5
PA2G4	growth / proliferation	context_deviation	0.17438995665187607	0.9878419813035904	0.65
PARK7	oxidative stress / mitochondrial	context_deviation	0.33244987238863716	1.0106322703061337	0.7
PCBD1	metabolism / transcription	context_deviation	0.08227245734924313	0.4320946860005946	0.4
PEX14	peroxisome / metabolism	context_deviation	0.2907780828502227	0.32183531494644313	0.45
PFDN5	proteostasis / chaperone	context_deviation	0.022456708801927423	1.001103849856546	0.55
PMF1	transcription regulation	context_deviation	0.08838462953649995	0.5725634673822176	0.55
PRDX2	oxidative stress / antioxidant	context_deviation	0.30463144254717234	0.6054277440013043	0.7
PRPF6	RNA processing / spliceosome	canonical_backbone	-0.05650042065613434	0.6346775695262196	0.6
RORC	nuclear receptor / metabolism	context_deviation	0.11890872512147524	0.32589475091349607	0.55
RPS3	ribosomal / translation	canonical_backbone	0.7337040375523708	0.9070352371476919	0.65
RUVBL2	chromatin remodeling	canonical_backbone	0.5777665282309351	0.5590129379673255	0.75
SMAD1	TGF-beta / BMP signaling	context_deviation	0.4271389527351101	0.2841493317638246	0.45
STAT3	JAK-STAT signaling	context_deviation	0.21139003067287837	0.36375338375734334	0.55
TAB3	NF-κB / MAPK signaling	context_deviation	0.4706117038134744	0.2773628779453508	0.55
TADA3	transcription / chromatin	canonical_backbone	0.5706819727836314	0.42920464705199685	0.6
THAP8	transcription regulation	context_deviation	0.20311008123686616	0.3310269033778378	0.65
THRA	nuclear receptor / metabolism	context_deviation	0.05271159583514694	0.37167316037000026	0.6
TMF1	transcription regulation	context_deviation	0.12355773804119201	0.3596203020714065	0.5
TMSB4X	cytoskeleton / cell motility	context_deviation	0.17690850539135003	0.9553593561193537	0.6
UBP1	transcription regulation	context_deviation	0.40938956814004623	0.2880269993799349	0.55
VEZF1	transcription regulation	context_deviation	-0.0968814674956787	0.44691731304885884	0.65
XBP1	ER stress / UPR	context_deviation	-0.08132902878870675	0.4581802102838595	0.5
YBX1	RNA processing / transcription	context_deviation	0.11007556430519376	1.4777185781917834	0.5
ZBTB17	transcription regulation	context_deviation	0.41590145002027235	0.44889735506972206	0.65
ZBTB20	transcription regulation	context_deviation	-0.10816983845110573	0.3409719109041175	0.5
ZBTB5	transcription regulation	context_deviation	0.30264856385402467	0.30524188027206134	0.55
ZNF131	transcription regulation	context_deviation	0.08814827602929565	0.4520222446430591	0.6
ZNF24	transcription regulation	context_deviation	0.12123008156897132	0.33472948127339514	0.5
ZNF566	transcription regulation	context_deviation	0.03878711238096076	0.349648852807707	0.45
