cell_line	context_role	entrant_id	entrant_kind	reference_type	reference_seed	full_endpoint_n_targets	contract_n_targets	endpoint_coverage_fraction	missing_endpoint_targets	contract_n_genes	endpoint_alignment_spearman	endpoint_alignment_ci_low	endpoint_alignment_ci_high	endpoint_alignment_status	endpoint_alignment_n	directional_recovery_median_signed_cosine	directional_recovery_ci_low	directional_recovery_ci_high	directional_recovery_n	anchor_separation_auc	anchor_separation_ci_low	anchor_separation_ci_high	anchor_n	low_information_n	target_identity_spearman	target_identity_label_permutation_pvalue	target_identity_status	target_identity_n_targets	target_identity_n_pairs	predicted_homogenization_uncentered	observed_homogenization_uncentered	excess_homogenization_uncentered	predicted_homogenization_uncentered_n	observed_homogenization_uncentered_n	predicted_homogenization_centered	observed_homogenization_centered	excess_homogenization_centered	predicted_homogenization_centered_n	observed_homogenization_centered_n	conventional_pearson_median	conventional_pearson_ci_low	conventional_pearson_ci_high	conventional_pearson_n	conventional_normalized_rmse_median	conventional_normalized_rmse_ci_low	conventional_normalized_rmse_ci_high	conventional_normalized_rmse_n	secondary_absolute_projection_median	secondary_absolute_projection_ci_low	secondary_absolute_projection_ci_high	secondary_absolute_projection_n	entrant_role	display_name	model_family	endpoint_alignment_label_permutation_pvalue	endpoint_alignment_permutation_qvalue_bh	target_identity_permutation_qvalue_bh	scored_target_held_out	training_seed	predicted_homogenization_uncentered_ci_low	predicted_homogenization_uncentered_ci_high	predicted_homogenization_uncentered_jackknife_status	observed_homogenization_uncentered_ci_low	observed_homogenization_uncentered_ci_high	observed_homogenization_uncentered_jackknife_status	excess_homogenization_uncentered_ci_low	excess_homogenization_uncentered_ci_high	excess_homogenization_uncentered_jackknife_status	predicted_homogenization_centered_ci_low	predicted_homogenization_centered_ci_high	predicted_homogenization_centered_jackknife_status	observed_homogenization_centered_ci_low	observed_homogenization_centered_ci_high	observed_homogenization_centered_jackknife_status	excess_homogenization_centered_ci_low	excess_homogenization_centered_ci_high	excess_homogenization_centered_jackknife_status	inference_family	source_file	source_data_row_1based	context_order	model_order
HCC1143	qualified_primary_context	cpa_training_seed123_sensitivity	reference			48	47	0.97916666666666663	SS18L2	47	-0.17277668671106239	-0.45492031056708471	0.1262431853923256	estimated	47	0.1314852859914343	0.075631363861626805	0.18017864428657809	47	0.33333333333333331	0.083333333333333301	0.66666666666666663	8	6	0.016142555680379998	0.34966503349665029	estimated	47	1081	0.93617909031959479	0.0605282495699902	0.87565084074960453	47	47	-0.019962987009856999	0.036130035956706497	-0.056093022966563599	47	47	0.15433127881601669	0.071646279608209407	0.1991898956331106	47	1.0245381405401901	1.0143180677740382	1.0525378982259102	47	0.018953396413503201	0.015297509054401699	0.025959958134823401	47	training_seed_sensitivity	CPA	cpa	0.24727527247275269	0.40463226404632269	0.52449755024497546	False	123	0.91094928429888944	0.96140889634030002		0.021331611724677499	0.099724887415302804		0.82793661179342193	0.92336506970578724		-0.025029109985819899	-0.014896864033894199		0.00062296332272300005	0.071637108590689905		-0.0923304005748323	-0.019855645358294899		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	10	0	5
HCC1143	qualified_primary_context	cpa_training_seed124_sensitivity	reference			48	47	0.97916666666666663	SS18L2	47	0.0015034115978874	-0.3070828505214368	0.30663431665695001	estimated	47	0.1248920715801569	0.065162658847539703	0.2207385539218224	47	0.4375	0.125	0.75	8	6	-0.0044721566276024003	0.51254874512548743	estimated	47	1081	0.93722786947692838	0.0605282495699902	0.87669961990693801	47	47	-0.0150550604950086	0.036130035956706497	-0.051185096451715102	47	47	0.1300764254898428	0.052994969862937703	0.23015043094211299	47	1.0044205898657166	0.99819245902426623	1.0355702500082371	47	0.0168312011856139	0.0131784907310611	0.022409832712636701	47	training_seed_sensitivity	CPA	cpa	0.99110088991100875	0.99110088991100875	0.65899124373276952	False	124	0.91450535788089515	0.95995038107296116		0.021331611724677499	0.099724887415302804		0.82974912822898239	0.92365011158489363		-0.040147087543961998	0.010036966553944799		0.00062296332272300005	0.071637108590689905		-0.094024790808684894	-0.0083454020947454008		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	11	0	5
HCC1143	qualified_primary_context	cpa_training_seed125_sensitivity	reference			48	47	0.97916666666666663	SS18L2	47	0.067653521904933997	-0.24781585293226671	0.3681080987495996	estimated	47	0.20996971241184861	0.1447738338677832	0.24341266132309619	47	0.52083333333333337	0.1875	0.83333333333333337	8	6	-0.041483500459494803	0.79232076792320771	estimated	47	1081	0.98871049995593119	0.0605282495699902	0.92818225038594082	47	47	-0.0035071937803813	0.036130035956706497	-0.039637229737087797	47	47	0.15734360641001049	0.081536900411390806	0.24260163735651369	47	1.0342601611968949	0.98991977685807764	1.1710053495604169	47	0.040795326950733797	0.027808943972785501	0.0464747482081889	47	training_seed_sensitivity	CPA	cpa	0.65023497650234974	0.76919808019198077	0.79232076792320771	False	125	0.98292782140472079	0.99449317850714158		0.021331611724677499	0.099724887415302804		0.88843003505513518	0.96793446571674635		-0.057301173099635401	0.050286785538872697		0.00062296332272300005	0.071637108590689905		-0.1009721513197436	0.021697691845567899		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	12	0	5
HCC1143	qualified_primary_context	cellot_hcc_seed123_retrain_v1	formal			48	47	0.97916666666666663	SS18L2	47	0.48803053408345598	0.189054248604445	0.71752887791789577	estimated	47	0.1384657840067752	0.092696064387505703	0.1833934772633985	47	0.8125	0.54166666666666663	1	8	6	-0.0028502833440583	0.51414858514148587	estimated	47	1081	0.56655888338220406	0.0605282495699902	0.5060306338122138	47	47	-0.0060251124092239004	0.036130035956706497	-0.042155148365930498	47	47	0.1188964974818149	0.061694708458109697	0.19025051094490239	47	15.797246377432209	11.771028820685862	19.641488240465367	47	0.69871587950604919	0.54882748288678018	0.8870048163725458	47	formal	CellOT	CellOT	0.00069993000699929999	0.0031496850314968001	0.79762023797620241	False	123	0.53305003906941817	0.60006772769498995	target_delete_one_jackknife	0.021331611724677499	0.099724887415302804	target_delete_one_jackknife	0.45392173198173968	0.55813953564268792	target_delete_one_jackknife	-0.030888296247880101	0.018838071429432099	target_delete_one_jackknife	0.00062296332272300005	0.071637108590689905	target_delete_one_jackknife	-0.089393912850151594	0.0050836161182904998	target_delete_one_jackknife	A010_eighteen_formal_HCC_outputs	docs/revision_delivery/Results/38_new_context_metrics.csv	1	0	6
HCC1143	qualified_primary_context	cellot_hcc_seed124_sensitivity_v1	training_seed_sensitivity			48	47	0.97916666666666663	SS18L2	47	-0.40383948460176028	-0.64835702831776998	-0.1136712766818906	estimated	47	0.062033555491287799	-0.0050853162588093996	0.1134983192371265	47	0.39583333333333331	0.083333333333333301	0.77083333333333337	8	6	-0.063878311103359398	0.95580441955804418	estimated	47	1081	0.19538158762017591	0.0605282495699902	0.13485333805018559	47	47	0.0143804937019241	0.036130035956706497	-0.0217495422547824	47	47	0.039548817057967103	-0.013555206452711599	0.089818590626058598	47	54.956647493396211	31.888038376517947	78.613486319382218	47	1.7917528809178911	1.2956025898148991	2.2236689925240092	47	training_seed_sensitivity	CellOT	CellOT	0.0047995200479951997	0.019198080191980799	0.95580441955804418	False	124	0.1571155731380868	0.2336476021022649		0.021331611724677499	0.099724887415302804		0.075604434092934797	0.1941022420074365		-0.0082024800931128003	0.036963467496961		0.00062296332272300005	0.071637108590689905		-0.0622270679296981	0.0187279834201333		A012_eight_additional_seed_context_outputs	docs/revision_delivery/Results/38_new_context_metrics.csv	2	0	6
HCC1143	qualified_primary_context	cellot_hcc_seed125_sensitivity_v1	training_seed_sensitivity			48	47	0.97916666666666663	SS18L2	47	-0.2145252703139362	-0.49293560731109493	0.080172956214555294	estimated	47	0.075756149149828603	0.031202118069926	0.1786155136509826	47	0.60416666666666663	0.25	0.95833333333333337	8	6	0.00011816531136110001	0.48545145485451457	estimated	47	1081	0.25384222003910489	0.0605282495699902	0.19331397046911469	47	47	0.0275329111569407	0.036130035956706497	-0.0085971247997656992	47	47	0.058497608871883697	-0.017247138131949499	0.11841913387030741	47	26.64220216754839	19.80396699035996	41.013469575651456	47	1.1444433031601813	0.88708576103058079	1.749504419302333	47	training_seed_sensitivity	CellOT	CellOT	0.14688531146885311	0.29377062293770623	0.93282100361392439	False	125	0.2089647358212485	0.29871970425696132		0.021331611724677499	0.099724887415302804		0.1369447041212512	0.24968323681697821		-0.016028763274126199	0.0710945855880077		0.00062296332272300005	0.071637108590689905		-0.062997974283220307	0.045803724683688797		A012_eight_additional_seed_context_outputs	docs/revision_delivery/Results/38_new_context_metrics.csv	3	0	6
HCC1143	qualified_primary_context	cellot_hcc_seed126_sensitivity_v1	training_seed_sensitivity			48	47	0.97916666666666663	SS18L2	47	-0.033884584475462699	-0.30446932183516823	0.25697763025810733	estimated	47	0.053931215993002303	-0.023502702887048602	0.15703113628359799	47	0.58333333333333337	0.20833333333333329	0.9375	8	6	-0.030925084579536102	0.74742525747425259	estimated	47	1081	0.32813904560524909	0.0605282495699902	0.26761079603525889	47	47	0.019456944195141299	0.036130035956706497	-0.016673091761565201	47	47	0.044834410873845099	-0.030287425146892599	0.076031181403315801	47	25.097624194252575	19.51858498653354	34.687100925590649	47	1.1011258922111882	0.7700897393535987	1.513924128798394	47	training_seed_sensitivity	CellOT	CellOT	0.81651834816518343	0.81651834816518343	0.93282100361392439	False	126	0.27514510146386401	0.38113298974663418		0.021331611724677499	0.099724887415302804		0.19838559043081799	0.33683600163969979		-0.0028897245524140002	0.041803612942696598		0.00062296332272300005	0.071637108590689905		-0.0568370453084278	0.023490861785297301		A012_eight_additional_seed_context_outputs	docs/revision_delivery/Results/38_new_context_metrics.csv	4	0	6
HCC1143	qualified_primary_context	cellot_hcc_seed127_sensitivity_v1	training_seed_sensitivity			48	47	0.97916666666666663	SS18L2	47	-0.31479125918842821	-0.56072672004679591	-0.034748533530135899	estimated	47	0.038461802476775199	-0.0262156388637023	0.099726703358350904	47	0.20833333333333329	0	0.52135416666665912	8	6	-0.028775167482395801	0.74962503749625042	estimated	47	1081	0.21604017238920331	0.0605282495699902	0.15551192281921311	47	47	0.057395326680618697	0.036130035956706497	0.0212652907239122	47	47	-0.012641183838728099	-0.0445057324180098	0.063893184737828596	47	63.443705697910232	47.0387973863699	119.26431825056292	47	2.4469585596341799	1.405635666955344	3.8606811314129601	47	training_seed_sensitivity	CellOT	CellOT	0.028797120287971201	0.076792320767923195	0.93282100361392439	False	127	0.16906572637371459	0.26301461840469209		0.021331611724677499	0.099724887415302804		0.095985542181509398	0.21503830345691671		0.020924589430507699	0.093866063930729798		0.00062296332272300005	0.071637108590689905		-0.028589920966074999	0.0711205024138995		A012_eight_additional_seed_context_outputs	docs/revision_delivery/Results/38_new_context_metrics.csv	5	0	6
HCC1143	qualified_primary_context	gears_training_seed123_sensitivity	reference			48	47	0.97916666666666663	SS18L2	47	-0.096449636356777793	-0.38619140135418439	0.2202247662196547	estimated	47	0.10279956291727529	0.0434002285645202	0.14012070939965759	47	0.3125	0.0625	0.66666666666666663	8	6	0.020301083579419999	0.33946605339466052	estimated	47	1081	0.60185166654218747	0.0605282495699902	0.54132341697219721	47	47	0.021910761080405801	0.036130035956706497	-0.014219274876300699	47	47	0.10153127955670931	0.073718703282298501	0.1750390507268787	47	1.9301531137237209	1.514111576791707	2.1950677774577527	47	0.065553627059991598	0.049632965444869802	0.094288742988663396	47	training_seed_sensitivity	GEARS	gears	0.51484851514848518	0.7128671748209795	0.52449755024497546	False	123	0.49067875400813421	0.71302457907624073		0.021331611724677499	0.099724887415302804		0.43016225224250271	0.65248458170189172		-0.021138662210310299	0.064960184371121901		0.00062296332272300005	0.071637108590689905		-0.072001898356019695	0.043563348603418199		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	16	0	7
HCC1143	qualified_primary_context	gears_training_seed124_sensitivity	reference			48	47	0.97916666666666663	SS18L2	47	-0.1140279873474615	-0.42312079343564868	0.2027521813537739	estimated	47	0.17537114450059149	0.11231447586234559	0.25531953048167322	47	0.39583333333333331	0.083333333333333301	0.70833333333333337	8	6	0.0261441250114707	0.26537346265373463	estimated	47	1081	0.63485280085172358	0.0605282495699902	0.57432455128173332	47	47	0.024171339855241999	0.036130035956706497	-0.011958696101464401	47	47	0.17309174987928319	0.14932383467163099	0.27196903551913632	47	1.7171195785482669	1.4996298036063884	2.2231921198364097	47	0.092424054583751095	0.060469153267864298	0.12059331975548949	47	training_seed_sensitivity	GEARS	gears	0.44195580441955801	0.66293370662933715	0.52449755024497546	False	124	0.57261913199794778	0.69708646970549937		0.021331611724677499	0.099724887415302804		0.50575872094307206	0.64289038162039458		-0.0019619217816486999	0.050304601492132901		0.00062296332272300005	0.071637108590689905		-0.052481263225236698	0.028563871022307799		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	17	0	7
