cell_line	model_a	model_b	conventional_distance	audit_profile_distance	discordance_ratio	conventional_distance_median	audit_profile_distance_median	is_predefined_candidate
HCC1143	cpa_v0.8.8	geneformer_hcc_formal_v1	0.03467842320457159	2.914604617583409	10.238235075121787	0.9364203179156214	2.2435244851602505	True
HCC1143	cpa_v0.8.8	lm_g_geneformer_ridge_hcc_formal_v1	0.18959409294935037	3.228897440184432	7.34517931876865	0.9364203179156214	2.2435244851602505	True
HCC1143	geneformer_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	0.2179694368238902	3.3638942850510087	7.188277738567219	0.9364203179156214	2.2435244851602505	True
HCC1143	cpa_v0.8.8	lm_g_scgpt_ridge_hcc_formal_v1	0.27177548062012974	3.1585665558827776	6.053497477744304	0.9364203179156214	2.2435244851602505	True
HCC1143	cpa_v0.8.8	lm_train_lowrank_hcc_formal_v1	0.36797223788871075	3.600013989865875	5.825527053068352	0.9364203179156214	2.2435244851602505	True
HCC1143	cpa_v0.8.8	scgpt_hcc_formal_v1	0.3501290108775894	3.2487786510712358	5.413467091551589	0.9364203179156214	2.2435244851602505	True
HCC1143	geneformer_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	0.24429621608842886	2.2956032165236033	4.644185291746039	0.9364203179156214	2.2435244851602505	True
HCC1143	scgpt_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	0.20936771473422378	2.1328079594209166	4.64292089106631	0.9364203179156214	2.2435244851602505	False
HCC1143	geneformer_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	0.3343583210144985	2.1689327193774672	3.7116485577068627	0.9364203179156214	2.2435244851602505	False
HCC1143	geneformer_hcc_formal_v1	scgpt_hcc_formal_v1	0.3845182449886129	1.901039511637999	2.996036011024577	0.9364203179156214	2.2435244851602505	False
HCC1143	lm_train_lowrank_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	0.5080442401709293	2.079391077264255	2.743099897171409	0.9364203179156214	2.2435244851602505	False
HCC1143	gears_hcc_formal_v1	geneformer_hcc_formal_v1	0.9534776028235197	3.0102606479293548	2.501301761550759	0.9364203179156214	2.2435244851602505	False
HCC1143	gears_hcc_formal_v1	scgpt_hcc_formal_v1	0.5698976167292256	2.008810089951375	2.4500743128941096	0.9364203179156214	2.2435244851602505	False
HCC1143	lm_train_lowrank_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	0.15325721417752194	0.9393402557786574	2.329382396033567	0.9364203179156214	2.2435244851602505	False
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	0.3733945266694339	1.446105683535796	2.3197279117316016	0.9364203179156214	2.2435244851602505	False
HCC1143	gears_hcc_formal_v1	scgen_hcc_formal_v1	2.1746944252732487	5.614076174058878	2.3153747191983602	0.9364203179156214	2.2435244851602505	False
HCC1143	scgen_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	2.9304222285482013	6.520218971737904	2.0501111183323144	0.9364203179156214	2.2435244851602505	False
HCC1143	scgpt_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	0.5792231785837931	1.670774646432689	2.0148672752806522	0.9364203179156214	2.2435244851602505	False
HCC1143	cpa_v0.8.8	gears_hcc_formal_v1	0.9193630330077232	2.1645954236617744	1.8510893217602493	0.9364203179156214	2.2435244851602505	False
HCC1143	cpa_v0.8.8	scgen_hcc_formal_v1	3.092252583199286	5.991434978547513	1.792633808906317	0.9364203179156214	2.2435244851602505	False
HCC1143	gears_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	1.2642368290051953	2.668897122705323	1.7625361314575225	0.9364203179156214	2.2435244851602505	False
HCC1143	scgen_hcc_formal_v1	scgpt_hcc_formal_v1	2.7421268565917356	5.09501454157635	1.7028069950817415	0.9364203179156214	2.2435244851602505	False
HCC1143	scgen_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	3.296754375950829	5.97214273302652	1.683833189442526	0.9364203179156214	2.2435244851602505	False
HCC1143	gears_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	1.1257175700185575	2.191445753796897	1.5929474199906715	0.9364203179156214	2.2435244851602505	False
HCC1143	gears_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	0.7562023295832369	1.5972648476019897	1.5874191508417275	0.9364203179156214	2.2435244851602505	False
HCC1143	scgpt_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	0.7057217929792055	1.4825175724547017	1.5512020164710822	0.9364203179156214	2.2435244851602505	False
HCC1143	scgen_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	3.438145191904418	5.667731813377297	1.5367431373954927	0.9364203179156214	2.2435244851602505	False
HCC1143	geneformer_hcc_formal_v1	scgen_hcc_formal_v1	3.126635411634343	5.014513878183135	1.485062278534843	0.9364203179156214	2.2435244851602505	False
HCC1143	cellot_hcc_formal_v1	scgen_hcc_formal_v1	4.416642625528377	5.271206595764251	1.1295500895930342	0.9364203179156214	2.2435244851602505	False
HCC1143	cellot_hcc_formal_v1	cpa_v0.8.8	3.253167949001841	2.441384147885291	0.6969075372423739	0.9364203179156214	2.2435244851602505	False
HCC1143	cellot_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	3.1559592982985545	2.1087587346132026	0.6191379725725531	0.9364203179156214	2.2435244851602505	False
HCC1143	cellot_hcc_formal_v1	gears_hcc_formal_v1	3.3052678299190066	2.01323684965405	0.566268688032967	0.9364203179156214	2.2435244851602505	False
HCC1143	cellot_hcc_formal_v1	scgpt_hcc_formal_v1	3.2594664544285186	1.5363362645644913	0.4377691835822572	0.9364203179156214	2.2435244851602505	False
HCC1143	cellot_hcc_formal_v1	geneformer_hcc_formal_v1	3.2499010642284185	1.4765805084452226	0.42189207104651305	0.9364203179156214	2.2435244851602505	False
HCC1143	cellot_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	3.150977785686445	1.3479287970718616	0.39633566639124607	0.9364203179156214	2.2435244851602505	False
HCC1143	cellot_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	3.081665821661185	1.0786014372573163	0.32374238443864106	0.9364203179156214	2.2435244851602505	False
HCC38	scgpt_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	0.12073470826965471	2.905180114754424	7.836277666889863	0.873586344879214	2.410123495208568	True
HCC38	cpa_v0.8.8	gears_hcc_formal_v1	0.1498779004908845	2.398025185600413	5.9968935083850115	0.873586344879214	2.410123495208568	False
HCC38	scgpt_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	0.3154715054367997	3.354487161057075	5.932194865355584	0.873586344879214	2.410123495208568	True
HCC38	cpa_v0.8.8	scgpt_hcc_formal_v1	0.5596308368620282	4.12522817138932	5.095196456915973	0.873586344879214	2.410123495208568	True
HCC38	cpa_v0.8.8	geneformer_hcc_formal_v1	0.07733680676601472	1.6020046325656687	4.894055906492684	0.873586344879214	2.410123495208568	False
HCC38	gears_hcc_formal_v1	geneformer_hcc_formal_v1	0.15797588889855602	1.9198287337612838	4.705740672431387	0.873586344879214	2.410123495208568	False
HCC38	scgpt_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	0.2721498904976186	2.4222218048167234	4.638939601248026	0.873586344879214	2.410123495208568	True
HCC38	cpa_v0.8.8	lm_g_geneformer_ridge_hcc_formal_v1	0.47137866070410694	3.184944841403946	4.415080477006704	0.873586344879214	2.410123495208568	True
HCC38	lm_train_lowrank_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	0.10872231887252409	1.4867659583269663	4.144615152466454	0.873586344879214	2.410123495208568	False
HCC38	geneformer_hcc_formal_v1	scgpt_hcc_formal_v1	0.6222289984954427	3.475632237864939	3.984770334235911	0.873586344879214	2.410123495208568	True
HCC38	cpa_v0.8.8	lm_g_scgpt_ridge_hcc_formal_v1	0.7901378556137384	3.416127418946237	3.2843025571168494	0.873586344879214	2.410123495208568	True
HCC38	cpa_v0.8.8	lm_train_lowrank_hcc_formal_v1	0.8636860700479495	3.6331005718602873	3.2622304162463527	0.873586344879214	2.410123495208568	True
HCC38	gears_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	0.5753465020638616	2.353893654955394	2.852006580350492	0.873586344879214	2.410123495208568	False
HCC38	gears_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	0.9667641825839972	3.0089774347899474	2.4729339323581114	0.873586344879214	2.410123495208568	False
HCC38	geneformer_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	0.5403081897321108	1.6978470053888897	2.1483353297457355	0.873586344879214	2.410123495208568	False
HCC38	gears_hcc_formal_v1	scgpt_hcc_formal_v1	0.6768250700803661	1.981286434984983	2.1377134682094683	0.873586344879214	2.410123495208568	False
HCC38	gears_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	0.8834866197104787	2.3384415722013445	2.063051765709102	0.873586344879214	2.410123495208568	False
