model_id	object_role	cell_line	target_gene	predicted_shift_mean_abs	predicted_shift_l2	predicted_topk_abs_shift	expected_axis	predicted_shift_axis_aligned_magnitude	axis_total_magnitude	top_axis	top_axis_magnitude	axis_entropy	stress_axis_magnitude	top_axis_share	common_axis_dominance_score	stress_axis_share	observed_shift_mean_abs	observed_shift_l2	depmap_gene_effect	dependency_strength	endpoint_category	depmap_gene_dependency	residual	quadrant
null_model		HCC38	ARID1A	0.0	0.0	0.0	chromatin remodeling	0.0	0.0	ER stress / UPR	0.0		0.0				0.0085365617536346	4.5521106820450274	-0.1959555409927433	0.1959555409927433	shift_excess	0.0939245801107399	0.0024842926660479	middle
null_model		HCC38	BMPR1A	0.0	0.0	0.0	TGF-beta / BMP signaling	0.0	0.0	ER stress / UPR	0.0		0.0				0.0056197913890013	2.4112086854129164	-0.3519701364399601	0.3519701364399601	dependency_excess	0.2329854350238944	-0.0008580873192481	middle
null_model		HCC38	CDKN2A	0.0	0.0	0.0	cell cycle / replication	0.0	0.0	ER stress / UPR	0.0		0.0				0.0040551040534158	1.6153802596872924	0.2816188048418129	-0.2816188048418129	low_information	0.0034117871973033	-0.0006943366956666	low_shift_high_depmap
null_model		HCC38	COMMD6	0.0	0.0	0.0	NF-κB / copper signaling	0.0	0.0	ER stress / UPR	0.0		0.0				0.0042202270388882	1.715292039582324	0.1473822164133259	-0.1473822164133259	low_information	0.0087958879569685	-0.0008954126758508	low_shift_high_depmap
null_model		HCC38	ENY2	0.0	0.0	0.0	transcription / chromatin	0.0	0.0	ER stress / UPR	0.0		0.0				0.0103397858020701	4.544919712264169	-0.5509808712071267	0.5509808712071267	Q1_anchor	0.4895161201697765	0.0033190035078499	high_shift_low_depmap
null_model		HCC38	ERC1	0.0	0.0	0.0	synaptic / signaling	0.0	0.0	ER stress / UPR	0.0		0.0				0.00417172244801	1.7068626495623005	0.2188525570329813	-0.2188525570329813	low_information	0.0054295617631019	-0.000748945350976	low_shift_high_depmap
null_model		HCC38	ETV3	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0051298888376656	2.131250251028423	-0.1735948251121793	0.1735948251121793	middle	0.0807914252803547	-0.0008613799584009	middle
null_model		HCC38	GON4L	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0060144581054616	2.438389539750892	-0.4178073081616394	0.4178073081616394	dependency_excess	0.3129469325001975	-0.0006430251686404	middle
null_model		HCC38	HDGF	0.0	0.0	0.0	growth factor / proliferation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0053940020400889	2.310398267970584	-0.0275129839181656	0.0275129839181656	middle	0.0286996254177853	-0.0001987538037882	middle
null_model		HCC38	HLX	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0052991294769277	2.2837459862813443	0.1969791502719058	-0.1969791502719058	middle	0.006315463793662	0.000318790771335	middle
null_model		HCC38	KLF3	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0054676604656395	2.319837106922052	-0.2832468490799181	0.2832468490799181	dependency_excess	0.1616884807733207	-0.0008227403199183	middle
