cell_line	truth_metric	depmap_endpoint	n_targets	spearman_rho_raw	spearman_pvalue	pearson_r_raw	pearson_pvalue	spearman_rho_aligned	pearson_r_aligned	alignment_note
HCC38	real_shift_L2	depmap_gene_effect	47	-0.7017807585568918	3.890761460952441e-08	-0.6114205348198004	4.985843199817496e-06	0.7017807585568918	0.6114205348198004	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_L2	depmap_gene_dependency	47	0.7019745023314382	3.843139640878787e-08	0.6561712506824492	5.520513491401179e-07	0.7019745023314382	0.6561712506824492	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7253700277520815	8.055066554859084e-09	-0.6643607924820343	3.5456565678630767e-07	0.7253700277520815	0.6643607924820343	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7257957275155708	7.817813632715767e-09	0.7367887203519019	3.542116170700765e-09	0.7257957275155708	0.7367887203519019	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6332099907493062	1.7837147826607992e-06	-0.45591438993635913	0.0012793666424258956	0.6332099907493062	0.45591438993635913	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6333439336577362	1.7720436837067792e-06	0.4284987732046358	0.0026561990980783867	0.6333439336577362	0.4284987732046358	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6271970397779834	2.387431583758606e-06	-0.4444784446383427	0.0017479065222183719	0.6271970397779834	0.4444784446383427	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6273886273617031	2.3655830838139186e-06	0.4349706581960366	0.002247508349259409	0.6273886273617031	0.4349706581960366	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6399167437557817	1.2790511864662816e-06	-0.4592866619692435	0.0011644828151236076	0.6399167437557817	0.4592866619692435	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6400508805542395	1.2704678419241306e-06	0.4640133469196695	0.001018957717693787	0.6400508805542395	0.4640133469196695	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.12777520814061055	0.39204717456369	-0.037264613445897404	0.8036080500690485	0.12777520814061055	0.037264613445897404	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.12737417252583466	0.39354719971762864	-0.07385992656906212	0.6217314288668071	0.12737417252583466	-0.07385992656906212	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_Edistance	depmap_gene_effect	47	-0.6290471785383904	2.184041932107974e-06	-0.43396159022333086	0.0023073170455443688	0.6290471785383904	0.43396159022333086	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_Edistance	depmap_gene_dependency	47	0.6291810011012858	2.1699721245824695e-06	0.47150237093620395	0.0008214594564013614	0.6291810011012858	0.47150237093620395	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5508667130022153	6.012791588240781e-05	-0.13913975711788137	0.3509459657976051	0.5508667130022153	0.13913975711788137	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5510637306326212	5.968877545850226e-05	0.10445106005243902	0.48473148112771336	0.5510637306326212	0.10445106005243902	depmap_gene_effect: aligned>0 表示 truth metric 越高，gene effect 越负；depmap_gene_dependency: aligned>0 表示 truth metric 越高，gene dependency 越高
